PLOSPaperID,curr_date,RoundID,ReviewerLLM
pone.0236161,2020-05-21,pone.0236161.r001,False
pone.0236163,2020-04-01,pone.0236163.r001,False
pone.0236164,2020-04-09,pone.0236164.r001,False
pone.0236165,2020-04-07,pone.0236165.r001,True
pone.0236167,2020-05-04,pone.0236167.r001,True
pone.0236168,2020-04-29,pone.0236168.r001,True
pone.0236169,2020-04-23,pone.0236169.r001,True
pone.0236170,2020-06-01,pone.0236170.r001,False
pone.0236178,2020-04-10,pone.0236178.r001,False
pone.0236180,2020-05-12,pone.0236180.r001,True
pone.0236183,2020-04-28,pone.0236183.r001,False
pone.0236186,2020-05-27,pone.0236186.r001,True
pone.0236193,2020-05-13,pone.0236193.r001,False
pone.0236194,2020-05-07,pone.0236194.r001,False
pone.0236196,2020-06-16,pone.0236196.r001,False
pone.0236197,2020-06-09,pone.0236197.r001,False
pone.0236203,2020-08-26,pone.0236203.r001,False
pone.0236208,2020-09-03,pone.0236208.r001,False
pone.0236209,2020-07-31,pone.0236209.r001,False
pone.0236211,2020-08-02,pone.0236211.r001,False
pone.0236216,2020-08-13,pone.0236216.r001,False
pone.0236218,2020-10-16,pone.0236218.r001,False
pone.0236228,2020-07-22,pone.0236228.r001,True
pone.0236230,2020-10-06,pone.0236230.r001,False
pone.0236231,2020-11-02,pone.0236231.r001,False
pone.0236234,2020-08-25,pone.0236234.r001,False
pone.0236237,2020-05-20,pone.0236237.r001,False
pone.0236238,2020-06-15,pone.0236238.r001,True
pone.0236240,2020-05-15,pone.0236240.r001,True
pone.0236242,2020-02-13,pone.0236242.r001,False
pone.0236252,2020-01-17,pone.0236252.r001,False
pone.0236255,2020-07-06,pone.0236255.r001,False
pone.0236256,2020-05-07,pone.0236256.r001,False
pone.0236260,2019-12-10,pone.0236260.r001,False
pone.0236262,2020-03-26,pone.0236262.r001,False
pone.0236265,2020-03-04,pone.0236265.r001,False
pone.0236269,2020-05-08,pone.0236269.r001,False
pone.0236271,2020-03-27,pone.0236271.r001,False
pone.0236273,2020-04-27,pone.0236273.r001,False
pone.0236274,2020-03-24,pone.0236274.r001,False
pone.0236278,2020-05-14,pone.0236278.r001,True
pone.0236281,2020-04-22,pone.0236281.r001,False
pone.0236283,2020-04-21,pone.0236283.r001,False
pone.0236285,2020-06-09,pone.0236285.r001,True
pone.0236286,2020-05-28,pone.0236286.r001,True
pone.0236287,2020-06-01,pone.0236287.r001,False
pone.0236289,2020-04-15,pone.0236289.r001,False
pone.0236291,2020-04-01,pone.0236291.r001,False
pone.0236294,2020-05-07,pone.0236294.r001,False
pone.0236295,2020-05-26,pone.0236295.r001,True
pone.0236297,2020-05-14,pone.0236297.r001,False
pone.0236298,2020-04-28,pone.0236298.r001,False
pone.0236305,2020-08-04,pone.0236305.r001,False
pone.0236307,2020-06-10,pone.0236307.r001,False
pone.0236310,2020-05-28,pone.0236310.r001,False
pone.0236312,2020-06-10,pone.0236312.r001,False
pone.0236327,2019-10-31,pone.0236327.r001,False
pone.0236332,2020-02-04,pone.0236332.r001,False
pone.0236338,2020-06-12,pone.0236338.r001,False
pone.0236339,2020-06-09,pone.0236339.r001,False
pone.0236342,2020-06-23,pone.0236342.r001,False
pone.0236344,2020-03-30,pone.0236344.r001,True
pone.0236345,2020-05-21,pone.0236345.r001,True
pone.0236346,2020-05-27,pone.0236346.r003,False
pone.0236348,2020-06-03,pone.0236348.r001,False
pone.0236355,2020-05-22,pone.0236355.r001,False
pone.0236356,2020-03-10,pone.0236356.r001,False
pone.0236358,2020-05-06,pone.0236358.r001,True
pone.0236361,2020-04-06,pone.0236361.r001,False
pone.0236362,2020-04-22,pone.0236362.r001,False
pone.0236364,2020-05-22,pone.0236364.r001,False
pone.0236365,2020-05-05,pone.0236365.r001,False
pone.0236376,2020-05-07,pone.0236376.r001,False
pone.0236377,2020-05-20,pone.0236377.r001,False
pone.0236384,2020-08-14,pone.0236384.r001,True
pone.0236389,2019-09-18,pone.0236389.r001,False
pone.0236393,2020-04-09,pone.0236393.r001,False
pone.0236394,2020-06-09,pone.0236394.r001,False
pone.0236395,2020-05-28,pone.0236395.r001,False
pone.0236398,2020-04-28,pone.0236398.r001,False
pone.0236404,2020-05-18,pone.0236404.r001,False
pone.0236405,2020-01-13,pone.0236405.r001,False
pone.0236406,2020-03-31,pone.0236406.r001,True
pone.0236407,2020-02-19,pone.0236407.r001,False
pone.0236408,2020-06-10,pone.0236408.r001,False
pone.0236410,2020-03-09,pone.0236410.r001,False
pone.0236412,2020-03-19,pone.0236412.r001,True
pone.0236414,2020-02-27,pone.0236414.r001,True
pone.0236418,2020-03-19,pone.0236418.r001,False
pone.0236419,2020-04-14,pone.0236419.r001,False
pone.0236422,2020-03-18,pone.0236422.r001,False
pone.0236424,2020-03-09,pone.0236424.r001,False
pone.0236431,2020-05-05,pone.0236431.r001,False
pone.0236433,2020-05-01,pone.0236433.r001,False
pone.0236436,2020-04-15,pone.0236436.r001,False
pone.0236437,2020-03-24,pone.0236437.r001,False
pone.0236438,2020-04-29,pone.0236438.r001,False
pone.0236439,2020-04-29,pone.0236439.r001,False
pone.0236443,2020-05-27,pone.0236443.r001,False
pone.0236449,2020-05-29,pone.0236449.r001,False
pone.0236458,2020-10-07,pone.0236458.r001,False
pone.0236460,2020-08-20,pone.0236460.r001,False
pone.0236467,2019-12-03,pone.0236467.r001,False
pone.0236468,2020-03-20,pone.0236468.r001,False
pone.0236477,2020-06-11,pone.0236477.r001,True
pone.0236480,2019-12-10,pone.0236480.r001,False
pone.0236484,2020-06-26,pone.0236484.r001,False
pone.0236486,2020-01-29,pone.0236486.r001,False
pone.0236495,2020-05-08,pone.0236495.r001,False
pone.0236496,2020-03-04,pone.0236496.r001,False
pone.0236500,2020-02-12,pone.0236500.r001,False
pone.0236506,2020-05-22,pone.0236506.r001,False
pone.0236510,2020-03-30,pone.0236510.r001,False
pone.0236512,2020-05-06,pone.0236512.r001,False
pone.0236513,2020-04-16,pone.0236513.r001,False
pone.0236515,2020-05-25,pone.0236515.r001,False
pone.0236520,2020-04-16,pone.0236520.r001,False
pone.0236521,2020-05-01,pone.0236521.r001,False
pone.0236524,2020-06-01,pone.0236524.r001,False
pone.0236526,2020-06-02,pone.0236526.r001,False
pone.0236527,2020-05-07,pone.0236527.r001,False
pone.0236530,2020-05-21,pone.0236530.r001,True
pone.0236533,2020-08-17,pone.0236533.r001,False
pone.0236535,2020-08-07,pone.0236535.r001,True
pone.0236536,2020-09-30,pone.0236536.r001,False
pone.0236538,2020-08-12,pone.0236538.r001,True
pone.0236541,2020-08-06,pone.0236541.r001,False
pone.0236547,2019-12-02,pone.0236547.r001,False
pone.0236548,2020-06-19,pone.0236548.r001,True
pone.0236550,2020-02-14,pone.0236550.r001,False
pone.0236552,2020-06-12,pone.0236552.r001,True
pone.0236555,2020-07-10,pone.0236555.r003,False
pone.0236562,2020-06-16,pone.0236562.r001,True
pone.0236563,2020-06-15,pone.0236563.r001,False
pone.0236564,2020-06-18,pone.0236564.r001,False
pone.0236569,2020-01-15,pone.0236569.r001,False
pone.0236574,2020-04-06,pone.0236574.r001,False
pone.0236576,2020-02-13,pone.0236576.r001,False
pone.0236577,2020-03-26,pone.0236577.r001,False
pone.0236581,2020-04-16,pone.0236581.r001,False
pone.0236582,2020-02-19,pone.0236582.r001,True
pone.0236583,2020-05-01,pone.0236583.r001,False
pone.0236587,2020-04-01,pone.0236587.r001,False
pone.0236590,2020-05-05,pone.0236590.r001,False
pone.0236593,2020-04-20,pone.0236593.r001,False
pone.0236595,2020-04-22,pone.0236595.r001,False
pone.0236596,2020-04-30,pone.0236596.r001,False
pone.0236597,2020-04-29,pone.0236597.r001,False
pone.0236598,2020-05-21,pone.0236598.r001,False
pone.0236600,2020-06-23,pone.0236600.r001,True
pone.0236603,2020-05-29,pone.0236603.r001,False
pone.0236611,2020-07-20,pone.0236611.r001,False
pone.0236618,2020-07-03,pone.0236618.r001,False
pone.0236621,2020-06-05,pone.0236621.r001,True
pone.0236622,2020-04-23,pone.0236622.r001,True
pone.0236630,2019-12-18,pone.0236630.r001,False
pone.0236631,2020-01-08,pone.0236631.r001,False
pone.0236632,2020-03-16,pone.0236632.r001,False
pone.0236635,2020-06-15,pone.0236635.r001,False
pone.0236636,2020-03-04,pone.0236636.r001,False
pone.0236640,2020-04-23,pone.0236640.r001,False
pone.0236642,2020-01-22,pone.0236642.r001,False
pone.0236645,2020-04-03,pone.0236645.r001,False
pone.0236650,2020-05-21,pone.0236650.r003,True
pone.0236651,2020-04-09,pone.0236651.r001,False
pone.0236652,2020-03-24,pone.0236652.r001,False
pone.0236656,2020-04-27,pone.0236656.r001,False
pone.0236657,2020-05-28,pone.0236657.r002,False
pone.0236658,2020-04-14,pone.0236658.r001,False
pone.0236662,2020-06-09,pone.0236662.r001,False
pone.0236667,2020-03-16,pone.0236667.r001,False
pone.0236668,2020-05-18,pone.0236668.r001,False
pone.0236669,2020-04-16,pone.0236669.r001,False
pone.0236670,2020-05-21,pone.0236670.r001,False
pone.0236671,2020-05-19,pone.0236671.r001,False
pone.0236675,2020-05-26,pone.0236675.r001,False
pone.0236677,2020-06-03,pone.0236677.r001,False
pone.0236679,2020-06-24,pone.0236679.r001,False
pone.0236684,2020-09-16,pone.0236684.r001,False
pone.0236691,2020-05-28,pone.0236691.r001,False
pone.0236696,2020-01-23,pone.0236696.r001,False
pone.0236703,2020-04-09,pone.0236703.r001,False
pone.0236704,2020-04-15,pone.0236704.r001,False
pone.0236709,2020-04-07,pone.0236709.r001,False
pone.0236711,2020-06-23,pone.0236711.r001,False
pone.0236715,2020-03-11,pone.0236715.r001,False
pone.0236717,2020-02-26,pone.0236717.r001,False
pone.0236718,2020-04-14,pone.0236718.r001,True
pone.0236720,2020-05-18,pone.0236720.r001,False
pone.0236728,2020-05-05,pone.0236728.r001,False
pone.0236729,2020-04-27,pone.0236729.r002,False
pone.0236730,2020-05-20,pone.0236730.r001,True
pone.0236732,2020-04-14,pone.0236732.r001,False
pone.0236733,2020-04-29,pone.0236733.r001,False
pone.0236738,2020-05-21,pone.0236738.r001,False
pone.0236743,2020-05-13,pone.0236743.r001,False
pone.0236744,2020-04-30,pone.0236744.r001,False
pone.0236745,2020-06-08,pone.0236745.r001,False
pone.0236748,2020-04-13,pone.0236748.r001,False
pone.0236749,2020-04-22,pone.0236749.r001,False
pone.0236751,2020-05-12,pone.0236751.r001,False
pone.0236754,2020-05-11,pone.0236754.r001,True
pone.0236757,2020-06-11,pone.0236757.r001,False
pone.0236759,2020-06-15,pone.0236759.r001,False
pone.0236763,2020-06-23,pone.0236763.r001,False
pone.0236770,2020-08-11,pone.0236770.r001,True
pone.0236771,2020-09-07,pone.0236771.r001,False
pone.0236772,2020-09-18,pone.0236772.r001,False
pone.0236774,2020-09-03,pone.0236774.r001,False
pone.0236777,2020-06-23,pone.0236777.r001,False
pone.0236778,2020-06-01,pone.0236778.r001,False
pone.0236779,2020-07-02,pone.0236779.r001,True
pone.0236782,2019-10-10,pone.0236782.r001,True
pone.0236783,2020-03-10,pone.0236783.r001,False
pone.0236791,2020-01-24,pone.0236791.r001,False
pone.0236796,2020-06-16,pone.0236796.r001,False
pone.0236797,2020-04-06,pone.0236797.r001,False
pone.0236798,2020-02-24,pone.0236798.r001,False
pone.0236799,2020-02-17,pone.0236799.r001,False
pone.0236800,2020-02-04,pone.0236800.r001,False
pone.0236804,2020-06-16,pone.0236804.r001,True
pone.0236806,2020-06-26,pone.0236806.r001,False
pone.0236807,2020-06-18,pone.0236807.r001,False
pone.0236808,2020-06-23,pone.0236808.r001,False
pone.0236812,2020-02-10,pone.0236812.r001,False
pone.0236815,2020-06-24,pone.0236815.r001,False
pone.0236816,2020-04-16,pone.0236816.r001,True
pone.0236817,2020-05-29,pone.0236817.r001,False
pone.0236820,2020-03-09,pone.0236820.r001,False
pone.0236821,2020-05-13,pone.0236821.r001,False
pone.0236825,2020-05-25,pone.0236825.r001,False
pone.0236827,2020-04-22,pone.0236827.r001,False
pone.0236828,2020-04-28,pone.0236828.r001,False
pone.0236829,2020-07-15,pone.0236829.r003,False
pone.0236831,2020-06-23,pone.0236831.r001,True
pone.0236832,2020-06-05,pone.0236832.r001,False
pone.0236834,2020-05-27,pone.0236834.r001,True
pone.0236836,2020-06-05,pone.0236836.r001,False
pone.0236839,2020-06-16,pone.0236839.r001,False
pone.0236841,2020-06-01,pone.0236841.r001,True
pone.0236853,2020-08-10,pone.0236853.r001,False
pone.0236856,2020-05-22,pone.0236856.r001,False
pone.0236857,2020-05-27,pone.0236857.r001,False
pone.0236858,2020-05-22,pone.0236858.r001,False
pone.0236860,2020-06-22,pone.0236860.r001,False
pone.0236868,2020-01-06,pone.0236868.r001,False
pone.0236874,2020-04-01,pone.0236874.r001,False
pone.0236876,2020-05-27,pone.0236876.r001,False
pone.0236878,2020-06-09,pone.0236878.r001,True
pone.0236881,2020-04-03,pone.0236881.r001,False
pone.0236886,2020-04-30,pone.0236886.r001,False
pone.0236888,2020-06-30,pone.0236888.r001,False
pone.0236889,2020-06-17,pone.0236889.r001,False
pone.0236890,2020-05-29,pone.0236890.r001,False
pone.0236892,2020-05-13,pone.0236892.r001,False
pone.0236893,2020-06-17,pone.0236893.r001,False
pone.0236894,2020-05-14,pone.0236894.r001,False
pone.0236904,2020-11-06,pone.0236904.r001,False
pone.0236907,2020-09-23,pone.0236907.r001,False
pone.0236921,2020-06-11,pone.0236921.r001,False
pone.0236925,2020-02-03,pone.0236925.r001,False
pone.0236926,2020-07-07,pone.0236926.r001,True
pone.0236927,2019-12-05,pone.0236927.r001,False
pone.0236932,2020-06-05,pone.0236932.r003,False
pone.0236934,2020-03-17,pone.0236934.r001,False
pone.0236937,2020-03-19,pone.0236937.r001,False
pone.0236939,2020-05-19,pone.0236939.r001,False
pone.0236940,2020-06-25,pone.0236940.r001,False
pone.0236944,2020-04-30,pone.0236944.r001,False
pone.0236945,2020-04-08,pone.0236945.r001,True
pone.0236948,2020-06-17,pone.0236948.r001,True
pone.0236951,2020-06-28,pone.0236951.r001,True
pone.0236952,2020-04-20,pone.0236952.r001,False
pone.0236953,2020-04-22,pone.0236953.r001,False
pone.0236954,2020-04-28,pone.0236954.r001,True
pone.0236955,2020-05-29,pone.0236955.r001,False
pone.0236958,2020-04-29,pone.0236958.r001,False
pone.0236963,2020-04-29,pone.0236963.r001,False
pone.0236965,2020-05-25,pone.0236965.r001,False
pone.0236971,2020-12-31,pone.0236971.r001,False
pone.0236974,2020-11-19,pone.0236974.r001,False
pone.0236982,2020-06-11,pone.0236982.r001,True
pone.0236984,2019-12-03,pone.0236984.r001,False
pone.0236985,2019-10-22,pone.0236985.r001,False
pone.0236987,2020-02-19,pone.0236987.r001,True
pone.0236988,2020-02-06,pone.0236988.r002,False
pone.0236990,2020-02-13,pone.0236990.r001,False
pone.0236992,2020-02-10,pone.0236992.r001,False
pone.0236993,2020-02-11,pone.0236993.r001,False
pone.0236994,2020-04-08,pone.0236994.r001,False
pone.0236995,2020-01-24,pone.0236995.r001,False
pone.0236997,2020-06-15,pone.0236997.r001,True
pone.0237000,2020-05-26,pone.0237000.r001,True
pone.0237001,2020-03-17,pone.0237001.r001,False
pone.0237002,2020-04-06,pone.0237002.r001,False
pone.0237007,2020-04-08,pone.0237007.r001,False
pone.0237008,2020-05-19,pone.0237008.r001,False
pone.0237011,2020-05-26,pone.0237011.r001,False
pone.0237013,2020-05-29,pone.0237013.r001,False
pone.0237014,2020-06-08,pone.0237014.r001,False
pone.0237016,2020-06-08,pone.0237016.r001,False
pone.0237018,2020-06-16,pone.0237018.r001,False
pone.0237022,2020-05-18,pone.0237022.r001,False
pone.0237025,2020-05-01,pone.0237025.r001,True
pone.0237026,2020-07-06,pone.0237026.r001,False
pone.0237027,2020-04-14,pone.0237027.r001,False
pone.0237030,2020-05-13,pone.0237030.r001,False
pone.0237034,2020-06-05,pone.0237034.r001,False
pone.0237038,2020-07-09,pone.0237038.r001,False
pone.0237040,2020-06-12,pone.0237040.r001,False
pone.0237042,2020-06-11,pone.0237042.r001,False
pone.0237045,2020-06-24,pone.0237045.r001,False
pone.0237046,2020-06-16,pone.0237046.r001,False
pone.0237052,2020-09-23,pone.0237052.r001,False
pone.0237055,2020-10-14,pone.0237055.r001,False
pone.0237056,2020-06-22,pone.0237056.r001,False
pone.0237057,2020-05-21,pone.0237057.r001,False
pone.0237062,2019-11-12,pone.0237062.r001,True
pone.0237066,2020-04-21,pone.0237066.r001,True
pone.0237068,2020-04-15,pone.0237068.r001,False
pone.0237071,2019-12-11,pone.0237071.r001,False
pone.0237075,2020-06-12,pone.0237075.r001,False
pone.0237079,2020-03-02,pone.0237079.r001,False
pone.0237081,2020-01-03,pone.0237081.r001,False
pone.0237083,2020-04-01,pone.0237083.r001,False
pone.0237086,2020-02-13,pone.0237086.r001,False
pone.0237087,2020-04-29,pone.0237087.r001,True
pone.0237091,2020-03-24,pone.0237091.r001,False
pone.0237099,2020-05-26,pone.0237099.r001,True
pone.0237104,2020-04-01,pone.0237104.r001,False
pone.0237105,2020-05-27,pone.0237105.r001,False
pone.0237106,2020-03-20,pone.0237106.r001,False
pone.0237108,2020-05-19,pone.0237108.r001,True
pone.0237109,2020-05-14,pone.0237109.r001,False
pone.0237111,2020-04-22,pone.0237111.r001,False
pone.0237112,2020-05-28,pone.0237112.r001,False
pone.0237115,2020-05-15,pone.0237115.r001,False
pone.0237121,2020-09-18,pone.0237121.r001,False
pone.0237122,2020-09-02,pone.0237122.r001,False
pone.0237124,2020-10-26,pone.0237124.r001,False
pone.0237126,2020-06-11,pone.0237126.r001,False
pone.0237127,2020-06-10,pone.0237127.r001,False
pone.0237129,2020-06-19,pone.0237129.r001,False
pone.0237130,2020-07-08,pone.0237130.r001,False
pone.0237135,2020-06-10,pone.0237135.r001,False
pone.0237136,2020-06-12,pone.0237136.r001,False
pone.0237141,2019-12-18,pone.0237141.r001,False
pone.0237144,2020-02-10,pone.0237144.r001,False
pone.0237145,2019-12-12,pone.0237145.r001,False
pone.0237147,2020-01-15,pone.0237147.r001,False
pone.0237148,2020-02-04,pone.0237148.r001,False
pone.0237154,2020-05-05,pone.0237154.r001,True
pone.0237155,2020-06-10,pone.0237155.r001,False
pone.0237156,2020-04-24,pone.0237156.r001,False
pone.0237159,2020-02-07,pone.0237159.r001,False
pone.0237160,2020-06-26,pone.0237160.r001,False
pone.0237161,2020-07-06,pone.0237161.r001,False
pone.0237165,2020-03-13,pone.0237165.r001,False
pone.0237169,2020-05-19,pone.0237169.r002,True
pone.0237170,2020-03-12,pone.0237170.r001,False
pone.0237177,2020-07-06,pone.0237177.r001,False
pone.0237183,2020-05-21,pone.0237183.r001,False
pone.0237185,2020-06-01,pone.0237185.r001,False
pone.0237194,2020-05-19,pone.0237194.r001,True
pone.0237204,2020-09-24,pone.0237204.r001,False
pone.0237212,2020-01-30,pone.0237212.r001,False
pone.0237216,2020-01-14,pone.0237216.r001,False
pone.0237220,2020-05-01,pone.0237220.r001,False
pone.0237224,2020-02-04,pone.0237224.r001,False
pone.0237226,2020-05-27,pone.0237226.r001,False
pone.0237230,2020-07-23,pone.0237230.r001,True
pone.0237231,2020-07-23,pone.0237231.r001,True
pone.0237234,2020-06-10,pone.0237234.r001,False
pone.0237239,2020-06-22,pone.0237239.r001,False
pone.0237240,2020-05-22,pone.0237240.r001,False
pone.0237241,2020-06-05,pone.0237241.r001,False
pone.0237242,2020-03-25,pone.0237242.r001,True
pone.0237245,2020-04-06,pone.0237245.r001,False
pone.0237246,2020-04-27,pone.0237246.r001,False
pone.0237247,2020-04-03,pone.0237247.r001,False
pone.0237248,2020-04-24,pone.0237248.r001,True
pone.0237249,2020-06-02,pone.0237249.r001,False
pone.0237252,2020-04-14,pone.0237252.r001,False
pone.0237254,2020-06-25,pone.0237254.r001,False
pone.0237255,2020-06-05,pone.0237255.r001,True
pone.0237260,2020-06-16,pone.0237260.r001,False
pone.0237261,2020-06-25,pone.0237261.r001,False
pone.0237263,2020-05-05,pone.0237263.r001,False
pone.0237264,2020-04-27,pone.0237264.r001,True
pone.0237269,2020-06-03,pone.0237269.r001,False
pone.0237277,2021-02-08,pone.0237277.r001,False
pone.0237278,2020-09-22,pone.0237278.r001,False
pone.0237279,2020-09-11,pone.0237279.r001,False
pone.0237282,2020-11-20,pone.0237282.r001,False
pone.0237283,2020-08-19,pone.0237283.r001,False
pone.0237286,2020-09-08,pone.0237286.r001,False
pone.0237288,2020-08-25,pone.0237288.r001,False
pone.0237292,2020-08-26,pone.0237292.r001,False
pone.0237294,2020-10-19,pone.0237294.r001,True
pone.0237296,2020-05-29,pone.0237296.r001,False
pone.0237297,2020-07-21,pone.0237297.r003,False
pone.0237298,2020-06-09,pone.0237298.r001,True
pone.0237299,2020-07-16,pone.0237299.r001,False
pone.0237300,2020-06-18,pone.0237300.r001,True
pone.0237302,2020-07-07,pone.0237302.r001,False
pone.0237304,2020-05-15,pone.0237304.r001,False
pone.0237308,2019-10-14,pone.0237308.r001,False
pone.0237309,2019-12-04,pone.0237309.r001,False
pone.0237313,2019-12-10,pone.0237313.r001,False
pone.0237315,2020-03-04,pone.0237315.r001,False
pone.0237318,2020-01-17,pone.0237318.r001,False
pone.0237323,2020-04-16,pone.0237323.r001,False
pone.0237325,2020-01-21,pone.0237325.r001,False
pone.0237328,2020-01-28,pone.0237328.r001,False
pone.0237329,2020-05-11,pone.0237329.r001,False
pone.0237330,2020-03-05,pone.0237330.r001,False
pone.0237333,2020-05-19,pone.0237333.r001,False
pone.0237336,2020-03-17,pone.0237336.r001,False
pone.0237337,2020-04-28,pone.0237337.r001,False
pone.0237340,2020-05-06,pone.0237340.r001,False
pone.0237343,2020-05-04,pone.0237343.r001,False
pone.0237344,2020-05-05,pone.0237344.r001,False
pone.0237347,2020-05-05,pone.0237347.r001,False
pone.0237349,2020-06-01,pone.0237349.r001,False
pone.0237351,2020-05-29,pone.0237351.r001,False
pone.0237355,2020-06-29,pone.0237355.r001,False
pone.0237356,2020-05-25,pone.0237356.r001,False
pone.0237357,2020-07-03,pone.0237357.r001,False
pone.0237358,2020-05-21,pone.0237358.r001,False
pone.0237360,2020-07-16,pone.0237360.r001,False
pone.0237363,2020-06-26,pone.0237363.r001,False
pone.0237366,2020-06-08,pone.0237366.r001,False
pone.0237368,2020-06-24,pone.0237368.r001,False
pone.0237369,2020-07-10,pone.0237369.r001,False
pone.0237371,2020-06-05,pone.0237371.r001,False
pone.0237373,2020-04-28,pone.0237373.r001,False
pone.0237375,2020-03-02,pone.0237375.r001,False
pone.0237376,2020-04-27,pone.0237376.r001,False
pone.0237379,2020-03-23,pone.0237379.r001,False
pone.0237382,2020-04-07,pone.0237382.r001,False
pone.0237389,2020-03-31,pone.0237389.r001,False
pone.0237390,2020-06-11,pone.0237390.r001,False
pone.0237392,2020-03-03,pone.0237392.r001,False
pone.0237395,2020-06-02,pone.0237395.r001,False
pone.0237397,2020-06-25,pone.0237397.r001,False
pone.0237398,2020-04-09,pone.0237398.r001,False
pone.0237402,2020-05-14,pone.0237402.r001,False
pone.0237404,2020-06-03,pone.0237404.r001,False
pone.0237405,2020-06-11,pone.0237405.r001,False
pone.0237406,2020-06-05,pone.0237406.r001,False
pone.0237407,2020-06-18,pone.0237407.r002,False
pone.0237412,2020-08-18,pone.0237412.r001,False
pone.0237418,2020-05-21,pone.0237418.r001,False
pone.0237419,2020-06-02,pone.0237419.r001,False
pone.0237420,2020-06-01,pone.0237420.r002,True
pone.0237429,2020-01-15,pone.0237429.r001,False
pone.0237432,2020-03-13,pone.0237432.r003,False
pone.0237439,2020-06-11,pone.0237439.r001,False
pone.0237441,2020-06-17,pone.0237441.r002,False
pone.0237447,2020-06-24,pone.0237447.r001,False
pone.0237451,2020-04-09,pone.0237451.r001,False
pone.0237456,2020-05-07,pone.0237456.r001,False
pone.0237457,2020-05-26,pone.0237457.r001,False
pone.0237461,2020-06-01,pone.0237461.r001,False
pone.0237464,2020-07-13,pone.0237464.r001,False
pone.0237465,2020-06-01,pone.0237465.r001,False
pone.0237469,2020-05-29,pone.0237469.r001,False
pone.0237472,2020-06-23,pone.0237472.r001,False
pone.0237475,2020-06-17,pone.0237475.r001,False
pone.0237476,2020-06-26,pone.0237476.r001,True
pone.0237477,2020-07-13,pone.0237477.r001,False
pone.0237484,2020-09-10,pone.0237484.r001,False
pone.0237490,2020-06-22,pone.0237490.r001,True
pone.0237493,2019-12-24,pone.0237493.r001,False
pone.0237494,2020-02-13,pone.0237494.r001,False
pone.0237501,2019-12-30,pone.0237501.r001,False
pone.0237503,2020-07-01,pone.0237503.r001,True
pone.0237504,2020-06-12,pone.0237504.r001,True
pone.0237513,2020-01-27,pone.0237513.r001,False
pone.0237515,2020-02-19,pone.0237515.r001,True
pone.0237517,2020-06-09,pone.0237517.r001,False
pone.0237518,2020-05-07,pone.0237518.r001,True
pone.0237519,2020-03-12,pone.0237519.r001,False
pone.0237520,2020-04-08,pone.0237520.r001,False
pone.0237528,2020-05-06,pone.0237528.r001,True
pone.0237533,2020-05-18,pone.0237533.r001,False
pone.0237534,2020-06-17,pone.0237534.r001,False
pone.0237538,2020-06-12,pone.0237538.r001,True
pone.0237539,2020-05-21,pone.0237539.r001,False
pone.0237540,2020-05-21,pone.0237540.r001,False
pone.0237541,2020-05-28,pone.0237541.r001,False
pone.0237542,2020-06-01,pone.0237542.r001,False
pone.0237543,2020-05-27,pone.0237543.r001,False
pone.0237552,2020-09-30,pone.0237552.r001,False
pone.0237554,2020-08-14,pone.0237554.r001,False
pone.0237562,2020-02-05,pone.0237562.r001,False
pone.0237563,2020-01-22,pone.0237563.r001,True
pone.0237565,2020-01-06,pone.0237565.r001,False
pone.0237566,2020-07-30,pone.0237566.r001,True
pone.0237571,2020-01-29,pone.0237571.r001,False
pone.0237575,2020-02-12,pone.0237575.r001,False
pone.0237576,2020-03-04,pone.0237576.r001,False
pone.0237581,2020-07-22,pone.0237581.r001,False
pone.0237582,2020-07-01,pone.0237582.r001,False
pone.0237590,2020-04-27,pone.0237590.r001,False
pone.0237592,2020-04-14,pone.0237592.r001,False
pone.0237593,2020-07-15,pone.0237593.r001,False
pone.0237600,2020-06-22,pone.0237600.r001,False
pone.0237601,2020-05-14,pone.0237601.r001,False
pone.0237602,2020-06-10,pone.0237602.r001,False
pone.0237614,2020-07-22,pone.0237614.r001,False
pone.0237618,2020-06-30,pone.0237618.r001,False
pone.0237621,2020-10-09,pone.0237621.r001,False
pone.0237622,2020-09-15,pone.0237622.r001,False
pone.0237627,2020-05-27,pone.0237627.r001,False
pone.0237629,2020-06-15,pone.0237629.r001,False
pone.0237631,2020-07-16,pone.0237631.r001,False
pone.0237632,2019-10-01,pone.0237632.r001,False
pone.0237633,2019-10-03,pone.0237633.r001,False
pone.0237637,2020-06-12,pone.0237637.r001,False
pone.0237640,2020-04-02,pone.0237640.r001,False
pone.0237644,2020-04-03,pone.0237644.r001,False
pone.0237647,2020-03-31,pone.0237647.r001,True
pone.0237649,2020-05-11,pone.0237649.r001,True
pone.0237650,2020-04-16,pone.0237650.r001,False
pone.0237654,2020-05-13,pone.0237654.r001,True
pone.0237655,2020-04-17,pone.0237655.r001,False
pone.0237656,2020-06-11,pone.0237656.r001,False
pone.0237657,2020-04-29,pone.0237657.r001,False
pone.0237658,2020-05-07,pone.0237658.r002,False
pone.0237659,2020-10-30,pone.0237659.r001,False
pone.0237664,2020-05-19,pone.0237664.r001,False
pone.0237668,2020-05-28,pone.0237668.r001,False
pone.0237671,2020-06-09,pone.0237671.r001,False
pone.0237672,2020-07-13,pone.0237672.r001,False
pone.0237678,2020-07-24,pone.0237678.r001,True
pone.0237685,2020-09-30,pone.0237685.r001,False
