sub_article_id,FirstRound
pone.0230981.r001,True
pone.0226233.r001,True
pone.0230533.r001,True
pone.0234617.r001,True
pone.0231490.r001,True
pone.0238625.r001,True
pone.0229921.r001,True
ppat.1008401.r002,True
pone.0230870.r001,True
pone.0228733.r001,True
pone.0231154.r001,True
pone.0229987.r001,True
pone.0234422.r001,True
pntd.0008164.r001,True
pone.0234489.r001,True
pone.0228346.r002,True
ppat.1008507.r001,True
pone.0232120.r001,True
pone.0230059.r001,True
pone.0225677.r001,True
pone.0233760.r001,True
pone.0233359.r001,True
pone.0225485.r001,True
pone.0230234.r001,True
pone.0231026.r001,True
pbio.3000902.r001,True
pone.0232474.r001,True
pone.0228855.r001,True
pone.0226056.r001,True
pone.0232347.r001,True
pone.0230912.r001,True
pone.0231675.r001,True
pone.0226467.r001,True
pone.0231568.r001,True
pone.0234386.r001,True
pone.0230783.r001,True
pntd.0008239.r001,True
pone.0227393.r001,True
pone.0231863.r001,True
pone.0237216.r001,True
pone.0231037.r001,True
pone.0231332.r001,True
pone.0231558.r002,True
pone.0237429.r001,True
pone.0230392.r001,True
pone.0234718.r001,True
pone.0230741.r001,True
pone.0236569.r001,True
pmed.1003093.r001,True
pmed.1003190.r001,True
pone.0229754.r001,True
pmed.1003368.r001,True
pone.0232977.r001,True
pone.0232953.r001,True
pone.0234104.r001,True
pone.0237147.r001,True
pone.0232187.r001,True
pone.0228859.r001,True
pone.0231588.r001,True
pone.0235819.r001,True
pbio.3001034.r001,True
pmed.1003588.r001,True
pgen.1008831.r001,True
pone.0235049.r001,True
pmed.1003416.r001,True
pone.0231204.r001,True
pmed.1003381.r001,True
pmed.1003110.r001,True
pone.0229001.r001,True
pone.0234910.r001,True
pone.0230111.r001,True
pone.0229569.r001,True
pgen.1008770.r001,True
pone.0229661.r001,True
pgen.1009055.r001,True
pone.0233355.r001,True
pone.0231881.r001,True
pone.0234003.r002,True
pone.0231722.r001,True
pone.0230536.r001,True
pone.0233554.r001,True
pcbi.1008044.r001,True
pone.0224775.r001,True
pone.0236252.r001,True
pone.0241760.r001,True
pone.0230588.r001,True
pone.0233848.r001,True
pone.0237318.r001,True
pone.0229375.r001,True
pone.0232124.r001,True
pone.0220355.r001,True
pone.0230320.r001,True
pone.0232213.r001,True
pone.0230410.r001,True
pbio.3001723.r001,True
ppat.1008220.r001,True
pone.0230393.r001,True
pone.0233881.r001,True
pone.0238687.r001,True
pone.0233050.r001,True
pone.0232695.r001,True
pmed.1003384.r001,True
pone.0231905.r001,True
pone.0233320.r001,True
pone.0231213.r001,True
pone.0225018.r001,True
pone.0227240.r001,True
pone.0230792.r001,True
pmed.1003101.r001,True
pone.0232494.r001,True
pone.0227463.r001,True
pone.0232173.r001,True
pone.0231051.r001,True
pmed.1003183.r001,True
pone.0224053.r001,True
ppat.1008848.r001,True
pone.0233988.r001,True
pone.0233227.r001,True
pone.0229895.r001,True
pcbi.1008018.r001,True
pcbi.1007851.r001,True
pone.0230005.r001,True
pone.0227238.r001,True
pone.0230293.r001,True
pone.0231113.r001,True
pone.0230411.r001,True
pone.0231660.r001,True
pone.0229675.r001,True
pone.0242149.r001,True
pone.0231656.r001,True
pone.0235048.r001,True
pone.0229086.r001,True
pone.0231059.r001,True
pone.0229413.r001,True
pone.0231105.r001,True
pone.0233294.r001,True
pone.0231479.r001,True
pone.0250151.r001,True
pone.0230718.r001,True
pone.0234086.r001,True
pcbi.1007614.r001,True
pmed.1003140.r001,True
pone.0229682.r001,True
pone.0231507.r001,True
pone.0237325.r001,True
pone.0234122.r001,True
ppat.1008671.r001,True
pone.0230488.r001,True
pone.0231501.r001,True
pone.0229456.r001,True
pone.0231977.r001,True
pone.0231218.r001,True
pone.0230976.r001,True
pmed.1003291.r001,True
pone.0232364.r001,True
pmed.1003149.r001,True
pone.0231260.r001,True
pone.0231694.r001,True
pone.0234429.r001,True
pone.0238699.r001,True
pone.0231430.r001,True
pone.0229672.r001,True
pone.0231783.r001,True
pone.0246231.r001,True
pone.0231329.r001,True
pgen.1008561.r001,True
pone.0233552.r001,True
pone.0237780.r001,True
pone.0233708.r001,True
pone.0231399.r001,True
pone.0242854.r001,True
pone.0233282.r001,True
pone.0237563.r001,True
pone.0226453.r001,True
pone.0235335.r001,True
pone.0229087.r001,True
pone.0232217.r001,True
pone.0233541.r001,True
pone.0236642.r001,True
pone.0234379.r001,True
pone.0226312.r001,True
pone.0235354.r001,True
pone.0236014.r001,True
pone.0230145.r001,True
pgen.1008694.r001,True
pone.0231333.r001,True
pone.0231264.r001,True
pone.0237905.r001,True
pone.0232613.r001,True
pone.0232188.r001,True
pone.0234922.r001,True
pone.0231423.r001,True
pbio.3000828.r001,True
pone.0236696.r001,True
pgen.1008796.r001,True
pone.0239650.r001,True
pone.0230180.r001,True
pone.0231661.r002,True
pone.0243532.r001,True
pone.0229070.r001,True
pone.0233399.r001,True
pone.0230687.r001,True
pcbi.1007818.r001,True
pone.0229995.r001,True
pone.0231516.r001,True
pone.0227524.r001,True
pone.0232606.r001,True
pbio.3000883.r001,True
pone.0236791.r001,True
pone.0232552.r001,True
pone.0228806.r001,True
pone.0231073.r001,True
pone.0242844.r001,True
pone.0230980.r001,True
pone.0236995.r001,True
pone.0232036.r001,True
pone.0229085.r001,True
pone.0235209.r001,True
pone.0231485.r001,True
pone.0232003.r001,True
pmed.1003503.r001,True
pcbi.1007973.r001,True
pntd.0008233.r001,True
pgen.1008790.r001,True
pmed.1003089.r001,True
pone.0231041.r001,True
pone.0230450.r001,True
pone.0226661.r001,True
pgen.1008989.r001,True
pone.0231284.r001,True
pone.0226790.r001,True
pone.0230343.r001,True
pone.0232596.r001,True
pone.0233295.r001,True
pone.0231642.r001,True
pone.0232541.r001,True
pone.0232403.r001,True
pone.0232491.r001,True
pone.0237513.r001,True
pone.0232969.r001,True
pone.0231967.r001,True
pone.0226537.r001,True
pone.0232367.r001,True
pone.0230067.r001,True
pone.0231466.r001,True
pone.0230743.r001,True
pone.0229563.r001,True
pone.0233998.r001,True
pone.0234123.r001,True
pcbi.1007909.r001,True
pgen.1009015.r001,True
pone.0231874.r001,True
pone.0232231.r001,True
pone.0227161.r001,True
pone.0231136.r001,True
pone.0230780.r001,True
pone.0251618.r001,True
pone.0232235.r001,True
pone.0245451.r001,True
pntd.0008193.r001,True
pgen.1008668.r002,True
pmed.1003197.r001,True
pone.0231882.r001,True
pone.0231173.r001,True
pone.0232052.r001,True
pone.0229389.r001,True
pcbi.1007867.r001,True
pone.0232575.r001,True
pcbi.1007506.r001,True
pone.0228510.r001,True
pone.0231171.r001,True
pone.0232048.r001,True
pmed.1003132.r001,True
pone.0234737.r001,True
pone.0230602.r001,True
pone.0231288.r001,True
pone.0232115.r001,True
pone.0231570.r001,True
pone.0238500.r001,True
pone.0230073.r001,True
pmed.1003238.r001,True
pone.0238029.r001,True
pone.0237328.r001,True
pone.0232879.r001,True
pone.0235605.r001,True
pone.0231758.r002,True
pone.0232780.r001,True
pone.0227396.r001,True
pone.0234376.r001,True
pmed.1003139.r001,True
pone.0234299.r001,True
pone.0228986.r001,True
pmed.1003138.r001,True
pbio.3000788.r001,True
pone.0228229.r001,True
pone.0244785.r001,True
pone.0237571.r001,True
pone.0231174.r001,True
pone.0228983.r001,True
pone.0232839.r002,True
pone.0233598.r001,True
pcbi.1008021.r001,True
pone.0232009.r001,True
pone.0232658.r001,True
pone.0231837.r001,True
pone.0232757.r001,True
pone.0234907.r001,True
pone.0236486.r001,True
pone.0238700.r001,True
pgen.1008816.r002,True
ppat.1008986.r001,True
pone.0231504.r001,True
pone.0232015.r001,True
pone.0231429.r001,True
pone.0233323.r001,True
pone.0229554.r001,True
pone.0237212.r001,True
pone.0223344.r001,True
pone.0226052.r001,True
pone.0233455.r001,True
pone.0233713.r001,True
pone.0229937.r001,True
pone.0232520.r001,True
pone.0230685.r001,True
pmed.1003322.r001,True
pone.0231582.r001,True
pcbi.1008243.r001,True
pmed.1003486.r001,True
pone.0230931.r001,True
pone.0229254.r001,True
pcbi.1008103.r001,True
pone.0231891.r001,True
pcbi.1008136.r001,True
ppat.1008283.r001,True
pmed.1003866.r001,True
pone.0233510.r001,True
pone.0229687.r001,True
pone.0232095.r001,True
pone.0233458.r001,True
pntd.0008258.r001,True
pbio.3000675.r001,True
pone.0233126.r001,True
pntd.0008293.r001,True
pone.0232056.r001,True
pmed.1003385.r001,True
pone.0244639.r001,True
pone.0233517.r001,True
pmed.1003113.r001,True
pmed.1003737.r001,True
pone.0231674.r001,True
pone.0230872.r001,True
ppat.1008679.r001,True
pgen.1009169.r001,True
pcbi.1007954.r001,True
pntd.0008399.r001,True
pone.0232621.r001,True
pone.0230131.r001,True
pntd.0008204.r001,True
pbio.3000680.r001,True
pone.0227846.r001,True
pone.0231557.r001,True
pbio.3000981.r001,True
pbio.3000841.r001,True
pbio.3000750.r001,True
pone.0231420.r001,True
pmed.1003284.r001,True
pone.0233908.r001,True
pone.0232393.r001,True
pone.0235741.r001,True
pmed.1003180.r001,True
pone.0232717.r001,True
pmed.1003119.r001,True
pbio.3000676.r002,True
pone.0235893.r001,True
pone.0230245.r001,True
pone.0231358.r001,True
pone.0233625.r001,True
pone.0234624.r001,True
pone.0237776.r001,True
pone.0233777.r001,True
pmed.1003498.r001,True
pmed.1003465.r001,True
pone.0236925.r001,True
pone.0231766.r001,True
pone.0235823.r001,True
pbio.3000679.r001,True
pone.0233332.r001,True
pmed.1003296.r001,True
pone.0232292.r001,True
pone.0239651.r001,True
pone.0236332.r001,True
pgen.1008583.r001,True
pone.0231451.r001,True
pone.0231782.r001,True
pone.0227593.r001,True
pone.0237148.r001,True
pone.0233344.r001,True
pbio.3001029.r001,True
pmed.1003152.r001,True
pone.0226858.r001,True
pgen.1008864.r001,True
pone.0235274.r001,True
pone.0231250.r001,True
pone.0231664.r001,True
pone.0232154.r001,True
pone.0261641.r001,True
pone.0233043.r001,True
pone.0239190.r001,True
pone.0231777.r001,True
pmed.1003148.r001,True
pcbi.1008015.r001,True
pone.0232849.r001,True
pone.0226450.r001,True
pone.0237224.r001,True
pone.0232252.r001,True
pone.0231167.r001,True
pbio.3000885.r001,True
pone.0238293.r001,True
pone.0236800.r001,True
pone.0230288.r001,True
pone.0231631.r001,True
pone.0232775.r001,True
pone.0232896.r001,True
pone.0235095.r001,True
pone.0230417.r001,True
pone.0233859.r001,True
pcbi.1007554.r001,True
pone.0231632.r001,True
pone.0233468.r001,True
pone.0230007.r001,True
pbio.3000987.r001,True
pmed.1003115.r001,True
pone.0230631.r001,True
pone.0237562.r001,True
pone.0234431.r001,True
pone.0231744.r001,True
pone.0247973.r001,True
pmed.1003361.r001,True
pone.0231839.r001,True
pone.0230325.r001,True
pone.0233308.r001,True
pntd.0007944.r001,True
pone.0233926.r001,True
pone.0231947.r001,True
pone.0235824.r001,True
pone.0232190.r001,True
pone.0240583.r001,True
pone.0227786.r001,True
pone.0231621.r001,True
pcbi.1007793.r001,True
pone.0231663.r001,True
pone.0231454.r001,True
pntd.0008652.r001,True
pntd.0008295.r001,True
pone.0232635.r001,True
pmed.1003232.r001,True
pone.0231040.r001,True
pmed.1003219.r001,True
pone.0230639.r001,True
pone.0236988.r002,True
pcbi.1007965.r001,True
pone.0231990.r001,True
pone.0232594.r001,True
pone.0230871.r001,True
pone.0235949.r001,True
pgen.1008904.r001,True
pcbi.1007842.r001,True
pntd.0008127.r001,True
pone.0234461.r001,True
pmed.1003147.r001,True
pone.0223346.r001,True
pone.0232496.r001,True
ppat.1008328.r001,True
pone.0230623.r001,True
pone.0235885.r002,True
pbio.3001166.r001,True
pbio.3000951.r001,True
pone.0237159.r001,True
pone.0227163.r001,True
pone.0235148.r001,True
pone.0230449.r001,True
pbio.3000863.r001,True
pmed.1003196.r001,True
pntd.0008276.r001,True
pone.0230030.r001,True
pone.0234066.r001,True
pone.0227591.r001,True
pgen.1008595.r001,True
pmed.1003220.r001,True
pmed.1003229.r001,True
pbio.3000813.r001,True
pone.0231285.r001,True
pone.0232659.r002,True
pone.0232140.r001,True
pone.0231421.r001,True
pmed.1003295.r001,True
pone.0231991.r001,True
ppat.1008408.r002,True
pone.0233984.r001,True
pone.0236099.r001,True
pone.0229737.r001,True
pone.0232712.r001,True
pone.0228760.r001,True
pgen.1008764.r001,True
pgen.1008687.r001,True
pbio.3000840.r001,True
pcbi.1007767.r001,True
pmed.1003273.r001,True
pone.0231655.r001,True
pone.0233677.r001,True
pone.0230286.r001,True
pone.0236812.r001,True
ppat.1008445.r001,True
pone.0237144.r001,True
pone.0233507.r001,True
pone.0230149.r001,True
pone.0243355.r001,True
pone.0233393.r001,True
pone.0243718.r001,True
pone.0234044.r001,True
pone.0232194.r001,True
pone.0233343.r001,True
pntd.0008219.r001,True
pcbi.1008022.r001,True
pone.0232074.r001,True
pone.0231548.r001,True
pone.0233285.r001,True
pone.0233114.r001,True
pmed.1003203.r001,True
pone.0232294.r001,True
pone.0230600.r001,True
pone.0232043.r001,True
pone.0231398.r001,True
pone.0235825.r001,True
pone.0234485.r001,True
pone.0236992.r001,True
pone.0230798.r001,True
pcbi.1008128.r001,True
pone.0232296.r001,True
pone.0231908.r001,True
pone.0234978.r001,True
pone.0234074.r001,True
pcbi.1007805.r001,True
pone.0228302.r001,True
pmed.1003188.r001,True
pone.0232416.r001,True
pone.0235036.r001,True
pone.0231458.r001,True
pone.0235411.r001,True
pone.0235678.r001,True
pmed.1003224.r001,True
pone.0236993.r001,True
pone.0228524.r001,True
pntd.0008274.r001,True
pmed.1003269.r001,True
pone.0229556.r001,True
pone.0234684.r001,True
pone.0232114.r001,True
pone.0235401.r001,True
pone.0233462.r001,True
pmed.1003430.r001,True
pone.0227468.r001,True
pone.0231984.r001,True
pgen.1008610.r001,True
pmed.1003210.r001,True
pone.0235503.r001,True
pgen.1009290.r001,True
pbio.3000687.r001,True
pone.0232427.r001,True
pone.0231178.r001,True
pone.0227842.r001,True
pone.0234121.r001,True
pone.0227726.r001,True
pone.0230845.r001,True
pone.0239728.r001,True
pone.0233790.r001,True
pone.0230380.r001,True
pmed.1003163.r001,True
pone.0230609.r001,True
pbio.3000778.r001,True
pone.0232038.r001,True
pone.0230975.r001,True
pone.0231042.r002,True
pcbi.1007623.r001,True
pgen.1008799.r001,True
pone.0230853.r001,True
pone.0233131.r001,True
pone.0239817.r001,True
pone.0230290.r001,True
pone.0232461.r001,True
pone.0233182.r001,True
pone.0233174.r001,True
pcbi.1007927.r001,True
pone.0228834.r001,True
pone.0234460.r001,True
pone.0234325.r001,True
pone.0229638.r001,True
pone.0237575.r001,True
pone.0234897.r001,True
pone.0236500.r001,True
pcbi.1007972.r001,True
pone.0231380.r001,True
pone.0237086.r001,True
pone.0227172.r001,True
pone.0231717.r001,True
pone.0235965.r001,True
pone.0234138.r001,True
pone.0236242.r001,True
pone.0236026.r001,True
pone.0235896.r001,True
pbio.3000854.r001,True
pmed.1003615.r001,True
pone.0236990.r001,True
pmed.1003288.r001,True
pone.0234434.r001,True
pone.0233841.r001,True
pone.0227530.r001,True
pgen.1008829.r001,True
pone.0233613.r001,True
pone.0224853.r001,True
pone.0232024.r001,True
pone.0230983.r001,True
pone.0233392.r001,True
pone.0234917.r001,True
pone.0233413.r001,True
pone.0236576.r001,True
pone.0226461.r001,True
pone.0233756.r001,True
pone.0233614.r001,True
pone.0226722.r001,True
pone.0237494.r001,True
pone.0226934.r001,True
pone.0232626.r001,True
pmed.1003142.r001,True
pcbi.1008156.r001,True
pone.0239815.r001,True
pone.0231966.r001,True
pone.0229757.r001,True
pone.0236550.r001,True
pone.0231080.r001,True
pone.0230409.r001,True
pone.0244078.r001,True
pcbi.1007934.r001,True
pone.0240291.r001,True
pone.0243130.r001,True
pone.0232797.r001,True
pone.0233801.r001,True
pmed.1003433.r001,True
pcbi.1007935.r001,True
pmed.1003222.r001,True
pone.0232841.r001,True
pone.0236799.r001,True
pone.0234608.r001,True
pone.0232785.r001,True
pone.0233234.r001,True
pmed.1003300.r001,True
pone.0232227.r001,True
pmed.1003318.r001,True
pone.0230897.r001,True
pcbi.1007885.r001,True
pone.0232931.r001,True
pone.0236650.r001,True
pmed.1003234.r001,True
pone.0234727.r001,True
pone.0234323.r001,True
pmed.1003206.r001,True
pone.0227160.r001,True
pone.0232913.r001,True
ppat.1008502.r001,True
pgen.1008801.r001,True
pone.0232795.r001,True
pmed.1003245.r001,True
pone.0235468.r001,True
pmed.1003736.r001,True
pone.0232790.r001,True
pone.0228002.r001,True
pone.0223810.r001,True
pcbi.1007929.r001,True
pone.0234724.r001,True
pmed.1003289.r001,True
pone.0232182.r001,True
pntd.0008413.r001,True
pcbi.1007840.r002,True
pone.0232136.r001,True
pone.0235316.r001,True
pone.0233950.r001,True
pone.0231352.r001,True
pone.0233268.r001,True
pone.0231045.r001,True
ppat.1008618.r001,True
pntd.0008422.r001,True
pone.0233773.r001,True
pone.0228122.r001,True
pone.0233153.r001,True
pone.0244133.r001,True
pone.0233417.r001,True
pone.0231936.r002,True
pbio.3000833.r001,True
pone.0234085.r001,True
pone.0231592.r001,True
pone.0229822.r001,True
pone.0239047.r001,True
pone.0232874.r001,True
pone.0234869.r001,True
pone.0232855.r001,True
pone.0232039.r001,True
pgen.1008797.r001,True
pone.0231428.r001,True
pone.0233544.r001,True
pone.0233049.r001,True
pone.0231796.r001,True
pone.0232144.r001,True
pcbi.1007829.r001,True
pone.0232694.r001,True
pone.0231795.r001,True
pone.0234191.r001,True
pone.0232699.r001,True
pone.0231072.r001,True
pone.0234704.r001,True
pone.0241482.r001,True
pntd.0008324.r001,True
pone.0236407.r001,True
pone.0232964.r001,True
pcbi.1008228.r001,True
pone.0235817.r001,True
pone.0231710.r001,True
pone.0232012.r001,True
pone.0237515.r001,True
pone.0232291.r001,True
pone.0235205.r001,True
pone.0233432.r001,True
pone.0236987.r001,True
pone.0228764.r001,True
pgen.1009349.r001,True
pone.0227462.r001,True
pone.0233027.r001,True
pone.0232404.r001,True
pone.0234993.r001,True
ppat.1008346.r001,True
pone.0233239.r001,True
pone.0233997.r001,True
pone.0236582.r001,True
pone.0232857.r001,True
pone.0248831.r001,True
pone.0232225.r001,True
pone.0232164.r001,True
pone.0235143.r001,True
pone.0232570.r001,True
pmed.1003221.r001,True
pone.0235210.r001,True
pone.0233512.r001,True
pone.0232377.r001,True
pone.0231793.r001,True
pone.0240230.r002,True
pone.0231840.r001,True
pmed.1003822.r001,True
pone.0235666.r001,True
pone.0232549.r001,True
pone.0230405.r001,True
pone.0231403.r001,True
pone.0234633.r001,True
pone.0232459.r001,True
pone.0231028.r001,True
pone.0235542.r001,True
pone.0231345.r001,True
pbio.3000814.r001,True
pone.0241128.r001,True
pone.0230336.r001,True
pone.0232475.r001,True
pone.0239307.r001,True
pone.0233524.r001,True
pcbi.1007997.r001,True
pbio.3000764.r001,True
pone.0227469.r001,True
pone.0232582.r001,True
pone.0231415.r001,True
pone.0232042.r001,True
pmed.1003370.r001,True
pone.0234109.r001,True
pone.0232214.r002,True
ppat.1008803.r001,True
pgen.1008771.r001,True
pgen.1008792.r001,True
pgen.1008823.r001,True
pntd.0008380.r001,True
pgen.1008941.r001,True
pgen.1009041.r001,True
ppat.1008703.r001,True
ppat.1008326.r001,True
pgen.1008810.r001,True
pone.0226861.r001,True
pone.0232121.r001,True
pone.0237702.r001,True
pone.0239731.r001,True
pbio.3000699.r001,True
pone.0233102.r001,True
pmed.1003207.r001,True
pone.0231673.r001,True
pmed.1003305.r001,True
pone.0232693.r001,True
pone.0236100.r001,True
pone.0231406.r001,True
pone.0233749.r001,True
pone.0233917.r001,True
pcbi.1007611.r001,True
pcbi.1007983.r001,True
pone.0231831.r001,True
pntd.0008326.r001,True
pone.0235211.r001,True
pone.0235696.r001,True
pone.0232684.r001,True
pmed.1003136.r001,True
pone.0232428.r001,True
ppat.1008774.r001,True
pone.0236798.r001,True
pone.0231464.r001,True
pntd.0008339.r001,True
pone.0233040.r001,True
pone.0233013.r001,True
pmed.1003215.r001,True
pone.0233457.r001,True
pone.0231654.r001,True
pone.0232947.r001,True
pone.0233125.r001,True
pone.0232044.r001,True
pone.0234905.r001,True
pone.0238635.r001,True
pmed.1003783.r001,True
pone.0233735.r001,True
pmed.1003146.r001,True
pone.0237435.r001,True
pone.0234144.r001,True
pone.0238454.r001,True
pone.0235763.r001,True
pone.0233644.r001,True
pone.0232457.r001,True
pone.0231665.r001,True
pone.0233416.r001,True
pbio.3000728.r001,True
pcbi.1007573.r001,True
pcbi.1007661.r001,True
pcbi.1008000.r001,True
pone.0237781.r001,True
pone.0230804.r001,True
pone.0234345.r001,True
pone.0235068.r001,True
pone.0234142.r001,True
ppat.1008484.r001,True
pcbi.1008629.r001,True
pone.0233130.r001,True
pone.0230898.r001,True
pone.0232910.r001,True
pone.0228121.r001,True
pone.0233909.r001,True
pone.0233345.r002,True
pone.0234428.r002,True
pone.0231618.r001,True
pone.0234909.r001,True
pone.0233529.r001,True
pone.0233618.r001,True
pone.0234536.r001,True
pone.0233659.r001,True
pone.0241551.r001,True
pone.0232127.r001,True
ppat.1008600.r001,True
pone.0232047.r001,True
pone.0233990.r001,True
pone.0261150.r001,True
pone.0238979.r001,True
pcbi.1008125.r001,True
pgen.1008835.r001,True
pbio.3000724.r001,True
pone.0232685.r001,True
pbio.3000925.r001,True
pone.0229060.r001,True
pone.0236717.r001,True
pone.0231397.r001,True
pone.0232467.r001,True
pone.0235400.r001,True
pone.0231449.r001,True
pbio.3000703.r001,True
pone.0233136.r001,True
pone.0229315.r001,True
pgen.1008720.r001,True
pone.0230230.r001,True
pone.0230801.r001,True
pntd.0009158.r001,True
pone.0233759.r001,True
pone.0233559.r001,True
pone.0227084.r001,True
pone.0244371.r001,True
pone.0235437.r001,True
pone.0232979.r001,True
pcbi.1008017.r001,True
pone.0233886.r001,True
pone.0232908.r001,True
pone.0236414.r001,True
pone.0231343.r001,True
pntd.0009316.r001,True
pcbi.1007578.r001,True
pone.0233137.r001,True
pone.0232230.r001,True
pone.0238692.r001,True
pone.0231353.r001,True
pone.0226532.r001,True
pone.0234324.r001,True
pbio.3000717.r002,True
pone.0233718.r001,True
pcbi.1007970.r001,True
pone.0238781.r001,True
ppat.1008844.r001,True
pone.0235835.r001,True
pone.0233230.r001,True
pone.0233311.r001,True
pcbi.1007870.r001,True
pone.0229058.r001,True
pbio.3000783.r001,True
pmed.1003193.r001,True
pone.0234741.r001,True
pcbi.1008099.r001,True
pbio.3000900.r001,True
pcbi.1007990.r001,True
pmed.1003256.r001,True
ppat.1008561.r001,True
pmed.1003351.r001,True
pcbi.1008117.r001,True
pmed.1003422.r001,True
pone.0233096.r001,True
pone.0235225.r001,True
pbio.3000862.r001,True
pone.0231018.r001,True
pone.0231636.r001,True
pone.0233349.r001,True
pbio.3000937.r002,True
pone.0237375.r001,True
pone.0232828.r001,True
pntd.0008032.r001,True
pone.0230771.r001,True
pone.0227523.r002,True
pbio.3000818.r001,True
pone.0234603.r001,True
pone.0236346.r001,True
pone.0232799.r001,True
pone.0232370.r001,True
pone.0237079.r001,True
ppat.1008591.r001,True
pcbi.1007947.r001,True
pone.0233673.r001,True
pone.0231129.r001,True
pone.0231833.r001,True
pone.0234256.r001,True
pone.0230934.r001,True
pone.0234866.r001,True
pone.0231622.r001,True
pone.0233649.r001,True
pone.0229702.r001,True
pone.0235410.r001,True
pone.0233863.r001,True
pone.0234135.r001,True
pone.0232783.r001,True
pone.0234178.r001,True
pone.0232355.r001,True
pone.0233188.r001,True
pntd.0008386.r001,True
pone.0240507.r001,True
pone.0233684.r001,True
pone.0237392.r001,True
pone.0242060.r001,True
pone.0232700.r001,True
pone.0233118.r001,True
pone.0231447.r001,True
pone.0232191.r001,True
pone.0232204.r001,True
pone.0231791.r001,True
pone.0234082.r001,True
pone.0229630.r001,True
pone.0240163.r001,True
pcbi.1007693.r001,True
pone.0250442.r001,True
pone.0223632.r001,True
pone.0240718.r001,True
pone.0235538.r001,True
pone.0236496.r001,True
ppat.1008810.r001,True
pcbi.1008301.r001,True
pbio.3000708.r001,True
pone.0232157.r001,True
pone.0233641.r001,True
pone.0229633.r001,True
pone.0236636.r001,True
pmed.1003454.r001,True
pgen.1009018.r001,True
pone.0243273.r001,True
pone.0233104.r001,True
pone.0228693.r001,True
pone.0231883.r001,True
pone.0236265.r001,True
pone.0238226.r001,True
pone.0237315.r001,True
pone.0245952.r001,True
pone.0235488.r001,True
pone.0228512.r002,True
pone.0233381.r001,True
pone.0235907.r001,True
pone.0231812.r001,True
pone.0237576.r001,True
pcbi.1008160.r001,True
pcbi.1008149.r001,True
pone.0234703.r001,True
pone.0231193.r001,True
pone.0240677.r001,True
pone.0231765.r001,True
ppat.1008648.r001,True
pone.0236097.r001,True
pone.0235263.r001,True
pone.0230948.r001,True
pbio.3000762.r001,True
pbio.3001060.r001,True
pone.0233105.r001,True
pone.0234007.r001,True
pntd.0008617.r001,True
pone.0231867.r001,True
pone.0231841.r001,True
pone.0232258.r001,True
pone.0229367.r001,True
pone.0235533.r001,True
pone.0232853.r001,True
ppat.1008605.r001,True
pone.0237330.r001,True
pone.0228511.r001,True
pone.0242063.r001,True
pone.0231098.r001,True
pntd.0008277.r001,True
pone.0232041.r001,True
pone.0241194.r001,True
pone.0233181.r001,True
pone.0232424.r001,True
pone.0232020.r001,True
pone.0239032.r001,True
pone.0234743.r001,True
pone.0234494.r001,True
pone.0230401.r001,True
pone.0232555.r001,True
pone.0233526.r001,True
pone.0234262.r001,True
pone.0232971.r001,True
pone.0241899.r001,True
pone.0232756.r001,True
pone.0233730.r001,True
pone.0235776.r001,True
pone.0232637.r001,True
pmed.1003255.r001,True
pone.0240412.r001,True
pone.0235153.r001,True
pone.0233710.r001,True
pone.0235356.r001,True
pone.0235223.r001,True
pone.0234073.r002,True
pbio.3000709.r001,True
pcbi.1008373.r001,True
pmed.1003369.r001,True
pbio.3000710.r001,True
pone.0240521.r001,True
pmed.1003286.r001,True
pone.0234735.r001,True
pone.0235551.r001,True
pone.0236410.r001,True
pone.0235063.r001,True
pone.0239580.r001,True
pone.0235756.r001,True
pcbi.1007719.r001,True
pone.0234236.r001,True
pone.0235336.r001,True
pgen.1008627.r001,True
pone.0233379.r001,True
pone.0239527.r001,True
pone.0235478.r001,True
pmed.1003443.r001,True
pone.0236424.r001,True
pone.0243714.r001,True
pbio.3000850.r001,True
pone.0235601.r001,True
pone.0239176.r001,True
pbio.3001041.r001,True
pone.0236820.r001,True
pone.0228365.r001,True
pbio.3000851.r002,True
pcbi.1007877.r001,True
pone.0234708.r001,True
pgen.1009245.r001,True
pone.0235267.r001,True
pone.0232975.r001,True
pone.0239266.r001,True
pone.0231270.r002,True
pone.0234911.r001,True
ppat.1008611.r001,True
pmed.1003253.r001,True
pone.0235261.r001,True
pone.0236783.r001,True
pone.0233748.r001,True
pone.0233119.r001,True
pone.0233619.r001,True
pone.0238375.r001,True
pone.0239929.r001,True
pone.0233893.r001,True
pone.0233232.r001,True
pone.0228515.r001,True
pcbi.1008473.r001,True
pntd.0008493.r001,True
ppat.1008754.r001,True
pone.0239067.r001,True
pgen.1008906.r001,True
pone.0236356.r001,True
pntd.0008445.r001,True
pone.0233179.r001,True
pbio.3000715.r001,True
pone.0235070.r001,True
pone.0233530.r001,True
pone.0235777.r001,True
pone.0222747.r001,True
pone.0232376.r001,True
pone.0232492.r001,True
pone.0229967.r001,True
pone.0234902.r001,True
pmed.1003354.r001,True
pone.0241503.r001,True
pone.0238806.r001,True
pmed.1003427.r001,True
pone.0243898.r001,True
pone.0234466.r001,True
pone.0232716.r001,True
pmed.1003135.r001,True
pone.0232714.r001,True
pmed.1003262.r001,True
pone.0233395.r001,True
pone.0235215.r001,True
pone.0232550.r001,True
