pmid,pmc,File,doi,publisher-id,pii,sici,manuscript,other,coden
15800215,PMC1072803,PMC001xxxxxx/PMC1072803.xml,10.1093/nar/gki332,,,,,,
15800204,PMC1072804,PMC001xxxxxx/PMC1072804.xml,10.1093/nar/gni050,,,,,,
15800205,PMC1072805,PMC001xxxxxx/PMC1072805.xml,10.1093/nar/gni052,,,,,,
15800206,PMC1072806,PMC001xxxxxx/PMC1072806.xml,10.1093/nar/gni053,,,,,,
15800207,PMC1072807,PMC001xxxxxx/PMC1072807.xml,10.1093/nar/gni054,,,,,,
15800208,PMC1072808,PMC001xxxxxx/PMC1072808.xml,10.1093/nar/gni056,,,,,,
15800209,PMC1072809,PMC001xxxxxx/PMC1072809.xml,10.1093/nar/gni058,,,,,,
15800210,PMC1072810,PMC001xxxxxx/PMC1072810.xml,10.1093/nar/gni059,,,,,,
15802627,PMC1074182,PMC001xxxxxx/PMC1074182.xml,10.1093/nar/gni060,,,,,,
15805122,PMC1074308,PMC001xxxxxx/PMC1074308.xml,10.1093/nar/gki327,,,,,,
15805123,PMC1074309,PMC001xxxxxx/PMC1074309.xml,10.1093/nar/gki337,,,,,,
15805120,PMC1074310,PMC001xxxxxx/PMC1074310.xml,10.1093/nar/gni057,,,,,,
15805121,PMC1074311,PMC001xxxxxx/PMC1074311.xml,10.1093/nar/gni061,,,,,,
15809226,PMC1074395,PMC001xxxxxx/PMC1074395.xml,10.1093/nar/gki302,,,,,,
15809229,PMC1074396,PMC001xxxxxx/PMC1074396.xml,10.1093/nar/gki328,,,,,,
15809228,PMC1074397,PMC001xxxxxx/PMC1074397.xml,10.1093/nar/gki339,,,,,,
15809227,PMC1074398,PMC001xxxxxx/PMC1074398.xml,10.1093/nar/gki343,,,,,,
15809225,PMC1074399,PMC001xxxxxx/PMC1074399.xml,10.1093/nar/gni062,,,,,,
15912185,PMC1074505,PMC001xxxxxx/PMC1074505.xml,,ijmsv01p0001,,,,,
15912186,PMC1074506,PMC001xxxxxx/PMC1074506.xml,,ijmsv01p0011,,,,,
15912187,PMC1074507,PMC001xxxxxx/PMC1074507.xml,,ijmsv01p0021,,,,,
15912188,PMC1074508,PMC001xxxxxx/PMC1074508.xml,,ijmsv01p0034,,,,,
15912189,PMC1074509,PMC001xxxxxx/PMC1074509.xml,,ijmsv01p0043,,,,,
15912190,PMC1074510,PMC001xxxxxx/PMC1074510.xml,,ijmsv01p0050,,,,,
15912191,PMC1074707,PMC001xxxxxx/PMC1074707.xml,,ijmsv01p0126,,,,,
15912192,PMC1074708,PMC001xxxxxx/PMC1074708.xml,,ijmsv01p0137,,,,,
15912193,PMC1074709,PMC001xxxxxx/PMC1074709.xml,,ijmsv01p0146,,,,,
15912194,PMC1074710,PMC001xxxxxx/PMC1074710.xml,,ijmsv01p0152,,,,,
15912195,PMC1074711,PMC001xxxxxx/PMC1074711.xml,,ijmsv01p0165,,,,,
15912196,PMC1074712,PMC001xxxxxx/PMC1074712.xml,,ijmsv01p0170,,,,,
15912197,PMC1074713,PMC001xxxxxx/PMC1074713.xml,,ijmsv01p0181,,,,,
15912198,PMC1074714,PMC001xxxxxx/PMC1074714.xml,,ijmsv01p0193,,,,,
15912199,PMC1074715,PMC001xxxxxx/PMC1074715.xml,,ijmsv01p0063,,,,,
15912200,PMC1074716,PMC001xxxxxx/PMC1074716.xml,,ijmsv01p0076,,,,,
15912201,PMC1074717,PMC001xxxxxx/PMC1074717.xml,,ijmsv01p0092,,,,,
15912202,PMC1074718,PMC001xxxxxx/PMC1074718.xml,,ijmsv01p0101,,,,,
15912203,PMC1074719,PMC001xxxxxx/PMC1074719.xml,,ijmsv01p0116,,,,,
15814811,PMC1074720,PMC001xxxxxx/PMC1074720.xml,10.1093/nar/gki333,,,,,,
15814812,PMC1074721,PMC001xxxxxx/PMC1074721.xml,10.1093/nar/gki334,,,,,,
15814813,PMC1074722,PMC001xxxxxx/PMC1074722.xml,10.1093/nar/gki335,,,,,,
15814814,PMC1074723,PMC001xxxxxx/PMC1074723.xml,10.1093/nar/gki346,,,,,,
15814816,PMC1074724,PMC001xxxxxx/PMC1074724.xml,10.1093/nar/gki347,,,,,,
15814815,PMC1074725,PMC001xxxxxx/PMC1074725.xml,10.1093/nar/gki348,,,,,,
15814817,PMC1074726,PMC001xxxxxx/PMC1074726.xml,10.1093/nar/gki501,,,,,,
15817569,PMC1074743,PMC001xxxxxx/PMC1074743.xml,10.1093/nar/gki323,,,,,,
,PMC1074744,PMC001xxxxxx/PMC1074744.xml,10.1093/nar/gki340,,,,,,
15817568,PMC1074745,PMC001xxxxxx/PMC1074745.xml,10.1093/nar/gki341,,,,,,
15817565,PMC1074746,PMC001xxxxxx/PMC1074746.xml,10.1093/nar/gki344,,,,,,
15817567,PMC1074747,PMC001xxxxxx/PMC1074747.xml,10.1093/nar/gki504,,,,,,
15817563,PMC1074748,PMC001xxxxxx/PMC1074748.xml,10.1093/nar/gni063,,,,,,
15817564,PMC1074749,PMC001xxxxxx/PMC1074749.xml,10.1093/nar/gni064,,,,,,
15817566,PMC1074753,PMC001xxxxxx/PMC1074753.xml,10.1093/nar/gki345,,,,,,
15824059,PMC1075921,PMC001xxxxxx/PMC1075921.xml,10.1093/nar/gki336,,,,,,
15824060,PMC1075922,PMC001xxxxxx/PMC1075922.xml,10.1093/nar/gki338,,,,,,
15824061,PMC1075923,PMC001xxxxxx/PMC1075923.xml,10.1093/nar/gki342,,,,,,
15824062,PMC1075924,PMC001xxxxxx/PMC1075924.xml,10.1093/nar/gki512,,,,,,
15824063,PMC1075925,PMC001xxxxxx/PMC1075925.xml,10.1093/nar/gki516,,,,,,
15824058,PMC1075926,PMC001xxxxxx/PMC1075926.xml,10.1093/nar/gni066,,,,,,
15831786,PMC1079965,PMC001xxxxxx/PMC1079965.xml,10.1093/nar/gki349,,,,,,
15831787,PMC1079966,PMC001xxxxxx/PMC1079966.xml,10.1093/nar/gki505,,,,,,
15831794,PMC1079967,PMC001xxxxxx/PMC1079967.xml,10.1093/nar/gki508,,,,,,
15831788,PMC1079968,PMC001xxxxxx/PMC1079968.xml,10.1093/nar/gki509,,,,,,
15831789,PMC1079969,PMC001xxxxxx/PMC1079969.xml,10.1093/nar/gki510,,,,,,
15831790,PMC1079970,PMC001xxxxxx/PMC1079970.xml,10.1093/nar/gki511,,,,,,
15831791,PMC1079971,PMC001xxxxxx/PMC1079971.xml,10.1093/nar/gki513,,,,,,
15831792,PMC1079972,PMC001xxxxxx/PMC1079972.xml,10.1093/nar/gki514,,,,,,
15831793,PMC1079973,PMC001xxxxxx/PMC1079973.xml,10.1093/nar/gki518,,,,,,
15831785,PMC1079974,PMC001xxxxxx/PMC1079974.xml,10.1093/nar/gni065,,,,,,
4595530,PMC1081412,PMC001xxxxxx/PMC1081412.xml,,,,,,,
4595529,PMC1081413,PMC001xxxxxx/PMC1081413.xml,,,,,,,
,PMC1081414,PMC001xxxxxx/PMC1081414.xml,,,,,,,
4595531,PMC1081415,PMC001xxxxxx/PMC1081415.xml,,,,,,,
4595532,PMC1081416,PMC001xxxxxx/PMC1081416.xml,,,,,,,
4595533,PMC1081417,PMC001xxxxxx/PMC1081417.xml,,,,,,,
4595534,PMC1081418,PMC001xxxxxx/PMC1081418.xml,,,,,,,
,PMC1081419,PMC001xxxxxx/PMC1081419.xml,,,,,,,
4595535,PMC1081420,PMC001xxxxxx/PMC1081420.xml,,,,,,,
4595536,PMC1081421,PMC001xxxxxx/PMC1081421.xml,,,,,,,
4595537,PMC1081422,PMC001xxxxxx/PMC1081422.xml,,,,,,,
4595538,PMC1081423,PMC001xxxxxx/PMC1081423.xml,,,,,,,
4595539,PMC1081424,PMC001xxxxxx/PMC1081424.xml,,,,,,,
4595540,PMC1081425,PMC001xxxxxx/PMC1081425.xml,,,,,,,
,PMC1081426,PMC001xxxxxx/PMC1081426.xml,,,,,,,
,PMC1081427,PMC001xxxxxx/PMC1081427.xml,,,,,,,
,PMC1081428,PMC001xxxxxx/PMC1081428.xml,,,,,,,
,PMC1081429,PMC001xxxxxx/PMC1081429.xml,,,,,,,
,PMC1081430,PMC001xxxxxx/PMC1081430.xml,,,,,,,
,PMC1081431,PMC001xxxxxx/PMC1081431.xml,,,,,,,
,PMC1081432,PMC001xxxxxx/PMC1081432.xml,,,,,,,
,PMC1081433,PMC001xxxxxx/PMC1081433.xml,,,,,,,
,PMC1081434,PMC001xxxxxx/PMC1081434.xml,,,,,,,
4578408,PMC1081439,PMC001xxxxxx/PMC1081439.xml,,,,,,,
4578409,PMC1081440,PMC001xxxxxx/PMC1081440.xml,,,,,,,
,PMC1081441,PMC001xxxxxx/PMC1081441.xml,,,,,,,
4578410,PMC1081442,PMC001xxxxxx/PMC1081442.xml,,,,,,,
,PMC1081443,PMC001xxxxxx/PMC1081443.xml,,,,,,,
16562274,PMC1081444,PMC001xxxxxx/PMC1081444.xml,,,,,,,
4578411,PMC1081445,PMC001xxxxxx/PMC1081445.xml,,,,,,,
4578412,PMC1081446,PMC001xxxxxx/PMC1081446.xml,,,,,,,
4578413,PMC1081447,PMC001xxxxxx/PMC1081447.xml,,,,,,,
4578414,PMC1081448,PMC001xxxxxx/PMC1081448.xml,,,,,,,
4578415,PMC1081449,PMC001xxxxxx/PMC1081449.xml,,,,,,,
4578416,PMC1081450,PMC001xxxxxx/PMC1081450.xml,,,,,,,
4578417,PMC1081451,PMC001xxxxxx/PMC1081451.xml,,,,,,,
4578418,PMC1081452,PMC001xxxxxx/PMC1081452.xml,,,,,,,
,PMC1081453,PMC001xxxxxx/PMC1081453.xml,,,,,,,
,PMC1081454,PMC001xxxxxx/PMC1081454.xml,,,,,,,
,PMC1081455,PMC001xxxxxx/PMC1081455.xml,,,,,,,
,PMC1081456,PMC001xxxxxx/PMC1081456.xml,,,,,,,
,PMC1081457,PMC001xxxxxx/PMC1081457.xml,,,,,,,
,PMC1081458,PMC001xxxxxx/PMC1081458.xml,,,,,,,
,PMC1081459,PMC001xxxxxx/PMC1081459.xml,,,,,,,
,PMC1081460,PMC001xxxxxx/PMC1081460.xml,,,,,,,
,PMC1081461,PMC001xxxxxx/PMC1081461.xml,,,,,,,
,PMC1081462,PMC001xxxxxx/PMC1081462.xml,,,,,,,
,PMC1081463,PMC001xxxxxx/PMC1081463.xml,,,,,,,
,PMC1081464,PMC001xxxxxx/PMC1081464.xml,,,,,,,
,PMC1081465,PMC001xxxxxx/PMC1081465.xml,,,,,,,
4595541,PMC1081470,PMC001xxxxxx/PMC1081470.xml,,,,,,,
4595542,PMC1081471,PMC001xxxxxx/PMC1081471.xml,,,,,,,
4595543,PMC1081472,PMC001xxxxxx/PMC1081472.xml,,,,,,,
4595544,PMC1081473,PMC001xxxxxx/PMC1081473.xml,,,,,,,
4595545,PMC1081474,PMC001xxxxxx/PMC1081474.xml,,,,,,,
4595546,PMC1081475,PMC001xxxxxx/PMC1081475.xml,,,,,,,
4595547,PMC1081476,PMC001xxxxxx/PMC1081476.xml,,,,,,,
,PMC1081477,PMC001xxxxxx/PMC1081477.xml,,,,,,,
4601167,PMC1081478,PMC001xxxxxx/PMC1081478.xml,,,,,,,
4595548,PMC1081479,PMC001xxxxxx/PMC1081479.xml,,,,,,,
,PMC1081480,PMC001xxxxxx/PMC1081480.xml,,,,,,,
,PMC1081481,PMC001xxxxxx/PMC1081481.xml,,,,,,,
,PMC1081482,PMC001xxxxxx/PMC1081482.xml,,,,,,,
,PMC1081483,PMC001xxxxxx/PMC1081483.xml,,,,,,,
,PMC1081484,PMC001xxxxxx/PMC1081484.xml,,,,,,,
,PMC1081485,PMC001xxxxxx/PMC1081485.xml,,,,,,,
,PMC1081486,PMC001xxxxxx/PMC1081486.xml,,,,,,,
,PMC1081487,PMC001xxxxxx/PMC1081487.xml,,,,,,,
,PMC1081488,PMC001xxxxxx/PMC1081488.xml,,,,,,,
,PMC1081489,PMC001xxxxxx/PMC1081489.xml,,,,,,,
,PMC1081490,PMC001xxxxxx/PMC1081490.xml,,,,,,,
4607044,PMC1081495,PMC001xxxxxx/PMC1081495.xml,,,,,,,
4607210,PMC1081496,PMC001xxxxxx/PMC1081496.xml,,,,,,,
4606485,PMC1081497,PMC001xxxxxx/PMC1081497.xml,,,,,,,
4607275,PMC1081498,PMC001xxxxxx/PMC1081498.xml,,,,,,,
,PMC1081499,PMC001xxxxxx/PMC1081499.xml,,,,,,,
4606255,PMC1081500,PMC001xxxxxx/PMC1081500.xml,,,,,,,
4607189,PMC1081501,PMC001xxxxxx/PMC1081501.xml,,,,,,,
4606720,PMC1081502,PMC001xxxxxx/PMC1081502.xml,,,,,,,
4606129,PMC1081503,PMC001xxxxxx/PMC1081503.xml,,,,,,,
4606446,PMC1081504,PMC001xxxxxx/PMC1081504.xml,,,,,,,
4607081,PMC1081505,PMC001xxxxxx/PMC1081505.xml,,,,,,,
4606880,PMC1081506,PMC001xxxxxx/PMC1081506.xml,,,,,,,
4607206,PMC1081507,PMC001xxxxxx/PMC1081507.xml,,,,,,,
4606616,PMC1081508,PMC001xxxxxx/PMC1081508.xml,,,,,,,
16562275,PMC1081509,PMC001xxxxxx/PMC1081509.xml,,,,,,,
16562276,PMC1081510,PMC001xxxxxx/PMC1081510.xml,,,,,,,
,PMC1081511,PMC001xxxxxx/PMC1081511.xml,,,,,,,
,PMC1081512,PMC001xxxxxx/PMC1081512.xml,,,,,,,
,PMC1081513,PMC001xxxxxx/PMC1081513.xml,,,,,,,
,PMC1081514,PMC001xxxxxx/PMC1081514.xml,,,,,,,
4618581,PMC1081519,PMC001xxxxxx/PMC1081519.xml,,,,,,,
4618587,PMC1081520,PMC001xxxxxx/PMC1081520.xml,,,,,,,
4618582,PMC1081521,PMC001xxxxxx/PMC1081521.xml,,,,,,,
4618583,PMC1081522,PMC001xxxxxx/PMC1081522.xml,,,,,,,
4618584,PMC1081523,PMC001xxxxxx/PMC1081523.xml,,,,,,,
4618585,PMC1081524,PMC001xxxxxx/PMC1081524.xml,,,,,,,
4618586,PMC1081525,PMC001xxxxxx/PMC1081525.xml,,,,,,,
4618588,PMC1081526,PMC001xxxxxx/PMC1081526.xml,,,,,,,
,PMC1081527,PMC001xxxxxx/PMC1081527.xml,,,,,,,
,PMC1081528,PMC001xxxxxx/PMC1081528.xml,,,,,,,
,PMC1081529,PMC001xxxxxx/PMC1081529.xml,,,,,,,
,PMC1081530,PMC001xxxxxx/PMC1081530.xml,,,,,,,
,PMC1081531,PMC001xxxxxx/PMC1081531.xml,,,,,,,
4607289,PMC1081536,PMC001xxxxxx/PMC1081536.xml,,,,,,,
4607199,PMC1081537,PMC001xxxxxx/PMC1081537.xml,,,,,,,
4606511,PMC1081538,PMC001xxxxxx/PMC1081538.xml,,,,,,,
,PMC1081539,PMC001xxxxxx/PMC1081539.xml,,,,,,,
4607250,PMC1081540,PMC001xxxxxx/PMC1081540.xml,,,,,,,
4606214,PMC1081541,PMC001xxxxxx/PMC1081541.xml,,,,,,,
4606702,PMC1081542,PMC001xxxxxx/PMC1081542.xml,,,,,,,
16562277,PMC1081543,PMC001xxxxxx/PMC1081543.xml,,,,,,,
4606707,PMC1081544,PMC001xxxxxx/PMC1081544.xml,,,,,,,
4607277,PMC1081545,PMC001xxxxxx/PMC1081545.xml,,,,,,,
4606618,PMC1081546,PMC001xxxxxx/PMC1081546.xml,,,,,,,
4606976,PMC1081547,PMC001xxxxxx/PMC1081547.xml,,,,,,,
,PMC1081548,PMC001xxxxxx/PMC1081548.xml,,,,,,,
,PMC1081549,PMC001xxxxxx/PMC1081549.xml,,,,,,,
,PMC1081550,PMC001xxxxxx/PMC1081550.xml,,,,,,,
,PMC1081551,PMC001xxxxxx/PMC1081551.xml,,,,,,,
,PMC1081552,PMC001xxxxxx/PMC1081552.xml,,,,,,,
,PMC1081553,PMC001xxxxxx/PMC1081553.xml,,,,,,,
,PMC1081554,PMC001xxxxxx/PMC1081554.xml,,,,,,,
,PMC1081555,PMC001xxxxxx/PMC1081555.xml,,,,,,,
,PMC1081557,PMC001xxxxxx/PMC1081557.xml,,,,,,,
15861245,PMC1081558,PMC001xxxxxx/PMC1081558.xml,,,,,,,
15861246,PMC1081559,PMC001xxxxxx/PMC1081559.xml,,,,,,,
15861255,PMC1081560,PMC001xxxxxx/PMC1081560.xml,,,,,,,
15861254,PMC1081561,PMC001xxxxxx/PMC1081561.xml,,,,,,,
15861253,PMC1081562,PMC001xxxxxx/PMC1081562.xml,,,,,,,
15861252,PMC1081563,PMC001xxxxxx/PMC1081563.xml,,,,,,,
15861250,PMC1081564,PMC001xxxxxx/PMC1081564.xml,,,,,,,
15861248,PMC1081565,PMC001xxxxxx/PMC1081565.xml,,,,,,,
15861247,PMC1081566,PMC001xxxxxx/PMC1081566.xml,,,,,,,
15861244,PMC1081567,PMC001xxxxxx/PMC1081567.xml,,,,,,,
15861242,PMC1081568,PMC001xxxxxx/PMC1081568.xml,,,,,,,
15861241,PMC1081569,PMC001xxxxxx/PMC1081569.xml,,,,,,,
15861249,PMC1081570,PMC001xxxxxx/PMC1081570.xml,,,,,,,
15861251,PMC1081571,PMC001xxxxxx/PMC1081571.xml,,,,,,,
4618298,PMC1081575,PMC001xxxxxx/PMC1081575.xml,,,,,,,
4618299,PMC1081576,PMC001xxxxxx/PMC1081576.xml,,,,,,,
4618300,PMC1081577,PMC001xxxxxx/PMC1081577.xml,,,,,,,
4618301,PMC1081578,PMC001xxxxxx/PMC1081578.xml,,,,,,,
4618302,PMC1081579,PMC001xxxxxx/PMC1081579.xml,,,,,,,
4618303,PMC1081580,PMC001xxxxxx/PMC1081580.xml,,,,,,,
4618304,PMC1081581,PMC001xxxxxx/PMC1081581.xml,,,,,,,
4618305,PMC1081582,PMC001xxxxxx/PMC1081582.xml,,,,,,,
,PMC1081583,PMC001xxxxxx/PMC1081583.xml,,,,,,,
,PMC1081584,PMC001xxxxxx/PMC1081584.xml,,,,,,,
,PMC1081585,PMC001xxxxxx/PMC1081585.xml,,,,,,,
,PMC1081586,PMC001xxxxxx/PMC1081586.xml,,,,,,,
,PMC1081587,PMC001xxxxxx/PMC1081587.xml,,,,,,,
4618306,PMC1081592,PMC001xxxxxx/PMC1081592.xml,,,,,,,
4618307,PMC1081593,PMC001xxxxxx/PMC1081593.xml,,,,,,,
4618308,PMC1081594,PMC001xxxxxx/PMC1081594.xml,,,,,,,
4618309,PMC1081595,PMC001xxxxxx/PMC1081595.xml,,,,,,,
4618310,PMC1081596,PMC001xxxxxx/PMC1081596.xml,,,,,,,
4618311,PMC1081597,PMC001xxxxxx/PMC1081597.xml,,,,,,,
4618312,PMC1081598,PMC001xxxxxx/PMC1081598.xml,,,,,,,
,PMC1081599,PMC001xxxxxx/PMC1081599.xml,,,,,,,
,PMC1081600,PMC001xxxxxx/PMC1081600.xml,,,,,,,
,PMC1081601,PMC001xxxxxx/PMC1081601.xml,,,,,,,
1095849,PMC1081606,PMC001xxxxxx/PMC1081606.xml,,,,,,,
1095850,PMC1081607,PMC001xxxxxx/PMC1081607.xml,,,,,,,
1095851,PMC1081608,PMC001xxxxxx/PMC1081608.xml,,,,,,,
1095852,PMC1081609,PMC001xxxxxx/PMC1081609.xml,,,,,,,
1095853,PMC1081610,PMC001xxxxxx/PMC1081610.xml,,,,,,,
1095854,PMC1081611,PMC001xxxxxx/PMC1081611.xml,,,,,,,
1095855,PMC1081612,PMC001xxxxxx/PMC1081612.xml,,,,,,,
,PMC1081613,PMC001xxxxxx/PMC1081613.xml,,,,,,,
,PMC1081614,PMC001xxxxxx/PMC1081614.xml,,,,,,,
,PMC1081615,PMC001xxxxxx/PMC1081615.xml,,,,,,,
,PMC1081616,PMC001xxxxxx/PMC1081616.xml,,,,,,,
,PMC1081617,PMC001xxxxxx/PMC1081617.xml,,,,,,,
1095856,PMC1081622,PMC001xxxxxx/PMC1081622.xml,,,,,,,
1095857,PMC1081623,PMC001xxxxxx/PMC1081623.xml,,,,,,,
1095858,PMC1081624,PMC001xxxxxx/PMC1081624.xml,,,,,,,
1095859,PMC1081625,PMC001xxxxxx/PMC1081625.xml,,,,,,,
1095860,PMC1081626,PMC001xxxxxx/PMC1081626.xml,,,,,,,
1095861,PMC1081627,PMC001xxxxxx/PMC1081627.xml,,,,,,,
1095862,PMC1081628,PMC001xxxxxx/PMC1081628.xml,,,,,,,
,PMC1081629,PMC001xxxxxx/PMC1081629.xml,,,,,,,
,PMC1081630,PMC001xxxxxx/PMC1081630.xml,,,,,,,
,PMC1081631,PMC001xxxxxx/PMC1081631.xml,,,,,,,
,PMC1081632,PMC001xxxxxx/PMC1081632.xml,,,,,,,
,PMC1081633,PMC001xxxxxx/PMC1081633.xml,,,,,,,
,PMC1081634,PMC001xxxxxx/PMC1081634.xml,,,,,,,
1095863,PMC1081639,PMC001xxxxxx/PMC1081639.xml,,,,,,,
1095864,PMC1081640,PMC001xxxxxx/PMC1081640.xml,,,,,,,
1095865,PMC1081641,PMC001xxxxxx/PMC1081641.xml,,,,,,,
1095866,PMC1081642,PMC001xxxxxx/PMC1081642.xml,,,,,,,
1142873,PMC1081643,PMC001xxxxxx/PMC1081643.xml,,,,,,,
1095867,PMC1081644,PMC001xxxxxx/PMC1081644.xml,,,,,,,
1095868,PMC1081645,PMC001xxxxxx/PMC1081645.xml,,,,,,,
,PMC1081646,PMC001xxxxxx/PMC1081646.xml,,,,,,,
,PMC1081647,PMC001xxxxxx/PMC1081647.xml,,,,,,,
,PMC1081648,PMC001xxxxxx/PMC1081648.xml,,,,,,,
,PMC1081649,PMC001xxxxxx/PMC1081649.xml,,,,,,,
,PMC1081650,PMC001xxxxxx/PMC1081650.xml,,,,,,,
,PMC1081651,PMC001xxxxxx/PMC1081651.xml,,,,,,,
,PMC1081652,PMC001xxxxxx/PMC1081652.xml,,,,,,,
,PMC1081653,PMC001xxxxxx/PMC1081653.xml,,,,,,,
,PMC1081654,PMC001xxxxxx/PMC1081654.xml,,,,,,,
,PMC1081655,PMC001xxxxxx/PMC1081655.xml,,,,,,,
1102816,PMC1081660,PMC001xxxxxx/PMC1081660.xml,,,,,,,
1102817,PMC1081661,PMC001xxxxxx/PMC1081661.xml,,,,,,,
1102818,PMC1081662,PMC001xxxxxx/PMC1081662.xml,,,,,,,
1102819,PMC1081663,PMC001xxxxxx/PMC1081663.xml,,,,,,,
1102820,PMC1081664,PMC001xxxxxx/PMC1081664.xml,,,,,,,
1102821,PMC1081665,PMC001xxxxxx/PMC1081665.xml,,,,,,,
1102822,PMC1081666,PMC001xxxxxx/PMC1081666.xml,,,,,,,
1102823,PMC1081667,PMC001xxxxxx/PMC1081667.xml,,,,,,,
1102824,PMC1081668,PMC001xxxxxx/PMC1081668.xml,,,,,,,
1102825,PMC1081669,PMC001xxxxxx/PMC1081669.xml,,,,,,,
,PMC1081670,PMC001xxxxxx/PMC1081670.xml,,,,,,,
,PMC1081671,PMC001xxxxxx/PMC1081671.xml,,,,,,,
,PMC1081672,PMC001xxxxxx/PMC1081672.xml,,,,,,,
,PMC1081673,PMC001xxxxxx/PMC1081673.xml,,,,,,,
,PMC1081674,PMC001xxxxxx/PMC1081674.xml,,,,,,,
,PMC1081675,PMC001xxxxxx/PMC1081675.xml,,,,,,,
,PMC1081676,PMC001xxxxxx/PMC1081676.xml,,,,,,,
,PMC1081677,PMC001xxxxxx/PMC1081677.xml,,,,,,,
,PMC1081678,PMC001xxxxxx/PMC1081678.xml,,,,,,,
,PMC1081679,PMC001xxxxxx/PMC1081679.xml,,,,,,,
,PMC1081680,PMC001xxxxxx/PMC1081680.xml,,,,,,,
,PMC1081681,PMC001xxxxxx/PMC1081681.xml,,,,,,,
,PMC1081682,PMC001xxxxxx/PMC1081682.xml,,,,,,,
,PMC1081683,PMC001xxxxxx/PMC1081683.xml,,,,,,,
765647,PMC1081688,PMC001xxxxxx/PMC1081688.xml,,,,,,,
765648,PMC1081689,PMC001xxxxxx/PMC1081689.xml,,,,,,,
765649,PMC1081690,PMC001xxxxxx/PMC1081690.xml,,,,,,,
765650,PMC1081691,PMC001xxxxxx/PMC1081691.xml,,,,,,,
765651,PMC1081692,PMC001xxxxxx/PMC1081692.xml,,,,,,,
765652,PMC1081693,PMC001xxxxxx/PMC1081693.xml,,,,,,,
765653,PMC1081694,PMC001xxxxxx/PMC1081694.xml,,,,,,,
765654,PMC1081695,PMC001xxxxxx/PMC1081695.xml,,,,,,,
,PMC1081696,PMC001xxxxxx/PMC1081696.xml,,,,,,,
,PMC1081697,PMC001xxxxxx/PMC1081697.xml,,,,,,,
,PMC1081698,PMC001xxxxxx/PMC1081698.xml,,,,,,,
,PMC1081699,PMC001xxxxxx/PMC1081699.xml,,,,,,,
,PMC1081700,PMC001xxxxxx/PMC1081700.xml,,,,,,,
,PMC1081701,PMC001xxxxxx/PMC1081701.xml,,,,,,,
,PMC1081702,PMC001xxxxxx/PMC1081702.xml,,,,,,,
,PMC1081703,PMC001xxxxxx/PMC1081703.xml,,,,,,,
,PMC1081704,PMC001xxxxxx/PMC1081704.xml,,,,,,,
,PMC1081705,PMC001xxxxxx/PMC1081705.xml,,,,,,,
,PMC1081706,PMC001xxxxxx/PMC1081706.xml,,,,,,,
,PMC1081707,PMC001xxxxxx/PMC1081707.xml,,,,,,,
,PMC1081708,PMC001xxxxxx/PMC1081708.xml,,,,,,,
,PMC1081709,PMC001xxxxxx/PMC1081709.xml,,,,,,,
,PMC1081710,PMC001xxxxxx/PMC1081710.xml,,,,,,,
,PMC1081711,PMC001xxxxxx/PMC1081711.xml,,,,,,,
,PMC1081712,PMC001xxxxxx/PMC1081712.xml,,,,,,,
,PMC1081713,PMC001xxxxxx/PMC1081713.xml,,,,,,,
,PMC1081714,PMC001xxxxxx/PMC1081714.xml,,,,,,,
,PMC1081715,PMC001xxxxxx/PMC1081715.xml,,,,,,,
,PMC1081716,PMC001xxxxxx/PMC1081716.xml,,,,,,,
,PMC1081717,PMC001xxxxxx/PMC1081717.xml,,,,,,,
,PMC1081718,PMC001xxxxxx/PMC1081718.xml,,,,,,,
,PMC1081719,PMC001xxxxxx/PMC1081719.xml,,,,,,,
,PMC1081720,PMC001xxxxxx/PMC1081720.xml,,,,,,,
,PMC1081721,PMC001xxxxxx/PMC1081721.xml,,,,,,,
,PMC1081722,PMC001xxxxxx/PMC1081722.xml,,,,,,,
,PMC1081723,PMC001xxxxxx/PMC1081723.xml,,,,,,,
,PMC1081724,PMC001xxxxxx/PMC1081724.xml,,,,,,,
,PMC1081725,PMC001xxxxxx/PMC1081725.xml,,,,,,,
,PMC1081726,PMC001xxxxxx/PMC1081726.xml,,,,,,,
,PMC1081727,PMC001xxxxxx/PMC1081727.xml,,,,,,,
781420,PMC1081732,PMC001xxxxxx/PMC1081732.xml,,,,,,,
781421,PMC1081733,PMC001xxxxxx/PMC1081733.xml,,,,,,,
781422,PMC1081734,PMC001xxxxxx/PMC1081734.xml,,,,,,,
781423,PMC1081735,PMC001xxxxxx/PMC1081735.xml,,,,,,,
781424,PMC1081736,PMC001xxxxxx/PMC1081736.xml,,,,,,,
781425,PMC1081737,PMC001xxxxxx/PMC1081737.xml,,,,,,,
781426,PMC1081738,PMC001xxxxxx/PMC1081738.xml,,,,,,,
781427,PMC1081739,PMC001xxxxxx/PMC1081739.xml,,,,,,,
,PMC1081740,PMC001xxxxxx/PMC1081740.xml,,,,,,,
,PMC1081741,PMC001xxxxxx/PMC1081741.xml,,,,,,,
,PMC1081742,PMC001xxxxxx/PMC1081742.xml,,,,,,,
,PMC1081743,PMC001xxxxxx/PMC1081743.xml,,,,,,,
,PMC1081744,PMC001xxxxxx/PMC1081744.xml,,,,,,,
,PMC1081745,PMC001xxxxxx/PMC1081745.xml,,,,,,,
,PMC1081746,PMC001xxxxxx/PMC1081746.xml,,,,,,,
