pmid,pmc,publisher-id,doi,File,medline,manuscript,art-access-id,publisher-manuscript,other
,PMC11166435,525116,10.1364/BOE.525116,PMC011xxxxxx/PMC11166435.xml,,,,,
,PMC11166436,516045,10.1364/BOE.516045,PMC011xxxxxx/PMC11166436.xml,,,,,
,PMC11166437,523179,10.1364/BOE.523179,PMC011xxxxxx/PMC11166437.xml,,,,,
,PMC11166438,527912,10.1364/BOE.527912,PMC011xxxxxx/PMC11166438.xml,,,,,
,PMC11166439,521778,10.1364/BOE.521778,PMC011xxxxxx/PMC11166439.xml,,,,,
,PMC11166440,517480,10.1364/BOE.517480,PMC011xxxxxx/PMC11166440.xml,,,,,
,PMC11166441,521657,10.1364/BOE.521657,PMC011xxxxxx/PMC11166441.xml,,,,,
,PMC11166442,521529,10.1364/BOE.521529,PMC011xxxxxx/PMC11166442.xml,,,,,
,PMC11166443,521340,10.1364/BOE.521340,PMC011xxxxxx/PMC11166443.xml,,,,,
,PMC11166444,512188,10.1364/BOE.512188,PMC011xxxxxx/PMC11166444.xml,,,,,
,PMC11166445,525766,10.1364/BOE.525766,PMC011xxxxxx/PMC11166445.xml,,,,,
,PMC11166446,520683,10.1364/BOE.520683,PMC011xxxxxx/PMC11166446.xml,,,,,
,PMC11166447,523183,10.1364/BOE.523183,PMC011xxxxxx/PMC11166447.xml,,,,,
,PMC11166448,523702,10.1364/BOE.523702,PMC011xxxxxx/PMC11166448.xml,,,,,
,PMC11166449,527368,10.1364/BOE.527368,PMC011xxxxxx/PMC11166449.xml,,,,,
,PMC11166450,521105,10.1364/BOE.521105,PMC011xxxxxx/PMC11166450.xml,,,,,
38722049,PMC11168412,,10.1021/acsbiomaterials.4c00473,PMC011xxxxxx/PMC11168412.xml,,,,,
38808621,PMC11171456,,10.1021/acs.est.3c10552,PMC011xxxxxx/PMC11171456.xml,,,,,
38885995,PMC11184175,bmjopen-2023-073565,10.1136/bmjopen-2023-073565,PMC011xxxxxx/PMC11184175.xml,,,,,
26523642,PMC11186581,,10.1038/nn.4152,PMC011xxxxxx/PMC11186581.xml,,NIHMS855369,,,
,PMC11189686,,10.1097/EE9.0000000000000278,PMC011xxxxxx/PMC11189686.xml,,,00007,,
38656942,PMC11189825,240035,10.2337/db24-0035,PMC011xxxxxx/PMC11189825.xml,,,,,
38900951,PMC11189827,i240025,10.2337/dbi24-0025,PMC011xxxxxx/PMC11189827.xml,,,,,
38551899,PMC11189829,230827,10.2337/db23-0827,PMC011xxxxxx/PMC11189829.xml,,,,,
38394643,PMC11189831,230540,10.2337/db23-0540,PMC011xxxxxx/PMC11189831.xml,,,,,
38603470,PMC11189832,230123,10.2337/db23-0123,PMC011xxxxxx/PMC11189832.xml,,,,,
38904143,PMC11191814,bmjopen-2024-084350,10.1136/bmjopen-2024-084350,PMC011xxxxxx/PMC11191814.xml,,,,,
33036007,PMC11191848,,10.1088/1741-2552/abbff1,PMC011xxxxxx/PMC11191848.xml,,NIHMS1980667,,,
,PMC11199017,EHP15250,10.1289/EHP15250,PMC011xxxxxx/PMC11199017.xml,,,,,
38415584,PMC11207142,aem.00092-24,10.1128/aem.00092-24,PMC011xxxxxx/PMC11207142.xml,,,,,
38608284,PMC11208076,220970,10.2337/db22-0970,PMC011xxxxxx/PMC11208076.xml,,,,,
37535870,PMC11208747,230776,10.2337/dc23-0776,PMC011xxxxxx/PMC11208747.xml,,,,,
38684486,PMC11208749,232003,10.2337/dc23-2003,PMC011xxxxxx/PMC11208749.xml,,,,,
38648259,PMC11208754,240086,10.2337/dc24-0086,PMC011xxxxxx/PMC11208754.xml,,,,,
38728232,PMC11208759,232341,10.2337/dc23-2341,PMC011xxxxxx/PMC11208759.xml,,,,,
38376221,PMC11209735,mra.01107-23,10.1128/mra.01107-23,PMC011xxxxxx/PMC11209735.xml,,,,,
,PMC11209899,,10.1021/acsomega.4c04009,PMC011xxxxxx/PMC11209899.xml,,,,,
38426750,PMC11210212,mbio.00321-24,10.1128/mbio.00321-24,PMC011xxxxxx/PMC11210212.xml,,,,,
38918904,PMC11210406,2368971,10.1080/10717544.2024.2368971,PMC011xxxxxx/PMC11210406.xml,,,,,
32251386,PMC11210833,,10.1038/s41593-020-0614-x,PMC011xxxxxx/PMC11210833.xml,,HHMIMS1564826,,,
38918042,PMC11216306,,10.1101/gr.279618.124,PMC011xxxxxx/PMC11216306.xml,9509184,,,,
38626436,PMC11216394,AIDS-D-24-00037,10.1097/QAD.0000000000003908,PMC011xxxxxx/PMC11216394.xml,,,00002,,
38842332,PMC11218448,spectrum.03540-23,10.1128/spectrum.03540-23,PMC011xxxxxx/PMC11218448.xml,,,,,
38864598,PMC11218529,spectrum.01034-24,10.1128/spectrum.01034-24,PMC011xxxxxx/PMC11218529.xml,,,,,
38875023,PMC11218696,EHP15099,10.1289/EHP15099,PMC011xxxxxx/PMC11218696.xml,,,,,
38875022,PMC11218697,EHP15486,10.1289/EHP15486,PMC011xxxxxx/PMC11218697.xml,,,,,
38916968,PMC11218698,EHP15126,10.1289/EHP15126,PMC011xxxxxx/PMC11218698.xml,,,,,
38885141,PMC11218700,EHP13838,10.1289/EHP13838,PMC011xxxxxx/PMC11218700.xml,,,,,
38889167,PMC11218701,EHP13393,10.1289/EHP13393,PMC011xxxxxx/PMC11218701.xml,,,,,
38922330,PMC11218702,EHP15015,10.1289/EHP15015,PMC011xxxxxx/PMC11218702.xml,,,,,
38896781,PMC11218703,EHP15263,10.1289/EHP15263,PMC011xxxxxx/PMC11218703.xml,,,,,
38889166,PMC11218704,EHP13606,10.1289/EHP13606,PMC011xxxxxx/PMC11218704.xml,,,,,
38889165,PMC11218705,EHP13442,10.1289/EHP13442,PMC011xxxxxx/PMC11218705.xml,,,,,
38935403,PMC11218706,EHP13948,10.1289/EHP13948,PMC011xxxxxx/PMC11218706.xml,,,,,
38922331,PMC11218707,EHP13906,10.1289/EHP13906,PMC011xxxxxx/PMC11218707.xml,,,,,
38885140,PMC11218708,EHP13947,10.1289/EHP13947,PMC011xxxxxx/PMC11218708.xml,,,,,
38896780,PMC11218709,EHP13849,10.1289/EHP13849,PMC011xxxxxx/PMC11218709.xml,,,,,
,PMC11219070,MDC-D-24-00031,10.1097/MLR.0000000000002020,PMC011xxxxxx/PMC11219070.xml,,,00008,,
38768096,PMC11220781,050438,10.5014/ajot.2024.050438,PMC011xxxxxx/PMC11220781.xml,,,,,
38900915,PMC11220782,050612,10.5014/ajot.2024.050612,PMC011xxxxxx/PMC11220782.xml,,,,,
38900916,PMC11220783,050584,10.5014/ajot.2024.050584,PMC011xxxxxx/PMC11220783.xml,,,,,
32513967,PMC11220914,,10.1038/s41391-020-0241-3,PMC011xxxxxx/PMC11220914.xml,,NIHMS1598023,,,
38968089,PMC11225970,EHP14647,10.1289/EHP14647,PMC011xxxxxx/PMC11225970.xml,,,,,
38968090,PMC11225971,EHP14340,10.1289/EHP14340,PMC011xxxxxx/PMC11225971.xml,,,,,
38967598,PMC11227361,HEP4-23-1126,10.1097/HC9.0000000000000478,PMC011xxxxxx/PMC11227361.xml,,,00024,,
38983946,PMC11233100,GOX-D-24-00237,10.1097/GOX.0000000000005954,PMC011xxxxxx/PMC11233100.xml,,,00030,,
38985157,PMC11235190,EHP13874,10.1289/EHP13874,PMC011xxxxxx/PMC11235190.xml,,,,,
38647280,PMC11237373,spectrum.00560-24,10.1128/spectrum.00560-24,PMC011xxxxxx/PMC11237373.xml,,,,,
38651916,PMC11237375,mra.01168-23,10.1128/mra.01168-23,PMC011xxxxxx/PMC11237375.xml,,,,,
38771040,PMC11237402,mra.00322-24,10.1128/mra.00322-24,PMC011xxxxxx/PMC11237402.xml,,,,,
38651914,PMC11237404,mra.00039-24,10.1128/mra.00039-24,PMC011xxxxxx/PMC11237404.xml,,,,,
38722159,PMC11237439,mbio.00124-24,10.1128/mbio.00124-24,PMC011xxxxxx/PMC11237439.xml,,,,,
38682959,PMC11237463,mra.01248-23,10.1128/mra.01248-23,PMC011xxxxxx/PMC11237463.xml,,,,,
38727244,PMC11237543,mbio.00943-24,10.1128/mbio.00943-24,PMC011xxxxxx/PMC11237543.xml,,,,,
38712933,PMC11237558,mra.00216-24,10.1128/mra.00216-24,PMC011xxxxxx/PMC11237558.xml,,,,,
38651910,PMC11237565,mra.00033-24,10.1128/mra.00033-24,PMC011xxxxxx/PMC11237565.xml,,,,,
38666793,PMC11237603,spectrum.04180-23,10.1128/spectrum.04180-23,PMC011xxxxxx/PMC11237603.xml,,,,,
38687079,PMC11237622,spectrum.00758-24,10.1128/spectrum.00758-24,PMC011xxxxxx/PMC11237622.xml,,,,,
38651911,PMC11237639,mra.00075-24,10.1128/mra.00075-24,PMC011xxxxxx/PMC11237639.xml,,,,,
38738897,PMC11237653,mra.00178-24,10.1128/mra.00178-24,PMC011xxxxxx/PMC11237653.xml,,,,,
38767350,PMC11237675,mbio.00169-24,10.1128/mbio.00169-24,PMC011xxxxxx/PMC11237675.xml,,,,,
38700346,PMC11237730,mra.00171-24,10.1128/mra.00171-24,PMC011xxxxxx/PMC11237730.xml,,,,,
38859472,PMC11239168,522905,10.1364/OE.522905,PMC011xxxxxx/PMC11239168.xml,,,,,
38858992,PMC11239169,517961,10.1364/OE.517961,PMC011xxxxxx/PMC11239169.xml,,,,,
38859036,PMC11239170,519379,10.1364/OE.519379,PMC011xxxxxx/PMC11239170.xml,,,,,
38859010,PMC11239171,521427,10.1364/OE.521427,PMC011xxxxxx/PMC11239171.xml,,,,,
38995210,PMC11243950,EHP13891,10.1289/EHP13891,PMC011xxxxxx/PMC11243950.xml,,,,,
,PMC11247033,CD230086,10.2337/cd23-0086,PMC011xxxxxx/PMC11247033.xml,,,,,
,PMC11247034,CD230081,10.2337/cd23-0081,PMC011xxxxxx/PMC11247034.xml,,,,,
,PMC11247036,CD230062,10.2337/cd23-0062,PMC011xxxxxx/PMC11247036.xml,,,,,
,PMC11247039,CD230051,10.2337/cd23-0051,PMC011xxxxxx/PMC11247039.xml,,,,,
,PMC11247041,CD230074,10.2337/cd23-0074,PMC011xxxxxx/PMC11247041.xml,,,,,
,PMC11247044,CD230077,10.2337/cd23-0077,PMC011xxxxxx/PMC11247044.xml,,,,,
,PMC11249087,EHP15219,10.1289/EHP15219,PMC011xxxxxx/PMC11249087.xml,,,,,
,PMC11249673,520348,10.1364/BOE.520348,PMC011xxxxxx/PMC11249673.xml,,,,,
,PMC11249674,528923,10.1364/BOE.528923,PMC011xxxxxx/PMC11249674.xml,,,,,
,PMC11249676,528608,10.1364/BOE.528608,PMC011xxxxxx/PMC11249676.xml,,,,,
,PMC11249677,521399,10.1364/BOE.521399,PMC011xxxxxx/PMC11249677.xml,,,,,
,PMC11249678,527919,10.1364/BOE.527919,PMC011xxxxxx/PMC11249678.xml,,,,,
,PMC11249679,521154,10.1364/BOE.521154,PMC011xxxxxx/PMC11249679.xml,,,,,
,PMC11249681,527797,10.1364/BOE.527797,PMC011xxxxxx/PMC11249681.xml,,,,,
,PMC11249682,524894,10.1364/BOE.524894,PMC011xxxxxx/PMC11249682.xml,,,,,
,PMC11249686,524293,10.1364/BOE.524293,PMC011xxxxxx/PMC11249686.xml,,,,,
,PMC11249687,524380,10.1364/BOE.524380,PMC011xxxxxx/PMC11249687.xml,,,,,
,PMC11249688,528522,10.1364/BOE.528522,PMC011xxxxxx/PMC11249688.xml,,,,,
,PMC11249689,524355,10.1364/BOE.524355,PMC011xxxxxx/PMC11249689.xml,,,,,
,PMC11249690,530483,10.1364/BOE.530483,PMC011xxxxxx/PMC11249690.xml,,,,,
,PMC11249691,528706,10.1364/BOE.528706,PMC011xxxxxx/PMC11249691.xml,,,,,
,PMC11249692,528287,10.1364/BOE.528287,PMC011xxxxxx/PMC11249692.xml,,,,,
,PMC11249693,523115,10.1364/BOE.523115,PMC011xxxxxx/PMC11249693.xml,,,,,
,PMC11249694,522376,10.1364/BOE.522376,PMC011xxxxxx/PMC11249694.xml,,,,,
,PMC11249695,530854,10.1364/BOE.530854,PMC011xxxxxx/PMC11249695.xml,,,,,
,PMC11249696,527264,10.1364/BOE.527264,PMC011xxxxxx/PMC11249696.xml,,,,,
,PMC11249697,531811,10.1364/BOE.531811,PMC011xxxxxx/PMC11249697.xml,,,,,
39012763,PMC11251510,EHP14336,10.1289/EHP14336,PMC011xxxxxx/PMC11251510.xml,,,,,
39012762,PMC11251511,EHP15322,10.1289/EHP15322,PMC011xxxxxx/PMC11251511.xml,,,,,
38920393,PMC11253603,mbio.00777-24,10.1128/mbio.00777-24,PMC011xxxxxx/PMC11253603.xml,,,,,
39016601,PMC11253811,EHP14915,10.1289/EHP14915,PMC011xxxxxx/PMC11253811.xml,,,,,
39016600,PMC11253812,EHP13588,10.1289/EHP13588,PMC011xxxxxx/PMC11253812.xml,,,,,
39016599,PMC11253813,EHP13540,10.1289/EHP13540,PMC011xxxxxx/PMC11253813.xml,,,,,
,PMC11254350,CAT.24.0129,10.1056/CAT.24.0129,PMC011xxxxxx/PMC11254350.xml,,,,,
,PMC11254351,CAT.24.0118,10.1056/CAT.24.0118,PMC011xxxxxx/PMC11254351.xml,,,,,
,PMC11256116,,10.1021/acsomega.4c05481,PMC011xxxxxx/PMC11256116.xml,,,,,
38864651,PMC11256797,mra.00386-24,10.1128/mra.00386-24,PMC011xxxxxx/PMC11256797.xml,,,,,
38888364,PMC11256805,mra.00080-24,10.1128/mra.00080-24,PMC011xxxxxx/PMC11256805.xml,,,,,
38899875,PMC11256851,mra.00062-24,10.1128/mra.00062-24,PMC011xxxxxx/PMC11256851.xml,,,,,
38809010,PMC11256855,mra.01128-23,10.1128/mra.01128-23,PMC011xxxxxx/PMC11256855.xml,,,,,
39028627,PMC11259243,EHP14344,10.1289/EHP14344,PMC011xxxxxx/PMC11259243.xml,,,,,
39028626,PMC11259244,EHP15478,10.1289/EHP15478,PMC011xxxxxx/PMC11259244.xml,,,,,
39028628,PMC11259245,EHP13865,10.1289/EHP13865,PMC011xxxxxx/PMC11259245.xml,,,,,
39023121,PMC11259394,CCE-D-24-00168,10.1097/CCE.0000000000001122,PMC011xxxxxx/PMC11259394.xml,,,00024,,
38629319,PMC11259752,JOA14048,10.1111/joa.14048,PMC011xxxxxx/PMC11259752.xml,,,,,
38748492,PMC11262045,230926,10.2337/db23-0926,PMC011xxxxxx/PMC11262045.xml,,,,,
38775784,PMC11262048,230508,10.2337/db23-0508,PMC011xxxxxx/PMC11262048.xml,,,,,
39028867,PMC11262818,CCE-D-24-00124,10.1097/CCE.0000000000001116,PMC011xxxxxx/PMC11262818.xml,,,00025,,
38934598,PMC11264604,msystems.00929-23,10.1128/msystems.00929-23,PMC011xxxxxx/PMC11264604.xml,,,,,
,PMC11268132,EHP15445,10.1289/EHP15445,PMC011xxxxxx/PMC11268132.xml,,,,,
,PMC11268133,EHP13954,10.1289/EHP13954,PMC011xxxxxx/PMC11268133.xml,,,,,
,PMC11268134,EHP13667,10.1289/EHP13667,PMC011xxxxxx/PMC11268134.xml,,,,,
,PMC11268558,EHP14770,10.1289/EHP14770,PMC011xxxxxx/PMC11268558.xml,,,,,
39055780,PMC11271749,,,PMC011xxxxxx/PMC11271749.xml,,VAPA971948,,,
38857124,PMC11272963,240335,10.2337/dc24-0335,PMC011xxxxxx/PMC11272963.xml,,,,,
38889071,PMC11272964,240124,10.2337/dc24-0124,PMC011xxxxxx/PMC11272964.xml,,,,,
38781039,PMC11272965,240330,10.2337/dc24-0330,PMC011xxxxxx/PMC11272965.xml,,,,,
38861550,PMC11272969,240198,10.2337/dc24-0198,PMC011xxxxxx/PMC11272969.xml,,,,,
38917276,PMC11272970,231507,10.2337/dc23-1507,PMC011xxxxxx/PMC11272970.xml,,,,,
38809903,PMC11272976,232452,10.2337/dc23-2452,PMC011xxxxxx/PMC11272976.xml,,,,,
38895916,PMC11272977,240188,10.2337/dc24-0188,PMC011xxxxxx/PMC11272977.xml,,,,,
38924772,PMC11272979,240360,10.2337/dc24-0360,PMC011xxxxxx/PMC11272979.xml,,,,,
38894691,PMC11272984,240537,10.2337/dc24-0537,PMC011xxxxxx/PMC11272984.xml,,,,,
38907684,PMC11282385,240764,10.2337/dc24-0764,PMC011xxxxxx/PMC11282385.xml,,,,,
38907683,PMC11282386,240491,10.2337/dc24-0491,PMC011xxxxxx/PMC11282386.xml,,,,,
,PMC11285853,EHP15252,10.1289/EHP15252,PMC011xxxxxx/PMC11285853.xml,,,,,
38808448,PMC11286143,rspb20240138,10.1098/rspb.2024.0138,PMC011xxxxxx/PMC11286143.xml,,,,,
,PMC11286246,ACGCR-24-0228,10.14309/crj.0000000000001446,PMC011xxxxxx/PMC11286246.xml,,,00008,,
38860762,PMC11288003,msphere.00259-24,10.1128/msphere.00259-24,PMC011xxxxxx/PMC11288003.xml,,,,,
38904396,PMC11288024,msphere.00139-24,10.1128/msphere.00139-24,PMC011xxxxxx/PMC11288024.xml,,,,,
38904381,PMC11288036,msphere.00055-24,10.1128/msphere.00055-24,PMC011xxxxxx/PMC11288036.xml,,,,,
38920371,PMC11288050,msphere.00256-24,10.1128/msphere.00256-24,PMC011xxxxxx/PMC11288050.xml,,,,,
35217831,PMC11289781,,10.1038/s41391-022-00518-5,PMC011xxxxxx/PMC11289781.xml,,NIHMS1780716,,,
39029951,PMC11293372,,10.1101/gad.352049.124,PMC011xxxxxx/PMC11293372.xml,8711660,,,,
39043439,PMC11293534,,10.1101/gr.279693.124,PMC011xxxxxx/PMC11293534.xml,9509184,,,,
38955465,PMC11293549,,10.1101/gr.278569.123,PMC011xxxxxx/PMC11293549.xml,9509184,,,,
38870005,PMC11293980,AIDS-D-24-00114,10.1097/QAD.0000000000003956,PMC011xxxxxx/PMC11293980.xml,,,00012,,
,PMC11299772,EHP13110,10.1289/EHP13110,PMC011xxxxxx/PMC11299772.xml,,,,,
38869287,PMC11302068,spectrum.00123-24,10.1128/spectrum.00123-24,PMC011xxxxxx/PMC11302068.xml,,,,,
38940590,PMC11302253,spectrum.00028-24,10.1128/spectrum.00028-24,PMC011xxxxxx/PMC11302253.xml,,,,,
38916361,PMC11302338,spectrum.00906-24,10.1128/spectrum.00906-24,PMC011xxxxxx/PMC11302338.xml,,,,,
38916317,PMC11302346,spectrum.00486-24,10.1128/spectrum.00486-24,PMC011xxxxxx/PMC11302346.xml,,,,,
39106156,PMC11302584,EHP14001,10.1289/EHP14001,PMC011xxxxxx/PMC11302584.xml,,,,,
39106155,PMC11302585,EHP13427,10.1289/EHP13427,PMC011xxxxxx/PMC11302585.xml,,,,,
38980022,PMC11302660,spectrum.00783-24,10.1128/spectrum.00783-24,PMC011xxxxxx/PMC11302660.xml,,,,,
39010676,PMC11306769,JOA14069,10.1111/joa.14069,PMC011xxxxxx/PMC11306769.xml,,,,,JANAT-2024-0040.R1
39115886,PMC11309092,EHP13869,10.1289/EHP13869,PMC011xxxxxx/PMC11309092.xml,,,,,
39120950,PMC11315044,EHP14362,10.1289/EHP14362,PMC011xxxxxx/PMC11315044.xml,,,,,
,PMC11318018,,10.1021/acsmedchemlett.4c00271,PMC011xxxxxx/PMC11318018.xml,,,,,
39133093,PMC11318569,EHP14449,10.1289/EHP14449,PMC011xxxxxx/PMC11318569.xml,,,,,
39133094,PMC11318572,EHP14055,10.1289/EHP14055,PMC011xxxxxx/PMC11318572.xml,,,,,
38990025,PMC11320924,mra.00598-24,10.1128/mra.00598-24,PMC011xxxxxx/PMC11320924.xml,,,,,
38967461,PMC11320948,mra.00141-24,10.1128/mra.00141-24,PMC011xxxxxx/PMC11320948.xml,,,,,
38967468,PMC11320970,mra.00336-24,10.1128/mra.00336-24,PMC011xxxxxx/PMC11320970.xml,,,,,
38980042,PMC11321002,mra.00448-24,10.1128/mra.00448-24,PMC011xxxxxx/PMC11321002.xml,,,,,
39136589,PMC11321287,EHP15822,10.1289/EHP15822,PMC011xxxxxx/PMC11321287.xml,,,,,
39136588,PMC11321289,EHP15644,10.1289/EHP15644,PMC011xxxxxx/PMC11321289.xml,,,,,
38995021,PMC11323473,mbio.01079-24,10.1128/mbio.01079-24,PMC011xxxxxx/PMC11323473.xml,,,,,
38953355,PMC11323738,mbio.00144-24,10.1128/mbio.00144-24,PMC011xxxxxx/PMC11323738.xml,,,,,
,PMC11323762,EHP13356,10.1289/EHP13356,PMC011xxxxxx/PMC11323762.xml,,,,,
,PMC11323763,EHP14008,10.1289/EHP14008,PMC011xxxxxx/PMC11323763.xml,,,,,
38943224,PMC11324932,AOGS14880,10.1111/aogs.14880,PMC011xxxxxx/PMC11324932.xml,,,,,AOGS-23-1167.R2
38819130,PMC11326115,msystems.01415-23,10.1128/msystems.01415-23,PMC011xxxxxx/PMC11326115.xml,,,,,
,PMC11327164,230038,10.2337/ds23-0038,PMC011xxxxxx/PMC11327164.xml,,,,,
,PMC11327171,i240011,10.2337/dsi24-0011,PMC011xxxxxx/PMC11327171.xml,,,,,
39161756,PMC11332763,IJWD-D-23-00098,10.1097/JW9.0000000000000173,PMC011xxxxxx/PMC11332763.xml,,,00013,,
38869447,PMC11333374,230968,10.2337/db23-0968,PMC011xxxxxx/PMC11333374.xml,,,,,
38912690,PMC11333376,i240028,10.2337/dbi24-0028,PMC011xxxxxx/PMC11333376.xml,,,,,
38905124,PMC11333379,230490,10.2337/db23-0490,PMC011xxxxxx/PMC11333379.xml,,,,,
39058093,PMC11334464,msystems.00365-24,10.1128/msystems.00365-24,PMC011xxxxxx/PMC11334464.xml,,,,,
39162373,PMC11334706,EHP14341,10.1289/EHP14341,PMC011xxxxxx/PMC11334706.xml,,,,,
39166866,PMC11338037,EHP15068,10.1289/EHP15068,PMC011xxxxxx/PMC11338037.xml,,,,,
39166865,PMC11338042,EHP13421,10.1289/EHP13421,PMC011xxxxxx/PMC11338042.xml,,,,,
39177950,PMC11343042,EHP15467,10.1289/EHP15467,PMC011xxxxxx/PMC11343042.xml,,,,,
39177951,PMC11343043,EHP14339,10.1289/EHP14339,PMC011xxxxxx/PMC11343043.xml,,,,,
39173103,PMC11343584,WNL-2024-100232,10.1212/WNL.0000000000209742,PMC011xxxxxx/PMC11343584.xml,,,,,
,PMC11346613,EHP15423,10.1289/EHP15423,PMC011xxxxxx/PMC11346613.xml,,,,,
39092918,PMC11351033,msphere.00417-24,10.1128/msphere.00417-24,PMC011xxxxxx/PMC11351033.xml,,,,,
39196400,PMC11353204,EHP15463,10.1289/EHP15463,PMC011xxxxxx/PMC11353204.xml,,,,,
39196399,PMC11353213,EHP14115,10.1289/EHP14115,PMC011xxxxxx/PMC11353213.xml,,,,,
39136573,PMC11359381,,10.1021/acs.analchem.4c01464,PMC011xxxxxx/PMC11359381.xml,,,,,
39190926,PMC11362105,i240049,10.2337/dci24-0049,PMC011xxxxxx/PMC11362105.xml,,,,,
39042575,PMC11362108,240838,10.2337/dc24-0838,PMC011xxxxxx/PMC11362108.xml,,,,,
39008714,PMC11362115,240730,10.2337/dc24-0730,PMC011xxxxxx/PMC11362115.xml,,,,,
38905209,PMC11362116,240209,10.2337/dc24-0209,PMC011xxxxxx/PMC11362116.xml,,,,,
38996003,PMC11362125,i240052,10.2337/dci24-0052,PMC011xxxxxx/PMC11362125.xml,,,,,
39164094,PMC11368175,,10.1101/gad.352065.124,PMC011xxxxxx/PMC11368175.xml,8711660,,,,
39111824,PMC11368247,,10.1101/gad.351934.124,PMC011xxxxxx/PMC11368247.xml,8711660,,,,
39105587,PMC11370255,spectrum.00997-24,10.1128/spectrum.00997-24,PMC011xxxxxx/PMC11370255.xml,,,,,
39078193,PMC11370620,spectrum.00269-24,10.1128/spectrum.00269-24,PMC011xxxxxx/PMC11370620.xml,,,,,
,PMC11370992,EHP16017,10.1289/EHP16017,PMC011xxxxxx/PMC11370992.xml,,,,,
39226182,PMC11370993,EHP14632,10.1289/EHP14632,PMC011xxxxxx/PMC11370993.xml,,,,,
39226183,PMC11370994,EHP13898,10.1289/EHP13898,PMC011xxxxxx/PMC11370994.xml,,,,,
39226184,PMC11370995,EHP13913,10.1289/EHP13913,PMC011xxxxxx/PMC11370995.xml,,,,,
39230332,PMC11373421,EHP13937,10.1289/EHP13937,PMC011xxxxxx/PMC11373421.xml,,,,,
39230330,PMC11373422,EHP13120,10.1289/EHP13120,PMC011xxxxxx/PMC11373422.xml,,,,,
39240787,PMC11379126,EHP15412,10.1289/EHP15412,PMC011xxxxxx/PMC11379126.xml,,,,,
39240788,PMC11379127,EHP13864,10.1289/EHP13864,PMC011xxxxxx/PMC11379127.xml,,,,,
39247846,PMC11379443,,10.1109/JTEHM.2024.3448392,PMC011xxxxxx/PMC11379443.xml,,,,JTEHM-00082-2024,
38290090,PMC11383876,WNL-2023-002517,10.1212/WNL.0000000000208075,PMC011xxxxxx/PMC11383876.xml,,,,,
38266217,PMC11383878,WNL-2023-002569,10.1212/WNL.0000000000208102,PMC011xxxxxx/PMC11383878.xml,,,,,
38295344,PMC11383880,WNL-2023-005663,10.1212/WNL.0000000000208104,PMC011xxxxxx/PMC11383880.xml,,,,,
39162450,PMC11385438,mra.00289-24,10.1128/mra.00289-24,PMC011xxxxxx/PMC11385438.xml,,,,,
39120137,PMC11389366,mbio.00781-24,10.1128/mbio.00781-24,PMC011xxxxxx/PMC11389366.xml,,,,,
39136442,PMC11389405,mbio.01847-24,10.1128/mbio.01847-24,PMC011xxxxxx/PMC11389405.xml,,,,,
39136471,PMC11389409,mbio.01516-24,10.1128/mbio.01516-24,PMC011xxxxxx/PMC11389409.xml,,,,,
39258901,PMC11389476,EHP15799,10.1289/EHP15799,PMC011xxxxxx/PMC11389476.xml,,,,,
39258902,PMC11389478,EHP13617,10.1289/EHP13617,PMC011xxxxxx/PMC11389478.xml,,,,,
,PMC11389616,RA,10.1261/rna.080151.124,PMC011xxxxxx/PMC11389616.xml,9509184,,,,
,PMC11389620,RA,10.1261/rna.080150.124,PMC011xxxxxx/PMC11389620.xml,9509184,,,,
39269729,PMC11398296,EHP14574,10.1289/EHP14574,PMC011xxxxxx/PMC11398296.xml,,,,,
,PMC11407235,526145,10.1364/BOE.526145,PMC011xxxxxx/PMC11407235.xml,,,,,
,PMC11407236,530469,10.1364/BOE.530469,PMC011xxxxxx/PMC11407236.xml,,,,,
,PMC11407237,529195,10.1364/BOE.529195,PMC011xxxxxx/PMC11407237.xml,,,,,
,PMC11407238,527944,10.1364/BOE.527944,PMC011xxxxxx/PMC11407238.xml,,,,,
,PMC11407241,529150,10.1364/BOE.529150,PMC011xxxxxx/PMC11407241.xml,,,,,
,PMC11407242,528698,10.1364/BOE.528698,PMC011xxxxxx/PMC11407242.xml,,,,,
,PMC11407243,534658,10.1364/BOE.534658,PMC011xxxxxx/PMC11407243.xml,,,,,
,PMC11407244,533457,10.1364/BOE.533457,PMC011xxxxxx/PMC11407244.xml,,,,,
,PMC11407245,524859,10.1364/BOE.524859,PMC011xxxxxx/PMC11407245.xml,,,,,
,PMC11407246,525119,10.1364/BOE.525119,PMC011xxxxxx/PMC11407246.xml,,,,,
,PMC11407247,531436,10.1364/BOE.531436,PMC011xxxxxx/PMC11407247.xml,,,,,
,PMC11407248,530775,10.1364/BOE.530775,PMC011xxxxxx/PMC11407248.xml,,,,,
,PMC11407249,520977,10.1364/BOE.520977,PMC011xxxxxx/PMC11407249.xml,,,,,
,PMC11407251,531056,10.1364/BOE.531056,PMC011xxxxxx/PMC11407251.xml,,,,,
,PMC11407252,525294,10.1364/BOE.525294,PMC011xxxxxx/PMC11407252.xml,,,,,
,PMC11407253,534511,10.1364/BOE.534511,PMC011xxxxxx/PMC11407253.xml,,,,,
,PMC11407254,535051,10.1364/BOE.535051,PMC011xxxxxx/PMC11407254.xml,,,,,
,PMC11407255,531797,10.1364/BOE.531797,PMC011xxxxxx/PMC11407255.xml,,,,,
