pmid,pmc,doi,manuscript,File,pii,publisher-id,coden,art-access-id,other,sici,publisher-manuscript
24824757,PMC4066908,10.1080/17441692.2014.908230,,PMC004xxxxxx/PMC4066908.xml,,,,,,,
24780000,PMC4066909,10.1021/ar500078f,,PMC004xxxxxx/PMC4066909.xml,,,,,,,
24845688,PMC4066910,10.1021/es502076j,,PMC004xxxxxx/PMC4066910.xml,,,,,,,
24892731,PMC4066911,10.1021/ac501243a,,PMC004xxxxxx/PMC4066911.xml,,,,,,,
24873648,PMC4066912,10.1021/jo500800k,,PMC004xxxxxx/PMC4066912.xml,,,,,,,
24871359,PMC4066914,10.1021/ar500081k,,PMC004xxxxxx/PMC4066914.xml,,,,,,,
24841361,PMC4066915,10.1021/jo500878v,,PMC004xxxxxx/PMC4066915.xml,,,,,,,
24896231,PMC4066917,10.1021/ac500478g,,PMC004xxxxxx/PMC4066917.xml,,,,,,,
24867361,PMC4066918,10.1021/ic500778n,,PMC004xxxxxx/PMC4066918.xml,,,,,,,
24828102,PMC4066919,10.1021/ac501102t,,PMC004xxxxxx/PMC4066919.xml,,,,,,,
24893204,PMC4066921,10.1021/ic500862b,,PMC004xxxxxx/PMC4066921.xml,,,,,,,
24410398,PMC4066923,10.1080/13607863.2013.875124,,PMC004xxxxxx/PMC4066923.xml,,,,,,,
24999370,PMC4066927,10.1080/17542863.2013.800568,,PMC004xxxxxx/PMC4066927.xml,,,,,,,
24839985,PMC4066928,10.1080/13803395.2014.913554,,PMC004xxxxxx/PMC4066928.xml,,,,,,,
23451846,PMC4066930,10.1080/21551197.2012.722890,,PMC004xxxxxx/PMC4066930.xml,,,,,,,
24999446,PMC4066932,10.1080/21635781.2014.890884,,PMC004xxxxxx/PMC4066932.xml,,,,,,,
24185942,PMC4066962,10.1038/nnano.2013.222,NIHMS527985,PMC004xxxxxx/PMC4066962.xml,,,,,,,
24884163,PMC4067143,10.1021/bi401651e,,PMC004xxxxxx/PMC4067143.xml,,,,,,,
24846539,PMC4067144,10.1021/bi401633w,,PMC004xxxxxx/PMC4067144.xml,,,,,,,
24866816,PMC4067145,10.1021/bi500438e,,PMC004xxxxxx/PMC4067145.xml,,,,,,,
24857522,PMC4067146,10.1021/bi500478m,,PMC004xxxxxx/PMC4067146.xml,,,,,,,
24846280,PMC4067147,10.1021/bi500050k,,PMC004xxxxxx/PMC4067147.xml,,,,,,,
24854514,PMC4067148,10.1021/bi5000838,,PMC004xxxxxx/PMC4067148.xml,,,,,,,
24871074,PMC4067149,10.1021/bi5004316,,PMC004xxxxxx/PMC4067149.xml,,,,,,,
24841043,PMC4067152,10.1021/tx500137f,,PMC004xxxxxx/PMC4067152.xml,,,,,,,
24702693,PMC4067153,10.1021/jp411588b,,PMC004xxxxxx/PMC4067153.xml,,,,,,,
24867491,PMC4067154,10.1021/jp501165k,,PMC004xxxxxx/PMC4067154.xml,,,,,,,
23550942,PMC4067157,10.1021/la304046q,,PMC004xxxxxx/PMC4067157.xml,,,,,,,
24831741,PMC4067158,10.1021/jp5003935,,PMC004xxxxxx/PMC4067158.xml,,,,,,,
24898128,PMC4067159,10.1021/la501142v,,PMC004xxxxxx/PMC4067159.xml,,,,,,,
24886007,PMC4067229,10.1037/a0036343,,PMC004xxxxxx/PMC4067229.xml,,2014-22133-005,,,,,
24712737,PMC4067242,10.1021/ol500725e,,PMC004xxxxxx/PMC4067242.xml,,,,,,,
24695217,PMC4067243,10.1038/nature13159,NIHMS567777,PMC004xxxxxx/PMC4067243.xml,,,,,,,
24963359,PMC4067420,10.12659/PJR.889690,,PMC004xxxxxx/PMC4067420.xml,,889690,,,,,
24935173,PMC4067421,10.12659/MSM.890447,,PMC004xxxxxx/PMC4067421.xml,,890447,,,,,
24911067,PMC4067422,10.12659/MSM.890200,,PMC004xxxxxx/PMC4067422.xml,,890200,,,,,
24929083,PMC4067424,10.12659/MSM.890544,,PMC004xxxxxx/PMC4067424.xml,,890544,,,,,
24920294,PMC4067426,10.12659/MSM.890096,,PMC004xxxxxx/PMC4067426.xml,,890096,,,,,
24916204,PMC4067429,10.12659/MSM.890409,,PMC004xxxxxx/PMC4067429.xml,,890409,,,,,
24362528,PMC4067462,10.1038/onc.2013.552,NIHMS550281,PMC004xxxxxx/PMC4067462.xml,,,,,,,
24362534,PMC4067463,10.1038/onc.2013.543,NIHMS550286,PMC004xxxxxx/PMC4067463.xml,,,,,,,
24362522,PMC4067469,10.1038/onc.2013.540,NIHMS550283,PMC004xxxxxx/PMC4067469.xml,,,,,,,
24362531,PMC4067476,10.1038/onc.2013.539,NIHMS550279,PMC004xxxxxx/PMC4067476.xml,,,,,,,
24362520,PMC4067478,10.1038/onc.2013.549,NIHMS550285,PMC004xxxxxx/PMC4067478.xml,,,,,,,
24961236,PMC4067548,10.1093/database/bau059,,PMC004xxxxxx/PMC4067548.xml,,bau059,,,,,
24784230,PMC4067603,10.1038/nm.3514,NIHMS571503,PMC004xxxxxx/PMC4067603.xml,,,,,,,
,PMC4067822,10.1136/bmjopen-2014-005123corr1,,PMC004xxxxxx/PMC4067822.xml,,bmjopen-2014-005123corr1,,,,,
,PMC4067823,10.1136/bmjopen-2014-005390corr1,,PMC004xxxxxx/PMC4067823.xml,,bmjopen-2014-005390corr1,,,,,
,PMC4067874,10.1136/bmjopen-2013-004357corr1,,PMC004xxxxxx/PMC4067874.xml,,bmjopen-2013-004357corr1,,,,,
,PMC4067886,10.1136/bmjopen-2013-004668corr1,,PMC004xxxxxx/PMC4067886.xml,,bmjopen-2013-004668corr1,,,,,
,PMC4067888,10.1136/bmjopen-2013-003965corr1,,PMC004xxxxxx/PMC4067888.xml,,bmjopen-2013-003965corr1,,,,,
,PMC4067967,,,PMC004xxxxxx/PMC4067967.xml,,bst0381723u,,,,,
,PMC4067968,,,PMC004xxxxxx/PMC4067968.xml,,bst0381723v,,,,,
24048372,PMC4068013,10.1038/ki.2013.354,NIHMS517468,PMC004xxxxxx/PMC4068013.xml,,,,,,,
24681887,PMC4068146,10.1038/nsmb.2801,NIHMS572022,PMC004xxxxxx/PMC4068146.xml,,,,,,,
24762008,PMC4068216,10.1021/cb500120x,,PMC004xxxxxx/PMC4068216.xml,,,,,,,
24669831,PMC4068217,10.1021/cb500135f,,PMC004xxxxxx/PMC4068217.xml,,,,,,,
24730530,PMC4068218,10.1021/cb500129t,,PMC004xxxxxx/PMC4068218.xml,,,,,,,
24802635,PMC4068255,10.1021/ci5001554,,PMC004xxxxxx/PMC4068255.xml,,,,,,,
24712739,PMC4068256,10.1021/cb500154m,,PMC004xxxxxx/PMC4068256.xml,,,,,,,
24917553,PMC4068264,10.1038/ncomms4984,NIHMS591061,PMC004xxxxxx/PMC4068264.xml,,,,,,,
24909159,PMC4068267,10.1038/ncomms4986,NIHMS591065,PMC004xxxxxx/PMC4068267.xml,,,,,,,
24123158,PMC4068281,10.1002/glia.22575,,PMC004xxxxxx/PMC4068281.xml,,,,,,,
24638272,PMC4068339,10.1038/labinvest.2014.47,NIHMS566396,PMC004xxxxxx/PMC4068339.xml,,,,,,,
,PMC4068776,10.1021/ol5014558,,PMC004xxxxxx/PMC4068776.xml,,,,,,,
24909760,PMC4068777,10.1021/ol5013263,,PMC004xxxxxx/PMC4068777.xml,,,,,,,
24916200,PMC4068778,10.1021/ol501362w,,PMC004xxxxxx/PMC4068778.xml,,,,,,,
24798034,PMC4068792,10.1021/bc500187m,,PMC004xxxxxx/PMC4068792.xml,,,,,,,
24836286,PMC4068797,10.1038/ng.2985,NIHMS588441,PMC004xxxxxx/PMC4068797.xml,,,,,,,
23677058,PMC4068832,10.1038/jhg.2013.38,NIHMS467280,PMC004xxxxxx/PMC4068832.xml,,,,,,,
24877883,PMC4068864,10.1021/ci5001604,,PMC004xxxxxx/PMC4068864.xml,,,,,,,
25002811,PMC4068907,10.4137/EBO.S14713,,PMC004xxxxxx/PMC4068907.xml,,ebo-10-2014-087,,,,,
24967002,PMC4068966,10.12659/AJCR.890679,,PMC004xxxxxx/PMC4068966.xml,,890679,,,,,
24930391,PMC4068967,10.12659/MSM.890433,,PMC004xxxxxx/PMC4068967.xml,,890433,,,,,
24987274,PMC4069035,10.4137/CMWH.S13955,,PMC004xxxxxx/PMC4069035.xml,,cmwh-7-2014-017,,,,,
25002814,PMC4069036,10.4137/BBI.S14858,,PMC004xxxxxx/PMC4069036.xml,,bbi-8-2014-147,,,,,
25002813,PMC4069037,10.4137/BBI.S14631,,PMC004xxxxxx/PMC4069037.xml,,bbi-8-2014-135,,,,,
25002812,PMC4069038,10.4137/BBI.S14623,,PMC004xxxxxx/PMC4069038.xml,,bbi-8-2014-127,,,,,
24966712,PMC4069044,10.4137/CGast.S13125,,PMC004xxxxxx/PMC4069044.xml,,cgast-7-2014-025,,,,,
24727653,PMC4069208,10.1038/nmeth.2925,HHMIMS576781,PMC004xxxxxx/PMC4069208.xml,,,,,,,
21304521,PMC4069258,10.1038/ncomms1194,NIHMS425432,PMC004xxxxxx/PMC4069258.xml,,,,,,,
,PMC4069374,10.1186/cc13498,,PMC004xxxxxx/PMC4069374.xml,,cc13498,,,,,
,PMC4069379,10.1186/cc13536,,PMC004xxxxxx/PMC4069379.xml,,cc13536,,,,,
,PMC4069384,10.1186/cc13506,,PMC004xxxxxx/PMC4069384.xml,,cc13506,,,,,
,PMC4069410,10.1186/cc13537,,PMC004xxxxxx/PMC4069410.xml,,cc13537,,,,,
,PMC4069411,10.1186/cc13534,,PMC004xxxxxx/PMC4069411.xml,,cc13534,,,,,
,PMC4069425,10.1186/cc13493,,PMC004xxxxxx/PMC4069425.xml,,cc13493,,,,,
,PMC4069426,10.1186/cc13518,,PMC004xxxxxx/PMC4069426.xml,,cc13518,,,,,
,PMC4069437,10.1186/cc13530,,PMC004xxxxxx/PMC4069437.xml,,cc13530,,,,,
,PMC4069439,10.1186/cc13520,,PMC004xxxxxx/PMC4069439.xml,,cc13520,,,,,
,PMC4069442,10.1186/cc13525,,PMC004xxxxxx/PMC4069442.xml,,cc13525,,,,,
,PMC4069449,10.1186/cc13532,,PMC004xxxxxx/PMC4069449.xml,,cc13532,,,,,
,PMC4069452,10.1186/cc13509,,PMC004xxxxxx/PMC4069452.xml,,cc13509,,,,,
,PMC4069459,10.1186/cc13512,,PMC004xxxxxx/PMC4069459.xml,,cc13512,,,,,
,PMC4069460,10.1186/cc13503,,PMC004xxxxxx/PMC4069460.xml,,cc13503,,,,,
,PMC4069463,10.1186/cc13515,,PMC004xxxxxx/PMC4069463.xml,,cc13515,,,,,
,PMC4069474,10.1186/cc13528,,PMC004xxxxxx/PMC4069474.xml,,cc13528,,,,,
,PMC4069476,10.1186/cc13499,,PMC004xxxxxx/PMC4069476.xml,,cc13499,,,,,
,PMC4069492,10.1186/cc13501,,PMC004xxxxxx/PMC4069492.xml,,cc13501,,,,,
,PMC4069493,10.1186/cc13508,,PMC004xxxxxx/PMC4069493.xml,,cc13508,,,,,
,PMC4069497,10.1186/cc13540,,PMC004xxxxxx/PMC4069497.xml,,cc13540,,,,,
,PMC4069498,10.1186/cc13521,,PMC004xxxxxx/PMC4069498.xml,,cc13521,,,,,
,PMC4069502,10.1186/cc13519,,PMC004xxxxxx/PMC4069502.xml,,cc13519,,,,,
,PMC4069508,10.1186/cc13535,,PMC004xxxxxx/PMC4069508.xml,,cc13535,,,,,
,PMC4069511,10.1186/cc13531,,PMC004xxxxxx/PMC4069511.xml,,cc13531,,,,,
,PMC4069514,10.1186/cc13523,,PMC004xxxxxx/PMC4069514.xml,,cc13523,,,,,
,PMC4069521,10.1186/cc13539,,PMC004xxxxxx/PMC4069521.xml,,cc13539,,,,,
,PMC4069523,10.1186/cc13492,,PMC004xxxxxx/PMC4069523.xml,,cc13492,,,,,
,PMC4069527,10.1186/cc13533,,PMC004xxxxxx/PMC4069527.xml,,cc13533,,,,,
,PMC4069530,10.1186/cc13513,,PMC004xxxxxx/PMC4069530.xml,,cc13513,,,,,
,PMC4069536,10.1186/cc13497,,PMC004xxxxxx/PMC4069536.xml,,cc13497,,,,,
,PMC4069538,10.1186/cc13505,,PMC004xxxxxx/PMC4069538.xml,,cc13505,,,,,
,PMC4069557,10.1186/cc13494,,PMC004xxxxxx/PMC4069557.xml,,cc13494,,,,,
,PMC4069566,10.1186/cc13526,,PMC004xxxxxx/PMC4069566.xml,,cc13526,,,,,
,PMC4069578,10.1186/cc13511,,PMC004xxxxxx/PMC4069578.xml,,cc13511,,,,,
,PMC4069581,10.1186/cc13495,,PMC004xxxxxx/PMC4069581.xml,,cc13495,,,,,
,PMC4069584,10.1186/cc13500,,PMC004xxxxxx/PMC4069584.xml,,cc13500,,,,,
,PMC4069588,10.1186/cc13538,,PMC004xxxxxx/PMC4069588.xml,,cc13538,,,,,
,PMC4069590,10.1186/cc13491,,PMC004xxxxxx/PMC4069590.xml,,cc13491,,,,,
,PMC4069591,10.1186/cc13529,,PMC004xxxxxx/PMC4069591.xml,,cc13529,,,,,
,PMC4069596,10.1186/cc13527,,PMC004xxxxxx/PMC4069596.xml,,cc13527,,,,,
,PMC4069599,10.1186/cc13504,,PMC004xxxxxx/PMC4069599.xml,,cc13504,,,,,
,PMC4069718,10.1038/srep05465,,PMC004xxxxxx/PMC4069718.xml,srep05465,,,,,,
,PMC4069817,10.1186/cc13510,,PMC004xxxxxx/PMC4069817.xml,,cc13510,,,,,
,PMC4069819,10.1186/cc13502,,PMC004xxxxxx/PMC4069819.xml,,cc13502,,,,,
,PMC4069830,10.1186/cc13514,,PMC004xxxxxx/PMC4069830.xml,,cc13514,,,,,
,PMC4069833,10.1186/cc13507,,PMC004xxxxxx/PMC4069833.xml,,cc13507,,,,,
,PMC4069855,10.1186/cc13522,,PMC004xxxxxx/PMC4069855.xml,,cc13522,,,,,
,PMC4069989,10.1186/cc13524,,PMC004xxxxxx/PMC4069989.xml,,cc13524,,,,,
,PMC4069996,10.1186/cc13517,,PMC004xxxxxx/PMC4069996.xml,,cc13517,,,,,
,PMC4069999,10.1186/cc13516,,PMC004xxxxxx/PMC4069999.xml,,cc13516,,,,,
,PMC4070015,10.1186/cc13496,,PMC004xxxxxx/PMC4070015.xml,,cc13496,,,,,
24966529,PMC4070031,10.6026/97320630010246,,PMC004xxxxxx/PMC4070031.xml,,97320630010246,,,,,
24966530,PMC4070032,10.6026/97320630010251,,PMC004xxxxxx/PMC4070032.xml,,97320630010251,,,,,
24966531,PMC4070033,10.6026/97320630010256,,PMC004xxxxxx/PMC4070033.xml,,97320630010256,,,,,
24966532,PMC4070034,10.6026/97320630010263,,PMC004xxxxxx/PMC4070034.xml,,97320630010263,,,,,
24966533,PMC4070035,10.6026/97320630010267,,PMC004xxxxxx/PMC4070035.xml,,97320630010267,,,,,
24966534,PMC4070036,10.6026/97320630010273,,PMC004xxxxxx/PMC4070036.xml,,97320630010273,,,,,
24966535,PMC4070037,10.6026/97320630010281,,PMC004xxxxxx/PMC4070037.xml,,97320630010281,,,,,
24966536,PMC4070038,10.6026/97320630010288,,PMC004xxxxxx/PMC4070038.xml,,97320630010288,,,,,
24966537,PMC4070039,10.6026/97320630010293,,PMC004xxxxxx/PMC4070039.xml,,97320630010293,,,,,
24966538,PMC4070040,10.6026/97320630010299,,PMC004xxxxxx/PMC4070040.xml,,97320630010299,,,,,
24966539,PMC4070041,10.6026/97320630010308,,PMC004xxxxxx/PMC4070041.xml,,97320630010308,,,,,
24966540,PMC4070042,10.6026/97320630010314,,PMC004xxxxxx/PMC4070042.xml,,97320630010314,,,,,
24966541,PMC4070043,10.6026/97320630010316,,PMC004xxxxxx/PMC4070043.xml,,97320630010316,,,,,
24966515,PMC4070044,10.6026/97320630010167,,PMC004xxxxxx/PMC4070044.xml,,97320630010167,,,,,
24966516,PMC4070045,10.6026/97320630010175,,PMC004xxxxxx/PMC4070045.xml,,97320630010175,,,,,
24966517,PMC4070046,10.6026/97320630010180,,PMC004xxxxxx/PMC4070046.xml,,97320630010180,,,,,
24966518,PMC4070047,10.6026/97320630010187,,PMC004xxxxxx/PMC4070047.xml,,97320630010187,,,,,
24966519,PMC4070048,10.6026/97320630010191,,PMC004xxxxxx/PMC4070048.xml,,97320630010191,,,,,
24966520,PMC4070049,10.6026/97320630010196,,PMC004xxxxxx/PMC4070049.xml,,97320630010196,,,,,
24966521,PMC4070050,10.6026/97320630010201,,PMC004xxxxxx/PMC4070050.xml,,97320630010201,,,,,
24966522,PMC4070051,10.6026/97320630010209,,PMC004xxxxxx/PMC4070051.xml,,97320630010209,,,,,
24966523,PMC4070052,10.6026/97320630010216,,PMC004xxxxxx/PMC4070052.xml,,97320630010216,,,,,
24966524,PMC4070053,10.6026/97320630010221,,PMC004xxxxxx/PMC4070053.xml,,97320630010221,,,,,
24966525,PMC4070054,10.6026/97320630010227,,PMC004xxxxxx/PMC4070054.xml,,97320630010227,,,,,
24966526,PMC4070055,10.6026/97320630010233,,PMC004xxxxxx/PMC4070055.xml,,97320630010233,,,,,
24966527,PMC4070056,10.6026/97320630010235,,PMC004xxxxxx/PMC4070056.xml,,97320630010235,,,,,
24966528,PMC4070057,10.6026/97320630010241,,PMC004xxxxxx/PMC4070057.xml,,97320630010241,,,,,
24938542,PMC4070181,10.1007/s13244-014-0341-5,,PMC004xxxxxx/PMC4070181.xml,,341,,,,,
24705063,PMC4070320,10.1038/ncomms4571,NIHMS573621,PMC004xxxxxx/PMC4070320.xml,,,,,,,
24658645,PMC4070437,10.1038/nbt.2838,NIHMS562153,PMC004xxxxxx/PMC4070437.xml,,,,,,,
25000114,PMC4070447,10.1179/1077352514Z.000000000128,,PMC004xxxxxx/PMC4070447.xml,,20_3_NOISH 2014,,,,,
25000111,PMC4070448,10.1179/2049396714Y.0000000073,,PMC004xxxxxx/PMC4070448.xml,,235,,,,,
24866152,PMC4070492,10.1007/s10895-014-1368-1,,PMC004xxxxxx/PMC4070492.xml,,1368,,,,,
24686850,PMC4070589,10.1038/ng.2935,NIHMS573166,PMC004xxxxxx/PMC4070589.xml,,,,,,,
24635568,PMC4070716,10.1021/jm500184j,,PMC004xxxxxx/PMC4070716.xml,,,,,,,
24840308,PMC4070750,10.1021/bi5003053,,PMC004xxxxxx/PMC4070750.xml,,,,,,,
24746016,PMC4070845,10.1021/nn501459v,,PMC004xxxxxx/PMC4070845.xml,,,,,,,
24531379,PMC4070883,10.1038/nm.3465,NIHMS555421,PMC004xxxxxx/PMC4070883.xml,,,,,,,
24971158,PMC4070990,10.12659/PJR.889850,,PMC004xxxxxx/PMC4070990.xml,,889850,,,,,
24971159,PMC4070991,10.12659/AJCR.890466,,PMC004xxxxxx/PMC4070991.xml,,890466,,,,,
24935068,PMC4070992,10.12659/MSM.890102,,PMC004xxxxxx/PMC4070992.xml,,890102,,,,,
24823347,PMC4071057,10.1038/ncomms4796,CAMS4321,PMC004xxxxxx/PMC4071057.xml,,,,,,,
23793239,PMC4071061,10.1038/nmeth.2524,CAMS3996,PMC004xxxxxx/PMC4071061.xml,,,,,,,
24871385,PMC4071092,10.1021/bi500340z,,PMC004xxxxxx/PMC4071092.xml,,,,,,,
24816138,PMC4071109,10.1021/nn500978p,,PMC004xxxxxx/PMC4071109.xml,,,,,,,
,PMC4071240,10.1186/gb-2011-12-10-140,,PMC004xxxxxx/PMC4071240.xml,,gb-2011-12-10-140,,,,,
23347558,PMC4071441,10.1016/j.cortex.2012.12.008,,PMC004xxxxxx/PMC4071441.xml,,S0010-9452(12)00343-7,,,,,
24986927,PMC4071508,,,PMC004xxxxxx/PMC4071508.xml,,20130020,,,,,
24987271,PMC4071759,10.4137/CMRH.S14498,,PMC004xxxxxx/PMC4071759.xml,,cmrh-8-2014-023,,,,,
24987273,PMC4071760,10.4137/CMRH.S15887,,PMC004xxxxxx/PMC4071760.xml,,cmrh-8-2014-037,,,,,
24987272,PMC4071761,10.4137/CMRH.S14681,,PMC004xxxxxx/PMC4071761.xml,,cmrh-8-2014-031,,,,,
24721995,PMC4071972,10.1038/ncomms4587,,PMC004xxxxxx/PMC4071972.xml,ncomms4587,,,,,,
24429397,PMC4072128,10.1038/ki.2013.497,NIHMS540672,PMC004xxxxxx/PMC4072128.xml,,,,,,,
24947823,PMC4072246,10.1038/ncomms5122,NIHMS596036,PMC004xxxxxx/PMC4072246.xml,,,,,,,
24892992,PMC4072346,10.1021/bi500428j,,PMC004xxxxxx/PMC4072346.xml,,,,,,,
24871270,PMC4072347,10.1021/bi5005188,,PMC004xxxxxx/PMC4072347.xml,,,,,,,
24919141,PMC4072367,10.1021/bi500148y,,PMC004xxxxxx/PMC4072367.xml,,,,,,,
24901938,PMC4072368,10.1021/bi500072v,,PMC004xxxxxx/PMC4072368.xml,,,,,,,
24869998,PMC4072394,10.1021/bi500445c,,PMC004xxxxxx/PMC4072394.xml,,,,,,,
24824296,PMC4072409,10.1021/nn501371n,,PMC004xxxxxx/PMC4072409.xml,,,,,,,
24794259,PMC4072410,10.1021/nn500721n,,PMC004xxxxxx/PMC4072410.xml,,,,,,,
24801008,PMC4072412,10.1021/nn5002112,,PMC004xxxxxx/PMC4072412.xml,,,,,,,
24871084,PMC4072413,10.1021/nn406484b,,PMC004xxxxxx/PMC4072413.xml,,,,,,,
24847914,PMC4072415,10.1021/nn406454u,,PMC004xxxxxx/PMC4072415.xml,,,,,,,
24806526,PMC4072417,10.1021/nn405839n,,PMC004xxxxxx/PMC4072417.xml,,,,,,,
24918635,PMC4072439,10.1097/NEN.0000000000000084,,PMC004xxxxxx/PMC4072439.xml,,NEN13243,,00005,,,
24918637,PMC4072441,10.1097/NEN.0000000000000087,,PMC004xxxxxx/PMC4072441.xml,,NEN14009,,00008,,,
24603544,PMC4072443,10.1097/AUD.0000000000000033,,PMC004xxxxxx/PMC4072443.xml,,,,00008,,,
24557003,PMC4072444,10.1097/AUD.0000000000000022,,PMC004xxxxxx/PMC4072444.xml,,,,00002,,,
24752284,PMC4072445,10.1097/AUD.0000000000000020,,PMC004xxxxxx/PMC4072445.xml,,,,00013,,,
24954072,PMC4072563,10.12659/MSM.890176,,PMC004xxxxxx/PMC4072563.xml,,890176,,,,,
24957079,PMC4072564,10.12659/MSM.890638,,PMC004xxxxxx/PMC4072564.xml,,890638,,,,,
24938626,PMC4072585,10.12659/MSM.889887,,PMC004xxxxxx/PMC4072585.xml,,889887,,,,,
23354329,PMC4072656,10.1038/nn.3321,CAMS3903,PMC004xxxxxx/PMC4072656.xml,,,,,,,
24742280,PMC4072702,10.1021/am501613c,,PMC004xxxxxx/PMC4072702.xml,,,,,,,
24797658,PMC4072726,10.1021/la5004353,,PMC004xxxxxx/PMC4072726.xml,,,,,,,
24476815,PMC4072735,10.1038/nature12961,NIHMS550804,PMC004xxxxxx/PMC4072735.xml,,,,,,,
24762977,PMC4072739,10.1016/j.coviro.2014.03.011,,PMC004xxxxxx/PMC4072739.xml,,S1879-6257(14)00071-6,,,,,
24662314,PMC4072748,10.1016/j.coviro.2014.02.009,,PMC004xxxxxx/PMC4072748.xml,,S1879-6257(14)00060-1,,,,,
24859202,PMC4072853,10.1038/nn.3724,NIHMS589549,PMC004xxxxxx/PMC4072853.xml,,,,,,,
24743927,PMC4072920,10.1007/s40279-014-0180-z,,PMC004xxxxxx/PMC4072920.xml,,180,,,,,
24718980,PMC4072921,10.1007/s00415-014-7333-8,,PMC004xxxxxx/PMC4072921.xml,,7333,,,,,
25002208,PMC4072979,10.1186/gb4182,,PMC004xxxxxx/PMC4072979.xml,,gb4182,,,,,
25002081,PMC4073057,10.1186/gb4181,,PMC004xxxxxx/PMC4073057.xml,,gb4181,,,,,
,PMC4073182,10.1038/srep05386,,PMC004xxxxxx/PMC4073182.xml,srep05386,,,,,,
24880341,PMC4073211,10.1038/ng.2995,NIHMS593687,PMC004xxxxxx/PMC4073211.xml,,,,,,,
24924756,PMC4073238,10.1038/jid.2014.91,NIHMS565004,PMC004xxxxxx/PMC4073238.xml,,,,,,,
24556773,PMC4073293,10.1097/ACM.0000000000000173,,PMC004xxxxxx/PMC4073293.xml,,,,00035,,,
,PMC4073448,10.1136/bmj.f5939,,PMC004xxxxxx/PMC4073448.xml,,correction761,,,,,
,PMC4073481,10.1136/bmj.f6935,,PMC004xxxxxx/PMC4073481.xml,,correction781,,,,,
,PMC4073482,10.1136/bmj.f6649,,PMC004xxxxxx/PMC4073482.xml,,correction774,,,,,
,PMC4073483,10.1136/bmj.g58,,PMC004xxxxxx/PMC4073483.xml,,correction784,,,,,
,PMC4073484,10.1136/bmj.f7379,,PMC004xxxxxx/PMC4073484.xml,,correction783,,,,,
24457600,PMC4073494,10.1038/ncomms4127,NIHMS549892,PMC004xxxxxx/PMC4073494.xml,,,,,,,
25009688,PMC4073637,10.1021/jp5034118,,PMC004xxxxxx/PMC4073637.xml,,,,,,,
24561555,PMC4073643,10.1038/nbt.2833,NIHMS557901,PMC004xxxxxx/PMC4073643.xml,,,,,,,
24684530,PMC4073644,10.1021/nn500703k,,PMC004xxxxxx/PMC4073644.xml,,,,,,,
24336289,PMC4073646,10.1038/nature12832,HHMIMS539239,PMC004xxxxxx/PMC4073646.xml,,,,,,,
24905362,PMC4073648,10.1038/ncomms4989,NIHMS591068,PMC004xxxxxx/PMC4073648.xml,,,,,,,
24786983,PMC4073652,10.1021/jf500625c,,PMC004xxxxxx/PMC4073652.xml,,,,,,,
24911880,PMC4073659,10.1021/np5000704,,PMC004xxxxxx/PMC4073659.xml,,,,,,,
24893224,PMC4073660,10.1021/np5002253,,PMC004xxxxxx/PMC4073660.xml,,,,,,,
24937209,PMC4073661,10.1021/np5002785,,PMC004xxxxxx/PMC4073661.xml,,,,,,,
24869754,PMC4073829,10.1021/ja504199s,,PMC004xxxxxx/PMC4073829.xml,,,,,,,
24866716,PMC4073830,10.1021/ja5032634,,PMC004xxxxxx/PMC4073830.xml,,,,,,,
24827372,PMC4073831,10.1021/ja5030194,,PMC004xxxxxx/PMC4073831.xml,,,,,,,
24884723,PMC4073832,10.1021/ja503316p,,PMC004xxxxxx/PMC4073832.xml,,,,,,,
24866828,PMC4073833,10.1021/ja500622v,,PMC004xxxxxx/PMC4073833.xml,,,,,,,
24866391,PMC4073834,10.1021/ja503138p,,PMC004xxxxxx/PMC4073834.xml,,,,,,,
24878362,PMC4073835,10.1021/ja504730j,,PMC004xxxxxx/PMC4073835.xml,,,,,,,
24926794,PMC4073881,10.1021/ja5046296,,PMC004xxxxxx/PMC4073881.xml,,,,,,,
24809628,PMC4073888,10.1038/nmeth.2970,NIHMS590623,PMC004xxxxxx/PMC4073888.xml,,,,,,,
24806389,PMC4073935,10.1021/am5018557,,PMC004xxxxxx/PMC4073935.xml,,,,,,,
24793032,PMC4074009,10.1038/nn.3715,NIHMS584745,PMC004xxxxxx/PMC4074009.xml,,,,,,,
24880342,PMC4074058,10.1038/ng.3002,EMS58504,PMC004xxxxxx/PMC4074058.xml,,,,,,,
24448097,PMC4074062,10.1038/mi.2013.125,EMS56092,PMC004xxxxxx/PMC4074062.xml,,,,,,,
24943908,PMC4074109,10.12659/MSM.890897,,PMC004xxxxxx/PMC4074109.xml,,890897,,,,,
24969639,PMC4074165,10.1038/ncomms5190,CAMS4434,PMC004xxxxxx/PMC4074165.xml,,,,,,,
24844534,PMC4074212,10.1021/np500198g,,PMC004xxxxxx/PMC4074212.xml,,,,,,,
24847880,PMC4074244,10.1038/nature13270,NIHMS578565,PMC004xxxxxx/PMC4074244.xml,,,,,,,
24908248,PMC4074274,10.1038/ng.3004,NIHMS595175,PMC004xxxxxx/PMC4074274.xml,,,,,,,
24791744,PMC4074428,10.1038/labinvest.2014.62,CAMS4292,PMC004xxxxxx/PMC4074428.xml,,,,,,,
24674979,PMC4074443,10.1038/jp.2014.52,NIHMS570376,PMC004xxxxxx/PMC4074443.xml,,,,,,,
