pmid,pmc,doi,File,publisher-id,manuscript,pii,art-access-id,coden,publisher-manuscript,medline,other,pmc-scan
30250277,PMC6195122,10.1038/s41477-018-0253-3,PMC006xxxxxx/PMC6195122.xml,,NIHMS1504103,,,,,,,
30349581,PMC6195185,10.1038/s41567-018-0224-7,PMC006xxxxxx/PMC6195185.xml,,EMS78231,,,,,,,
30127433,PMC6195188,10.1038/s41590-018-0184-1,PMC006xxxxxx/PMC6195188.xml,,EMS78681,,,,,,,
30226760,PMC6195307,10.1021/acs.analchem.8b02416,PMC006xxxxxx/PMC6195307.xml,,,,,,,,,
30346621,PMC6195418,10.1093/jisesa/iey094,PMC006xxxxxx/PMC6195418.xml,iey094,,,,,,,,
30250187,PMC6195481,10.1038/s41590-018-0206-z,PMC006xxxxxx/PMC6195481.xml,,NIHMS1503647,,,,,,,
29671837,PMC6195491,10.1038/gim.2018.8,PMC006xxxxxx/PMC6195491.xml,,NIHMS934304,,,,,,,
29892068,PMC6195768,10.1038/s41591-018-0046-2,PMC006xxxxxx/PMC6195768.xml,,NIHMS957257,,,,,,,
30357007,PMC6195811,10.1021/acsphotonics.8b01038,PMC006xxxxxx/PMC6195811.xml,,,,,,,,,
30356968,PMC6195812,10.1021/acsmacrolett.8b00570,PMC006xxxxxx/PMC6195812.xml,,,,,,,,,
29906863,PMC6195814,10.1103/PhysRevE.97.052302,PMC006xxxxxx/PMC6195814.xml,,,,,,,,,
29755130,PMC6195818,10.1038/s41388-018-0289-x,PMC006xxxxxx/PMC6195818.xml,,NIHMS958876,,,,,,,
29907771,PMC6195819,10.1038/s41388-018-0358-1,PMC006xxxxxx/PMC6195819.xml,,NIHMS969746,,,,,,,
29892038,PMC6195820,10.1038/s41366-018-0134-x,PMC006xxxxxx/PMC6195820.xml,,NIHMS967465,,,,,,,
29899524,PMC6195825,10.1038/s41366-018-0114-1,PMC006xxxxxx/PMC6195825.xml,,NIHMS961344,,,,,,,
29925865,PMC6195828,10.1038/s41372-018-0145-4,PMC006xxxxxx/PMC6195828.xml,,NIHMS962494,,,,,,,
29904102,PMC6195829,10.1038/s41388-018-0350-9,PMC006xxxxxx/PMC6195829.xml,,NIHMS967466,,,,,,,
29892042,PMC6195831,10.1038/s41366-018-0099-9,PMC006xxxxxx/PMC6195831.xml,,NIHMS951092,,,,,,,
29907877,PMC6195832,10.1038/s41434-018-0022-y,PMC006xxxxxx/PMC6195832.xml,,NIHMS967463,,,,,,,
29887596,PMC6195840,10.1038/s41388-018-0301-5,PMC006xxxxxx/PMC6195840.xml,,NIHMS959887,,,,,,,
29743595,PMC6195842,10.1038/s41388-018-0282-4,PMC006xxxxxx/PMC6195842.xml,,NIHMS956649,,,,,,,
29930343,PMC6195848,10.1038/s41434-018-0021-z,PMC006xxxxxx/PMC6195848.xml,,NIHMS967572,,,,,,,
29895965,PMC6195849,10.1038/s41372-018-0146-3,PMC006xxxxxx/PMC6195849.xml,,NIHMS969006,,,,,,,
29743593,PMC6195857,10.1038/s41388-018-0292-2,PMC006xxxxxx/PMC6195857.xml,,NIHMS958032,,,,,,,
29899525,PMC6195860,10.1038/s41366-018-0120-3,PMC006xxxxxx/PMC6195860.xml,,NIHMS964619,,,,,,,
29765153,PMC6195867,10.1038/s41388-018-0318-9,PMC006xxxxxx/PMC6195867.xml,,NIHMS962496,,,,,,,
29679070,PMC6195869,10.1038/s41380-018-0036-2,PMC006xxxxxx/PMC6195869.xml,,NIHMS939221,,,,,,,
30364415,PMC6196343,10.1021/acs.jpcc.8b05196,PMC006xxxxxx/PMC6196343.xml,,,,,,,,,
30364480,PMC6196344,10.1021/acs.jpcc.8b06729,PMC006xxxxxx/PMC6196344.xml,,,,,,,,,
30364430,PMC6196345,10.1021/acs.energyfuels.8b01001,PMC006xxxxxx/PMC6196345.xml,,,,,,,,,
,PMC6196384,10.1111/1751-7915.12862,PMC006xxxxxx/PMC6196384.xml,MBT212862,,,,,,,,
29148251,PMC6196400,10.1111/1751-7915.12874,PMC006xxxxxx/PMC6196400.xml,MBT212874,,,,,,,,
30131398,PMC6196825,10.2337/dc18-0351,PMC006xxxxxx/PMC6196825.xml,0351,,,,,,,,
30224348,PMC6196826,10.2337/dc18-1581,PMC006xxxxxx/PMC6196826.xml,1581,,,,,,,,
30150235,PMC6196827,10.2337/dc18-1307,PMC006xxxxxx/PMC6196827.xml,1307,,,,,,,,
30275282,PMC6196828,10.2337/dc18-1079,PMC006xxxxxx/PMC6196828.xml,1079,,,,,,,,
30254083,PMC6196829,10.2337/dc18-1032,PMC006xxxxxx/PMC6196829.xml,1032,,,,,,,,
30262460,PMC6196830,10.2337/dc18-0709,PMC006xxxxxx/PMC6196830.xml,0709,,,,,,,,
30150236,PMC6196831,10.2337/dc18-0699,PMC006xxxxxx/PMC6196831.xml,0699,,,,,,,,
30201848,PMC6196832,10.2337/dc18-0049,PMC006xxxxxx/PMC6196832.xml,0049,,,,,,,,
30181165,PMC6196833,10.2337/dc18-0073,PMC006xxxxxx/PMC6196833.xml,0073,,,,,,,,
30201849,PMC6196834,10.2337/dc18-0884,PMC006xxxxxx/PMC6196834.xml,0884,,,,,,,,
30364494,PMC6196957,10.1021/acs.energyfuels.8b01058,PMC006xxxxxx/PMC6196957.xml,,,,,,,,,
28726770,PMC6197053,10.1038/icb.2017.55,PMC006xxxxxx/PMC6197053.xml,,NIHMS888025,,,,,,,
30051890,PMC6197057,10.1038/s41586-018-0343-4,PMC006xxxxxx/PMC6197057.xml,,NIHMS978143,,,,,,,
29967444,PMC6197426,10.1038/s41588-018-0153-5,PMC006xxxxxx/PMC6197426.xml,,EMS77527,,,,,,,
30150723,PMC6197432,10.1038/s41557-018-0123-7,PMC006xxxxxx/PMC6197432.xml,,EMS78592,,,,,,,
30150727,PMC6197433,10.1038/s41557-018-0127-3,PMC006xxxxxx/PMC6197433.xml,,EMS78786,,,,,,,
30327561,PMC6197491,10.1038/s41589-018-0145-x,PMC006xxxxxx/PMC6197491.xml,,NIHMS1506069,,,,,,,
30314899,PMC6197698,10.1016/j.ebiom.2018.09.044,PMC006xxxxxx/PMC6197698.xml,S2352-3964(18)30402-X,,,,,,,,
30011370,PMC6197757,10.1021/acsnano.8b03978,PMC006xxxxxx/PMC6197757.xml,,,,,,,,,
30364720,PMC6197758,10.1021/acsphotonics.7b00553,PMC006xxxxxx/PMC6197758.xml,,,,,,,,,
30081639,PMC6197759,10.1021/acs.langmuir.8b01759,PMC006xxxxxx/PMC6197759.xml,,,,,,,,,
30270520,PMC6198200,10.1002/cam4.1786,PMC006xxxxxx/PMC6198200.xml,CAM41786,,,,,,,,
,PMC6198230,10.1002/cam4.1198,PMC006xxxxxx/PMC6198230.xml,CAM41198,,,,,,,,
30207693,PMC6198279,10.1021/acssynbio.8b00314,PMC006xxxxxx/PMC6198279.xml,,,,,,,,,
30216042,PMC6198280,10.1021/acschembio.8b00665,PMC006xxxxxx/PMC6198280.xml,,,,,,,,,
30213821,PMC6198338,10.2337/db18-ec2018a,PMC006xxxxxx/PMC6198338.xml,ec2018a,,,,,,,,
30213822,PMC6198340,10.2337/db18-ec2018b,PMC006xxxxxx/PMC6198340.xml,ec2018b,,,,,,,,
30348820,PMC6198344,10.2337/dbi17-0011,PMC006xxxxxx/PMC6198344.xml,0011,,,,,,,,
30364748,PMC6198392,10.1177/2050312118801707,PMC006xxxxxx/PMC6198392.xml,10.1177_2050312118801707,,,,,,,,
30412208,PMC6198413,10.1007/s00772-018-0436-2,PMC006xxxxxx/PMC6198413.xml,436,,,,,,,,
30038311,PMC6198934,10.1038/s41564-018-0205-8,PMC006xxxxxx/PMC6198934.xml,,EMS78304,,,,,,,
30374459,PMC6199471,10.1128/mSystems.00064-18,PMC006xxxxxx/PMC6199471.xml,mSystems00064-18,,,,,,,,
30365683,PMC6199516,10.5935/abc.20180200,PMC006xxxxxx/PMC6199516.xml,,,,,,,,,
30370071,PMC6199545,10.1017/cts.2018.313,PMC006xxxxxx/PMC6199545.xml,00313,,S2059866118003138,,,,,,
30370070,PMC6199553,10.1017/cts.2018.28,PMC006xxxxxx/PMC6199553.xml,00028,,S2059866118000286,,,,,,
30374221,PMC6199641,10.1093/pch/pxy003,PMC006xxxxxx/PMC6199641.xml,pxy003,,,,,,,,
30406217,PMC6199672,10.1021/acsaem.8b01360,PMC006xxxxxx/PMC6199672.xml,,,,,,,,,
30406216,PMC6199673,10.1021/acsaem.8b01141,PMC006xxxxxx/PMC6199673.xml,,,,,,,,,
30264570,PMC6199674,10.1021/acs.orglett.8b02767,PMC006xxxxxx/PMC6199674.xml,,,,,,,,,
30411070,PMC6199743,10.1021/acsomega.8b00410,PMC006xxxxxx/PMC6199743.xml,,,,,,,,,
30264983,PMC6199744,10.1021/acsinfecdis.8b00097,PMC006xxxxxx/PMC6199744.xml,,,,,,,,,
30113416,PMC6200385,10.1097/MBC.0000000000000750,PMC006xxxxxx/PMC6200385.xml,BCF-18-037,,,,,,,,
30290681,PMC6200482,10.1097/MD.0000000000012722,PMC006xxxxxx/PMC6200482.xml,MD-D-18-04255,,,12722,,,,,
30290645,PMC6200497,10.1097/MD.0000000000012656,PMC006xxxxxx/PMC6200497.xml,MD-D-18-05018,,,12656,,,,,
30290636,PMC6200518,10.1097/MD.0000000000012626,PMC006xxxxxx/PMC6200518.xml,MD-D-18-02045,,,12626,,,,,
30290685,PMC6200520,10.1097/MD.0000000000012734,PMC006xxxxxx/PMC6200520.xml,MD-D-18-06208,,,12734,,,,,
,PMC6201163,10.1002/prp2.352,PMC006xxxxxx/PMC6201163.xml,PRP2352,,,,,,,,
29849148,PMC6201270,10.1038/s41586-018-0165-4,PMC006xxxxxx/PMC6201270.xml,,NIHMS954992,,,,,,,
,PMC6201354,10.1111/jcmm.13381,PMC006xxxxxx/PMC6201354.xml,JCMM13381,,,,,,,,
,PMC6201718,10.1002/aps3.1010,PMC006xxxxxx/PMC6201718.xml,APS31010,,,,,,,,
30272955,PMC6201763,10.1021/acs.biochem.8b00846,PMC006xxxxxx/PMC6201763.xml,,,,,,,,,
29967541,PMC6201834,10.1038/s41594-018-0087-8,PMC006xxxxxx/PMC6201834.xml,,EMS78006,,,,,,,
29925955,PMC6201842,10.1038/s41586-018-0290-0,PMC006xxxxxx/PMC6201842.xml,,NIHMS975539,,,,,,,
30370072,PMC6202010,10.1017/cts.2018.31,PMC006xxxxxx/PMC6202010.xml,00031,,S2059866118000316,,,,,,
29763298,PMC6202011,10.1021/acs.biochem.8b00151,PMC006xxxxxx/PMC6202011.xml,,,,,,,,,
30378596,PMC6202061,,PMC006xxxxxx/PMC6202061.xml,2017-25549,,,,,,,,
30177862,PMC6202062,10.1038/s41588-018-0196-7,PMC006xxxxxx/PMC6202062.xml,,NIHMS981071,,,,,,,
30177809,PMC6202120,10.1038/s10038-018-0502-3,PMC006xxxxxx/PMC6202120.xml,,NIHMS1503251,,,,,,,
30135545,PMC6202164,10.1038/s10038-018-0503-2,PMC006xxxxxx/PMC6202164.xml,,NIHMS1503535,,,,,,,
29988068,PMC6202177,10.1038/s41589-018-0096-2,PMC006xxxxxx/PMC6202177.xml,,NIHMS969741,,,,,,,
29769740,PMC6202179,10.1038/s41589-018-0060-1,PMC006xxxxxx/PMC6202179.xml,,NIHMS955746,,,,,,,
29735997,PMC6202184,10.1038/s41592-018-0007-1,PMC006xxxxxx/PMC6202184.xml,,NIHMS954015,,,,,,,
30281208,PMC6202186,10.1002/oby.22310,PMC006xxxxxx/PMC6202186.xml,,NIHMS1504433,,,,,,,
29988090,PMC6202187,10.1038/s41590-018-0156-5,PMC006xxxxxx/PMC6202187.xml,,NIHMS967460,,,,,,,
30224801,PMC6202210,10.1038/s41564-018-0244-1,PMC006xxxxxx/PMC6202210.xml,244,,,,,,,,
30201992,PMC6202223,10.1038/s41590-018-0201-4,PMC006xxxxxx/PMC6202223.xml,,NIHMS1501644,,,,,,,
29769739,PMC6202225,10.1038/s41589-018-0054-z,PMC006xxxxxx/PMC6202225.xml,,NIHMS951440,,,,,,,
30307133,PMC6202228,10.1002/oby.22302,PMC006xxxxxx/PMC6202228.xml,,NIHMS1503982,,,,,,,
29735996,PMC6202229,10.1038/s41592-018-0006-2,PMC006xxxxxx/PMC6202229.xml,,NIHMS954016,,,,,,,
30305736,PMC6202238,10.1038/s41586-018-0616-y,PMC006xxxxxx/PMC6202238.xml,,NIHMS1503935,,,,,,,
29892083,PMC6202246,10.1038/s41589-018-0055-y,PMC006xxxxxx/PMC6202246.xml,,NIHMS951073,,,,,,,
29915297,PMC6202249,10.1038/s41590-018-0131-1,PMC006xxxxxx/PMC6202249.xml,,NIHMS961341,,,,,,,
29743725,PMC6202254,10.1038/s41375-018-0141-x,PMC006xxxxxx/PMC6202254.xml,,NIHMS951888,,,,,,,
29749401,PMC6202273,10.1038/s41375-018-0143-8,PMC006xxxxxx/PMC6202273.xml,,NIHMS958875,,,,,,,
29695840,PMC6202286,10.1038/s41385-018-0022-7,PMC006xxxxxx/PMC6202286.xml,,NIHMS949312,,,,,,,
30244835,PMC6202310,10.1016/j.molcel.2018.08.028,PMC006xxxxxx/PMC6202310.xml,S1097-2765(18)30688-9,,,,,,,,
,PMC6202473,10.1002/psp4.12242,PMC006xxxxxx/PMC6202473.xml,PSP412242,,,,,,,,
30299955,PMC6202629,10.1021/jacs.8b05332,PMC006xxxxxx/PMC6202629.xml,,,,,,,,,
30405273,PMC6202630,10.1021/acs.macromol.8b01440,PMC006xxxxxx/PMC6202630.xml,,,,,,,,,
31186588,PMC6202631,10.1021/acs.macromol.8b01934,PMC006xxxxxx/PMC6202631.xml,,,,,,,,,
30247880,PMC6202632,10.1021/acsami.8b13362,PMC006xxxxxx/PMC6202632.xml,,,,,,,,,
30211534,PMC6202633,10.1021/acsnano.8b05384,PMC006xxxxxx/PMC6202633.xml,,,,,,,,,
30296055,PMC6202634,10.1021/acsnano.8b05029,PMC006xxxxxx/PMC6202634.xml,,,,,,,,,
30203645,PMC6202635,10.1021/acsnano.8b03217,PMC006xxxxxx/PMC6202635.xml,,,,,,,,,
30410979,PMC6202636,10.1021/acscentsci.8b00490,PMC006xxxxxx/PMC6202636.xml,,,,,,,,,
30410978,PMC6202637,10.1021/acscentsci.8b00471,PMC006xxxxxx/PMC6202637.xml,,,,,,,,,
30410965,PMC6202638,10.1021/acscentsci.8b00705,PMC006xxxxxx/PMC6202638.xml,,,,,,,,,
30410968,PMC6202639,10.1021/acscentsci.8b00423,PMC006xxxxxx/PMC6202639.xml,,,,,,,,,
30410973,PMC6202640,10.1021/acscentsci.8b00386,PMC006xxxxxx/PMC6202640.xml,,,,,,,,,
30410969,PMC6202641,10.1021/acscentsci.8b00362,PMC006xxxxxx/PMC6202641.xml,,,,,,,,,
30410977,PMC6202642,10.1021/acscentsci.8b00470,PMC006xxxxxx/PMC6202642.xml,,,,,,,,,
30410975,PMC6202643,10.1021/acscentsci.8b00422,PMC006xxxxxx/PMC6202643.xml,,,,,,,,,
30410970,PMC6202644,10.1021/acscentsci.8b00363,PMC006xxxxxx/PMC6202644.xml,,,,,,,,,
30410972,PMC6202645,10.1021/acscentsci.8b00383,PMC006xxxxxx/PMC6202645.xml,,,,,,,,,
30410966,PMC6202646,10.1021/acscentsci.8b00600,PMC006xxxxxx/PMC6202646.xml,,,,,,,,,
30410981,PMC6202647,10.1021/acscentsci.8b00553,PMC006xxxxxx/PMC6202647.xml,,,,,,,,,
30410963,PMC6202648,10.1021/acscentsci.8b00740,PMC006xxxxxx/PMC6202648.xml,,,,,,,,,
30410967,PMC6202649,10.1021/acscentsci.8b00631,PMC006xxxxxx/PMC6202649.xml,,,,,,,,,
30410980,PMC6202650,10.1021/acscentsci.8b00526,PMC006xxxxxx/PMC6202650.xml,,,,,,,,,
30410971,PMC6202651,10.1021/acscentsci.8b00369,PMC006xxxxxx/PMC6202651.xml,,,,,,,,,
30410964,PMC6202652,10.1021/acscentsci.8b00708,PMC006xxxxxx/PMC6202652.xml,,,,,,,,,
30410976,PMC6202653,10.1021/acscentsci.8b00446,PMC006xxxxxx/PMC6202653.xml,,,,,,,,,
30410982,PMC6202654,10.1021/acscentsci.8b00589,PMC006xxxxxx/PMC6202654.xml,,,,,,,,,
30410974,PMC6202655,10.1021/acscentsci.8b00405,PMC006xxxxxx/PMC6202655.xml,,,,,,,,,
,PMC6202715,10.1002/ece3.3378,PMC006xxxxxx/PMC6202715.xml,ECE33378,,,,,,,,
30320372,PMC6203145,10.3892/ijo.2018.4585,PMC006xxxxxx/PMC6203145.xml,ijo-53-06-2627,,,,,,,,
29350917,PMC6203177,10.1021/acs.chemrev.7b00664,PMC006xxxxxx/PMC6203177.xml,,,,,,,,,
29513541,PMC6203178,10.1021/acs.orglett.8b00113,PMC006xxxxxx/PMC6203178.xml,,,,,,,,,
29489353,PMC6203179,10.1021/acs.jafc.8b00519,PMC006xxxxxx/PMC6203179.xml,,,,,,,,,
30405869,PMC6203180,10.1021/acs.jpcc.7b11469,PMC006xxxxxx/PMC6203180.xml,,,,,,,,,
30405870,PMC6203181,10.1021/acs.jpcc.8b03269,PMC006xxxxxx/PMC6203181.xml,,,,,,,,,
29345906,PMC6203182,10.1021/acs.biochem.7b01048,PMC006xxxxxx/PMC6203182.xml,,,,,,,,,
29529370,PMC6203183,10.1021/acs.jafc.8b00177,PMC006xxxxxx/PMC6203183.xml,,,,,,,,,
30114358,PMC6203184,10.1021/acschembio.8b00658,PMC006xxxxxx/PMC6203184.xml,,,,,,,,,
29961330,PMC6203185,10.1021/acs.jpclett.8b01321,PMC006xxxxxx/PMC6203185.xml,,,,,,,,,
29894192,PMC6203186,10.1021/acs.langmuir.8b01259,PMC006xxxxxx/PMC6203186.xml,,,,,,,,,
29856920,PMC6203187,10.1021/acs.bioconjchem.8b00317,PMC006xxxxxx/PMC6203187.xml,,,,,,,,,
30136834,PMC6203188,10.1021/acs.jafc.8b02115,PMC006xxxxxx/PMC6203188.xml,,,,,,,,,
30138242,PMC6203427,10.1097/IMI.0000000000000513,PMC006xxxxxx/PMC6203427.xml,ITT50381,,,00009,,,,,
30297010,PMC6203442,10.1016/j.emc.2018.06.013,PMC006xxxxxx/PMC6203442.xml,S0733-8627(18)30065-8,,,,,,,,
30349101,PMC6203600,10.1038/s41593-018-0249-3,PMC006xxxxxx/PMC6203600.xml,,NIHMS1505498,,,,,,,
30349103,PMC6203620,10.1038/s41593-018-0232-z,PMC006xxxxxx/PMC6203620.xml,,NIHMS1504423,,,,,,,
30349100,PMC6203624,10.1038/s41593-018-0254-6,PMC006xxxxxx/PMC6203624.xml,,HHMIMS1506707,,,,,,,
29884846,PMC6203666,10.1038/s41390-018-0039-3,PMC006xxxxxx/PMC6203666.xml,,NIHMS961935,,,,,,,
28435159,PMC6203713,10.1038/cmi.2017.15,PMC006xxxxxx/PMC6203713.xml,97,,,,,,,,
30209396,PMC6203933,10.1038/s41586-018-0520-5,PMC006xxxxxx/PMC6203933.xml,,NIHMS1500755,,,,,,,
29334380,PMC6203945,10.1038/nchembio.2548,PMC006xxxxxx/PMC6203945.xml,,NIHMS920807,,,,,,,
30224800,PMC6203953,10.1038/s41564-018-0240-5,PMC006xxxxxx/PMC6203953.xml,,EMS78968,,,,,,,
30323287,PMC6203954,10.1038/s41586-018-0608-y,PMC006xxxxxx/PMC6203954.xml,,EMS79184,,,,,,,
30349114,PMC6204104,10.1038/s41588-018-0244-3,PMC006xxxxxx/PMC6204104.xml,,NIHMS1504427,,,,,,,
29703945,PMC6204122,10.1038/s41380-018-0048-y,PMC006xxxxxx/PMC6204122.xml,,NIHMS944714,,,,,,,
30377590,PMC6204146,,PMC006xxxxxx/PMC6204146.xml,AJP-8-313,,,,,,,,
30158706,PMC6204212,10.1038/s41586-018-0454-y,PMC006xxxxxx/PMC6204212.xml,,NIHMS1500333,,,,,,,
30405977,PMC6204329,10.1109/JTEHM.2018.2868671,PMC006xxxxxx/PMC6204329.xml,2700710,,,,,,,,
30405979,PMC6204330,10.1109/JTEHM.2018.2869609,PMC006xxxxxx/PMC6204330.xml,4400307,,,,,,,,
30275587,PMC6204345,10.1038/s41592-018-0142-8,PMC006xxxxxx/PMC6204345.xml,,NIHMS1503934,,,,,,,
,PMC6204591,10.1002/jcsm.12243,PMC006xxxxxx/PMC6204591.xml,JCSM12243,,,,,,,,
30354159,PMC6204598,10.1021/acs.jmedchem.8b01405,PMC006xxxxxx/PMC6204598.xml,,,,,,,,,
30230827,PMC6204601,10.1021/acs.jmedchem.8b00958,PMC006xxxxxx/PMC6204601.xml,,,,,,,,,
,PMC6204630,10.1177/1941738118804538,PMC006xxxxxx/PMC6204630.xml,10.1177_1941738118804538,,,,,,,,
30192709,PMC6204631,10.1177/1941738118797322,PMC006xxxxxx/PMC6204631.xml,10.1177_1941738118797322,,,,,,,,
29738281,PMC6204632,10.1177/1941738118774769,PMC006xxxxxx/PMC6204632.xml,10.1177_1941738118774769,,,,,,,,
29543576,PMC6204633,10.1177/1941738118763913,PMC006xxxxxx/PMC6204633.xml,10.1177_1941738118763913,,,,,,,,
,PMC6204634,10.1177/1941738118804537,PMC006xxxxxx/PMC6204634.xml,10.1177_1941738118804537,,,,,,,,
30355174,PMC6204635,10.1177/1941738118804536,PMC006xxxxxx/PMC6204635.xml,10.1177_1941738118804536,,,,,,,,
30183572,PMC6204636,10.1177/1941738118795483,PMC006xxxxxx/PMC6204636.xml,10.1177_1941738118795483,,,,,,,,
29792780,PMC6204637,10.1177/1941738118775039,PMC006xxxxxx/PMC6204637.xml,10.1177_1941738118775039,,,,,,,,
30130164,PMC6204638,10.1177/1941738118795425,PMC006xxxxxx/PMC6204638.xml,10.1177_1941738118795425,,,,,,,,
30355171,PMC6204639,10.1177/1941738118805694,PMC006xxxxxx/PMC6204639.xml,10.1177_1941738118805694,,,,,,,,
29638200,PMC6204640,10.1177/1941738118768812,PMC006xxxxxx/PMC6204640.xml,10.1177_1941738118768812,,,,,,,,
30355175,PMC6204641,10.1177/1941738118803616,PMC006xxxxxx/PMC6204641.xml,10.1177_1941738118803616,,,,,,,,
30024344,PMC6204642,10.1177/1941738118786454,PMC006xxxxxx/PMC6204642.xml,10.1177_1941738118786454,,,,,,,,
30130166,PMC6204643,10.1177/1941738118796130,PMC006xxxxxx/PMC6204643.xml,10.1177_1941738118796130,,,,,,,,
30376045,PMC6204799,10.1093/database/bay115,PMC006xxxxxx/PMC6204799.xml,bay115,,,,,,,,
30405978,PMC6204923,10.1109/JTEHM.2018.2875703,PMC006xxxxxx/PMC6204923.xml,2700809,,,,,,,,
30405976,PMC6204924,10.1109/JTEHM.2018.2869141,PMC006xxxxxx/PMC6204924.xml,1900611,,,,,,,,
30405975,PMC6204925,10.1109/JTEHM.2018.2874887,PMC006xxxxxx/PMC6204925.xml,1801009,,,,,,,,
29720633,PMC6205603,10.1038/s41586-018-0013-6,PMC006xxxxxx/PMC6205603.xml,,EMS76255,,,,,,,
30275530,PMC6205630,10.1038/s41588-018-0223-8,PMC006xxxxxx/PMC6205630.xml,,EMS78895,,,,,,,
,PMC6205664,10.1007/BF03399439,PMC006xxxxxx/PMC6205664.xml,BF03399439,,,,,,,,
,PMC6205665,10.1007/BF03399438,PMC006xxxxxx/PMC6205665.xml,BF03399438,,,,,,,,
,PMC6205666,10.1007/BF03399440,PMC006xxxxxx/PMC6205666.xml,BF03399440,,,,,,,,
,PMC6205667,10.1007/BF03399441,PMC006xxxxxx/PMC6205667.xml,BF03399441,,,,,,,,
,PMC6205668,10.1007/BF03399442,PMC006xxxxxx/PMC6205668.xml,BF03399442,,,,,,,,
,PMC6205669,10.1007/BF03399444,PMC006xxxxxx/PMC6205669.xml,BF03399444,,,,,,,,
,PMC6205670,10.1007/BF03399445,PMC006xxxxxx/PMC6205670.xml,BF03399445,,,,,,,,
,PMC6205671,10.1007/BF03399446,PMC006xxxxxx/PMC6205671.xml,BF03399446,,,,,,,,
,PMC6205672,10.1007/BF03399443,PMC006xxxxxx/PMC6205672.xml,BF03399443,,,,,,,,
29668900,PMC6206108,10.1093/cid/ciy317,PMC006xxxxxx/PMC6206108.xml,ciy317,,,,,,,,
29668861,PMC6206121,10.1093/cid/ciy313,PMC006xxxxxx/PMC6206121.xml,ciy313,,,,,,,,
,PMC6206185,10.1002/ece3.3379,PMC006xxxxxx/PMC6206185.xml,ECE33379,,,,,,,,
30232451,PMC6206507,10.1038/s41586-018-0543-y,PMC006xxxxxx/PMC6206507.xml,,NIHMS1505435,,,,,,,
30410816,PMC6207084,10.1021/acscatal.7b03563,PMC006xxxxxx/PMC6207084.xml,,,,,,,,,
30150719,PMC6207338,10.1038/s41591-018-0159-7,PMC006xxxxxx/PMC6207338.xml,,EMS78767,,,,,,,
30013237,PMC6207346,10.1038/s41564-018-0198-3,PMC006xxxxxx/PMC6207346.xml,,EMS78183,,,,,,,
29849154,PMC6207348,10.1038/s41586-018-0139-6,PMC006xxxxxx/PMC6207348.xml,,EMS77043,,,,,,,
29706621,PMC6207487,10.1038/s41370-018-0036-y,PMC006xxxxxx/PMC6207487.xml,,NIHMS955691,,,,,,,
29151581,PMC6207709,10.1038/cmi.2017.106,PMC006xxxxxx/PMC6207709.xml,113,,,,,,,,
31572566,PMC6207836,10.1093/aobpla/ply066,PMC006xxxxxx/PMC6207836.xml,ply066,,,,,,,,
30358152,PMC6208150,10.1002/oby.22335,PMC006xxxxxx/PMC6208150.xml,,NIHMS1506779,,,,,,,
,PMC6208187,10.1002/open.201800200,PMC006xxxxxx/PMC6208187.xml,OPEN201800200,,,,,,,,
30402372,PMC6208188,10.1002/open.201800198,PMC006xxxxxx/PMC6208188.xml,OPEN201800198,,,,,,,,
,PMC6208191,10.1002/open.201800199,PMC006xxxxxx/PMC6208191.xml,OPEN201800199,,,,,,,,
30393572,PMC6208327,10.1017/cts.2018.18,PMC006xxxxxx/PMC6208327.xml,00018,,S2059866118000183,,,,,,
30267155,PMC6208678,10.1007/s00277-018-3504-5,PMC006xxxxxx/PMC6208678.xml,3504,,,,,,,,
30298176,PMC6208736,10.14283/jfa.2018.19,PMC006xxxxxx/PMC6208736.xml,19,,,,,,,,
30298175,PMC6208738,10.14283/jfa.2018.24,PMC006xxxxxx/PMC6208738.xml,24,,,,,,,,
31186608,PMC6209034,10.1007/s11831-017-9236-1,PMC006xxxxxx/PMC6209034.xml,9236,,,,,,,,
30230816,PMC6209171,10.1021/acs.analchem.8b02391,PMC006xxxxxx/PMC6209171.xml,,,,,,,,,
30187752,PMC6209173,10.1021/acs.jafc.8b04459,PMC006xxxxxx/PMC6209173.xml,,,,,,,,,
30215248,PMC6209174,10.1021/jacs.8b09011,PMC006xxxxxx/PMC6209174.xml,,,,,,,,,
30277076,PMC6209177,10.1021/acs.inorgchem.8b01861,PMC006xxxxxx/PMC6209177.xml,,,,,,,,,
30234293,PMC6209183,10.1021/jacs.8b09467,PMC006xxxxxx/PMC6209183.xml,,,,,,,,,
30212214,PMC6209312,10.1021/acs.langmuir.8b01272,PMC006xxxxxx/PMC6209312.xml,,,,,,,,,
30142268,PMC6209313,10.1021/acs.molpharmaceut.8b00699,PMC006xxxxxx/PMC6209313.xml,,,,,,,,,
30209945,PMC6209314,10.1021/acs.jproteome.8b00288,PMC006xxxxxx/PMC6209314.xml,,,,,,,,,
29090933,PMC6209315,10.1021/acs.jpcb.7b08622,PMC006xxxxxx/PMC6209315.xml,,,,,,,,,
29364868,PMC6209448,10.1038/nature25486,PMC006xxxxxx/PMC6209448.xml,,NIHMS932199,,,,,,,
22057530,PMC6209592,10.1007/978-1-61779-373-8_17,PMC006xxxxxx/PMC6209592.xml,17,,,,,,,,
30184143,PMC6209855,10.1093/ijnp/pyy076,PMC006xxxxxx/PMC6209855.xml,pyy076,,,,,,,,
