pmid,pmc,publisher-id,doi,File,manuscript,pii,coden,art-access-id,publisher-manuscript,other,pmc-scan,medline
,PMC5351405,PSP412116,10.1002/psp4.12116,PMC005xxxxxx/PMC5351405.xml,,,,,,,,
,PMC5351406,PSP412187,10.1002/psp4.12187,PMC005xxxxxx/PMC5351406.xml,,,,,,,,
28317023,PMC5351555,,10.1021/acsbiomaterials.6b00622,PMC005xxxxxx/PMC5351555.xml,,,,,,,,
18794848,PMC5351782,,10.1038/ni.1654,PMC005xxxxxx/PMC5351782.xml,NIHMS67298,,,,,,,
24467196,PMC5351790,879863,10.3109/08916934.2013.879863,PMC005xxxxxx/PMC5351790.xml,,,,,,,,
27354179,PMC5351792,1184009,10.1080/13648470.2016.1184009,PMC005xxxxxx/PMC5351792.xml,,,,,,,,
28265105,PMC5352005,899699,10.12659/MSM.899699,PMC005xxxxxx/PMC5352005.xml,,,,,,,,
28260746,PMC5352006,898265,10.12659/MSM.898265,PMC005xxxxxx/PMC5352006.xml,,,,,,,,
28263955,PMC5352007,899623,10.12659/MSM.899623,PMC005xxxxxx/PMC5352007.xml,,,,,,,,
28267707,PMC5352015,901704,10.12659/MSM.901704,PMC005xxxxxx/PMC5352015.xml,,,,,,,,
28348653,PMC5352017,900436,10.12659/PJR.900436,PMC005xxxxxx/PMC5352017.xml,,,,,,,,
27632689,PMC5352554,,10.1038/gim.2016.133,PMC005xxxxxx/PMC5352554.xml,NIHMS807712,,,,,,,
28317019,PMC5352563,,10.1055/s-0043-101689,PMC005xxxxxx/PMC5352563.xml,,,,,,,,
28317016,PMC5352564,,10.1055/s-0043-102399,PMC005xxxxxx/PMC5352564.xml,,,,,,,,
28317017,PMC5352565,,10.1055/s-0043-101691,PMC005xxxxxx/PMC5352565.xml,,,,,,,,
28317015,PMC5352566,,10.1055/s-0042-122010,PMC005xxxxxx/PMC5352566.xml,,,,,,,,
28317018,PMC5352567,,10.1055/s-0043-102401,PMC005xxxxxx/PMC5352567.xml,,,,,,,,
28357026,PMC5352761,9400,10.1007/s12410-017-9400-x,PMC005xxxxxx/PMC5352761.xml,,,,,,,,
28352476,PMC5352888,,10.1155/2017/2760650,PMC005xxxxxx/PMC5352888.xml,,,,,,,,
28317001,PMC5352975,,10.1021/acs.estlett.6b00475,PMC005xxxxxx/PMC5352975.xml,,,,,,,,
28186771,PMC5352976,,10.1021/acs.langmuir.6b02982,PMC005xxxxxx/PMC5352976.xml,,,,,,,,
28145699,PMC5352977,,10.1021/acs.jctc.6b01130,PMC005xxxxxx/PMC5352977.xml,,,,,,,,
28316344,PMC5352978,,10.1021/acs.macromol.6b02540,PMC005xxxxxx/PMC5352978.xml,,,,,,,,
28273059,PMC5353882,900202,10.12659/MSM.900202,PMC005xxxxxx/PMC5353882.xml,,,,,,,,
28270653,PMC5353883,899727,10.12659/MSM.899727,PMC005xxxxxx/PMC5353883.xml,,,,,,,,
,PMC5354008,JVIM14581,10.1111/jvim.14581,PMC005xxxxxx/PMC5354008.xml,,,,,,,,
24091549,PMC5354154,10.1177_0956797613492424,10.1177/0956797613492424,PMC005xxxxxx/PMC5354154.xml,,,,,,,,
28054784,PMC5354311,,10.1021/acs.orglett.6b03528,PMC005xxxxxx/PMC5354311.xml,,,,,,,,
28316756,PMC5354312,,10.1021/acs.jpcc.6b12828,PMC005xxxxxx/PMC5354312.xml,,,,,,,,
28186773,PMC5354313,,10.1021/acs.nanolett.6b05065,PMC005xxxxxx/PMC5354313.xml,,,,,,,,
28316369,PMC5354633,,10.1021/acs.chemmater.6b04370,PMC005xxxxxx/PMC5354633.xml,,,,,,,,
28264196,PMC5354974,,10.1038/nature21401,PMC005xxxxxx/PMC5354974.xml,NIHMS845082,,,,,,,
28112728,PMC5354998,,10.1038/nature21386,PMC005xxxxxx/PMC5354998.xml,NIHMS843846,,,,,,,
28316901,PMC5355005,160055,10.1055/s-0037-1599799,PMC005xxxxxx/PMC5355005.xml,,,,,,,,
,PMC5355177,ECE32422,10.1002/ece3.2422,PMC005xxxxxx/PMC5355177.xml,,,,,,,,
24837762,PMC5355210,,10.1016/j.vaccine.2014.04.063,PMC005xxxxxx/PMC5355210.xml,,S0264-410X(14)00601-X,,,,,,
,PMC5355367,JMRS192,10.1002/jmrs.192,PMC005xxxxxx/PMC5355367.xml,,,,,,,,
26924315,PMC5355522,9809,10.1007/s12035-016-9809-2,PMC005xxxxxx/PMC5355522.xml,,,,,,,,
28035420,PMC5355748,or-37-02-0969,10.3892/or.2016.5334,PMC005xxxxxx/PMC5355748.xml,,,,,,,,
28177623,PMC5355887,,10.1021/jacs.6b12079,PMC005xxxxxx/PMC5355887.xml,,,,,,,,
28345012,PMC5355891,,10.1021/acsphotonics.6b01045,PMC005xxxxxx/PMC5355891.xml,,,,,,,,
28292177,PMC5355898,,10.1021/acs.bioconjchem.7b00102,PMC005xxxxxx/PMC5355898.xml,,,,,,,,
28245105,PMC5355901,,10.1021/acsami.7b00530,PMC005xxxxxx/PMC5355901.xml,,,,,,,,
28209056,PMC5355903,,10.1021/jacs.6b11717,PMC005xxxxxx/PMC5355903.xml,,,,,,,,
28045247,PMC5355904,,10.1021/acschemneuro.6b00234,PMC005xxxxxx/PMC5355904.xml,,,,,,,,
28122451,PMC5355905,,10.1021/acs.bioconjchem.6b00699,PMC005xxxxxx/PMC5355905.xml,,,,,,,,
26808351,PMC5356493,,10.1021/acs.jctc.5b00992,PMC005xxxxxx/PMC5356493.xml,,,,,,,,
28278141,PMC5356615,902442,10.12659/MSM.902442,PMC005xxxxxx/PMC5356615.xml,,,,,,,,
28275222,PMC5356616,899909,10.12659/MSM.899909,PMC005xxxxxx/PMC5356616.xml,,,,,,,,
28927197,PMC5356994,pyx002,10.1093/ijnp/pyx002,PMC005xxxxxx/PMC5356994.xml,,,,,,,,
28321388,PMC5357215,160054,10.1055/s-0037-1600914,PMC005xxxxxx/PMC5357215.xml,,,,,,,,
28024155,PMC5357574,,10.1038/ng.3751,PMC005xxxxxx/PMC5357574.xml,EMS70580,,,,,,,
27642788,PMC5357601,,10.1038/ncb3408,PMC005xxxxxx/PMC5357601.xml,NIHMS810262,,,,,,,
28225278,PMC5357804,,10.1021/acs.jpclett.7b00136,PMC005xxxxxx/PMC5357804.xml,,,,,,,,
28212033,PMC5357805,,10.1021/acs.jpclett.7b00142,PMC005xxxxxx/PMC5357805.xml,,,,,,,,
,PMC5357826,PHY212579,10.14814/phy2.12579,PMC005xxxxxx/PMC5357826.xml,,,,,,,,
28331910,PMC5357881,AJTCAM-14-1,10.21010/ajtcam.v14i1.1,PMC005xxxxxx/PMC5357881.xml,,,,,,,,
28331911,PMC5357882,AJTCAM-14-10,10.21010/ajtcam.v14i1.2,PMC005xxxxxx/PMC5357882.xml,,,,,,,,
28331912,PMC5357883,AJTCAM-14-24,10.21010/ajtcam.v14i1.4,PMC005xxxxxx/PMC5357883.xml,,,,,,,,
28331913,PMC5357884,AJTCAM-14-32,10.21010/ajtcam.v14i1.5,PMC005xxxxxx/PMC5357884.xml,,,,,,,,
28331914,PMC5357885,AJTCAM-14-52,10.21010/ajtcam.v14i1.7,PMC005xxxxxx/PMC5357885.xml,,,,,,,,
,PMC5357998,PHY212578,10.14814/phy2.12578,PMC005xxxxxx/PMC5357998.xml,,,,,,,,
28241146,PMC5358093,,10.1038/nature21391,PMC005xxxxxx/PMC5358093.xml,NIHMS843527,,,,,,,
28249981,PMC5358203,BJJ-2016-0360.R1,10.1302/0301-620X.99B3.BJJ-2016-0360.R1,PMC005xxxxxx/PMC5358203.xml,,,,,,,,
28249969,PMC5358204,BJJ-2016-1208.R1,10.1302/0301-620X.99B3.BJJ-2016-1208.R1,PMC005xxxxxx/PMC5358204.xml,,,,,,,,
27991895,PMC5358320,,10.1038/bmt.2016.259,PMC005xxxxxx/PMC5358320.xml,NIHMS800453,,,,,,,
28235785,PMC5358344,201608164,10.1073/pnas.1608164114,PMC005xxxxxx/PMC5358344.xml,,,,,,,,
28223487,PMC5358348,201611576,10.1073/pnas.1611576114,PMC005xxxxxx/PMC5358348.xml,,,,,,,,
28242681,PMC5358351,201613204,10.1073/pnas.1613204114,PMC005xxxxxx/PMC5358351.xml,,,,,,,,
28242690,PMC5358354,201617394,10.1073/pnas.1617394114,PMC005xxxxxx/PMC5358354.xml,,,,,,,,
28242698,PMC5358358,201613546,10.1073/pnas.1613546114,PMC005xxxxxx/PMC5358358.xml,,,,,,,,
28242692,PMC5358359,201613916,10.1073/pnas.1613916114,PMC005xxxxxx/PMC5358359.xml,,,,,,,,
28242683,PMC5358360,201616456,10.1073/pnas.1616456114,PMC005xxxxxx/PMC5358360.xml,,,,,,,,
28246327,PMC5358361,201612633,10.1073/pnas.1612633114,PMC005xxxxxx/PMC5358361.xml,,,,,,,,
28246328,PMC5358362,201616892,10.1073/pnas.1616892114,PMC005xxxxxx/PMC5358362.xml,,,,,,,,
28246332,PMC5358370,201700600,10.1073/pnas.1700600114,PMC005xxxxxx/PMC5358370.xml,,,,,,,,
28242684,PMC5358371,201616173,10.1073/pnas.1616173114,PMC005xxxxxx/PMC5358371.xml,,,,,,,,
28246329,PMC5358373,201616457,10.1073/pnas.1616457114,PMC005xxxxxx/PMC5358373.xml,,,,,,,,
28242709,PMC5358377,201615015,10.1073/pnas.1615015114,PMC005xxxxxx/PMC5358377.xml,,,,,,,,
28265065,PMC5358381,201702065,10.1073/pnas.1702065114,PMC005xxxxxx/PMC5358381.xml,,,,,,,,
28167766,PMC5358382,201700230,10.1073/pnas.1700230114,PMC005xxxxxx/PMC5358382.xml,,,,,,,,
28242686,PMC5358384,201616019,10.1073/pnas.1616019114,PMC005xxxxxx/PMC5358384.xml,,,,,,,,
28251929,PMC5358385,201701512,10.1073/pnas.1701512114,PMC005xxxxxx/PMC5358385.xml,,,,,,,,
28242687,PMC5358388,201615195,10.1073/pnas.1615195114,PMC005xxxxxx/PMC5358388.xml,,,,,,,,
28232513,PMC5358390,201612627,10.1073/pnas.1612627114,PMC005xxxxxx/PMC5358390.xml,,,,,,,,
28242678,PMC5358393,201615259,10.1073/pnas.1615259114,PMC005xxxxxx/PMC5358393.xml,,,,,,,,
28265062,PMC5358403,201615475,10.1073/pnas.1615475114,PMC005xxxxxx/PMC5358403.xml,,,,,,,,
27049947,PMC5358512,,10.1038/nature17630,PMC005xxxxxx/PMC5358512.xml,NIHMS765141,,,,,,,
28197640,PMC5358697,ijo-50-03-0893,10.3892/ijo.2017.3871,PMC005xxxxxx/PMC5358697.xml,,,,,,,,
28280256,PMC5358837,899687,10.12659/AJCR.899687,PMC005xxxxxx/PMC5358837.xml,,,,,,,,
28283677,PMC5358838,902668,10.12659/AJCR.902668,PMC005xxxxxx/PMC5358838.xml,,,,,,,,
28275221,PMC5358839,902620,10.12659/AJCR.902620,PMC005xxxxxx/PMC5358839.xml,,,,,,,,
28265107,PMC5358841,901821,10.12659/AJCR.901821,PMC005xxxxxx/PMC5358841.xml,,,,,,,,
28260745,PMC5358844,902776,10.12659/AJCR.902776,PMC005xxxxxx/PMC5358844.xml,,,,,,,,
28282368,PMC5358849,902454,10.12659/MSM.902454,PMC005xxxxxx/PMC5358849.xml,,,,,,,,
28270654,PMC5358858,901682,10.12659/AJCR.901682,PMC005xxxxxx/PMC5358858.xml,,,,,,,,
28283676,PMC5358860,898589,10.12659/MSM.898589,PMC005xxxxxx/PMC5358860.xml,,,,,,,,
28284044,PMC5358861,900529,10.12659/MSM.900529,PMC005xxxxxx/PMC5358861.xml,,,,,,,,
28280257,PMC5358865,901462,10.12659/MSMBR.901462,PMC005xxxxxx/PMC5358865.xml,,,,,,,,
28177216,PMC5358871,,10.1021/acs.accounts.6b00514,PMC005xxxxxx/PMC5358871.xml,,,,,,,,
28084734,PMC5358875,,10.1021/jacs.6b10234,PMC005xxxxxx/PMC5358875.xml,,,,,,,,
28382185,PMC5358933,900407,10.12659/PJR.900407,PMC005xxxxxx/PMC5358933.xml,,,,,,,,
28135246,PMC5359078,,10.1038/ng.3778,PMC005xxxxxx/PMC5359078.xml,NIHMS840056,,,,,,,
27646265,PMC5359083,,10.1038/mp.2016.155,PMC005xxxxxx/PMC5359083.xml,NIHMS804252,,,,,,,
28326242,PMC5359141,160058,10.1055/s-0037-1600913,PMC005xxxxxx/PMC5359141.xml,,,,,,,,
27973777,PMC5359585,,10.1021/acssynbio.6b00178,PMC005xxxxxx/PMC5359585.xml,,,,,,,,
28248510,PMC5359586,,10.1021/acs.orglett.7b00317,PMC005xxxxxx/PMC5359586.xml,,,,,,,,
28392633,PMC5359775,1176992,10.1080/09687637.2016.1176992,PMC005xxxxxx/PMC5359775.xml,,,,,,,,
28320434,PMC5359814,1637,10.1186/s13054-017-1637-x,PMC005xxxxxx/PMC5359814.xml,,,,,,,,
28320439,PMC5359820,1641,10.1186/s13054-017-1641-1,PMC005xxxxxx/PMC5359820.xml,,,,,,,,
28320466,PMC5359850,1644,10.1186/s13054-017-1644-y,PMC005xxxxxx/PMC5359850.xml,,,,,,,,
28377893,PMC5359851,jri-17-151,,PMC005xxxxxx/PMC5359851.xml,,,,,,,,
28377894,PMC5359852,jri-17-153,,PMC005xxxxxx/PMC5359852.xml,,,,,,,,
28377895,PMC5359853,jri-17-162,,PMC005xxxxxx/PMC5359853.xml,,,,,,,,
28377896,PMC5359854,jri-17-172,,PMC005xxxxxx/PMC5359854.xml,,,,,,,,
28377897,PMC5359855,jri-17-179,,PMC005xxxxxx/PMC5359855.xml,,,,,,,,
28377898,PMC5359856,jri-17-185,,PMC005xxxxxx/PMC5359856.xml,,,,,,,,
28377899,PMC5359857,jri-17-190,,PMC005xxxxxx/PMC5359857.xml,,,,,,,,
28377900,PMC5359858,jri-17-197,,PMC005xxxxxx/PMC5359858.xml,,,,,,,,
28377901,PMC5359859,jri-17-205,,PMC005xxxxxx/PMC5359859.xml,,,,,,,,
28320449,PMC5359894,1645,10.1186/s13054-017-1645-x,PMC005xxxxxx/PMC5359894.xml,,,,,,,,
28320430,PMC5359923,1642,10.1186/s13054-017-1642-0,PMC005xxxxxx/PMC5359923.xml,,,,,,,,
28320436,PMC5359952,1640,10.1186/s13054-017-1640-2,PMC005xxxxxx/PMC5359952.xml,,,,,,,,
28320437,PMC5359957,1638,10.1186/s13054-017-1638-9,PMC005xxxxxx/PMC5359957.xml,,,,,,,,
28320461,PMC5360026,1643,10.1186/s13054-017-1643-z,PMC005xxxxxx/PMC5360026.xml,,,,,,,,
28320450,PMC5360060,1639,10.1186/s13054-017-1639-8,PMC005xxxxxx/PMC5360060.xml,,,,,,,,
28320432,PMC5360075,1646,10.1186/s13054-017-1646-9,PMC005xxxxxx/PMC5360075.xml,,,,,,,,
28170228,PMC5360158,,10.1021/acschembio.6b01075,PMC005xxxxxx/PMC5360158.xml,,,,,,,,
28257203,PMC5360160,,10.1021/acs.joc.7b00295,PMC005xxxxxx/PMC5360160.xml,,,,,,,,
28122839,PMC5360278,1773,10.2337/dc16-1773,PMC005xxxxxx/PMC5360278.xml,,,,,,,,
28148544,PMC5360279,1875,10.2337/dc16-1875,PMC005xxxxxx/PMC5360279.xml,,,,,,,,
28143854,PMC5360280,er04,10.2337/dc17-er04,PMC005xxxxxx/PMC5360280.xml,,,,,,,,
28183786,PMC5360281,1354,10.2337/dc16-1354,PMC005xxxxxx/PMC5360281.xml,,,,,,,,
28126715,PMC5360282,2193,10.2337/dc16-2193,PMC005xxxxxx/PMC5360282.xml,,,,,,,,
28122840,PMC5360283,1958,10.2337/dc16-1958,PMC005xxxxxx/PMC5360283.xml,,,,,,,,
28115475,PMC5360284,1774,10.2337/dc16-1774,PMC005xxxxxx/PMC5360284.xml,,,,,,,,
28174261,PMC5360285,1527,10.2337/dc16-1527,PMC005xxxxxx/PMC5360285.xml,,,,,,,,
,PMC5360286,er04b,10.2337/dc17-er04b,PMC005xxxxxx/PMC5360286.xml,,,,,,,,
28325799,PMC5360287,0953,10.2337/dc16-0953,PMC005xxxxxx/PMC5360287.xml,,,,,,,,
28325794,PMC5360288,0005,10.2337/dci17-0005,PMC005xxxxxx/PMC5360288.xml,,,,,,,,
28143853,PMC5360289,er04a,10.2337/dc17-er04a,PMC005xxxxxx/PMC5360289.xml,,,,,,,,
28325804,PMC5360290,0048,10.2337/dci16-0048,PMC005xxxxxx/PMC5360290.xml,,,,,,,,
27659408,PMC5360291,0985,10.2337/dc16-0985,PMC005xxxxxx/PMC5360291.xml,,,,,,,,
28325805,PMC5360292,2401,10.2337/dc16-2401,PMC005xxxxxx/PMC5360292.xml,,,,,,,,
28193788,PMC5360297,er04a,10.2337/db17-er04a,PMC005xxxxxx/PMC5360297.xml,,,,,,,,
28193787,PMC5360302,er04b,10.2337/db17-er04b,PMC005xxxxxx/PMC5360302.xml,,,,,,,,
28325742,PMC5360305,0073,10.2337/dbi16-0073,PMC005xxxxxx/PMC5360305.xml,,,,,,,,
28182420,PMC5360353,,10.1021/jacs.6b13300,PMC005xxxxxx/PMC5360353.xml,,,,,,,,
28344739,PMC5360365,ijes_10_2_266,,PMC005xxxxxx/PMC5360365.xml,,,,,,,,
28344736,PMC5360366,ijes_10_2_213,,PMC005xxxxxx/PMC5360366.xml,,,,,,,,
28344737,PMC5360367,ijes_10_2_225,,PMC005xxxxxx/PMC5360367.xml,,,,,,,,
28344740,PMC5360368,ijes_10_2_284,,PMC005xxxxxx/PMC5360368.xml,,,,,,,,
28344733,PMC5360369,ijes_10_2_188,,PMC005xxxxxx/PMC5360369.xml,,,,,,,,
28344738,PMC5360370,ijes_10_2_246,,PMC005xxxxxx/PMC5360370.xml,,,,,,,,
28344735,PMC5360371,ijes_10_2_205,,PMC005xxxxxx/PMC5360371.xml,,,,,,,,
28344742,PMC5360372,ijes_10_2_301,,PMC005xxxxxx/PMC5360372.xml,,,,,,,,
28344741,PMC5360373,ijes_10_2_294,,PMC005xxxxxx/PMC5360373.xml,,,,,,,,
28344732,PMC5360374,ijes_10_2_178,,PMC005xxxxxx/PMC5360374.xml,,,,,,,,
28344734,PMC5360375,ijes_10_2_197,,PMC005xxxxxx/PMC5360375.xml,,,,,,,,
28344731,PMC5360376,ijes_10_2_166,,PMC005xxxxxx/PMC5360376.xml,,,,,,,,
28285318,PMC5360417,900213,10.12659/MSM.900213,PMC005xxxxxx/PMC5360417.xml,,,,,,,,
28280258,PMC5360418,899228,10.12659/MSM.899228,PMC005xxxxxx/PMC5360418.xml,,,,,,,,
28288092,PMC5360419,900092,10.12659/MSM.900092,PMC005xxxxxx/PMC5360419.xml,,,,,,,,
28285317,PMC5360424,900520,10.12659/MSM.900520,PMC005xxxxxx/PMC5360424.xml,,,,,,,,
28382186,PMC5360429,899684,10.12659/PJR.899684,PMC005xxxxxx/PMC5360429.xml,,,,,,,,
28263303,PMC5360458,,10.1038/nmicrobiol.2017.28,PMC005xxxxxx/PMC5360458.xml,CAMS6545,,,,,,,
27859498,PMC5360466,HEP28947,10.1002/hep.28947,PMC005xxxxxx/PMC5360466.xml,,,,,,,,
27649780,PMC5360492,,10.1038/icb.2016.94,PMC005xxxxxx/PMC5360492.xml,NIHMS817328,,,,,,,
28218746,PMC5360497,,10.1038/ni.3688,PMC005xxxxxx/PMC5360497.xml,NIHMS843848,,,,,,,
28192418,PMC5360498,,10.1038/ni.3684,PMC005xxxxxx/PMC5360498.xml,NIHMS841825,,,,,,,
28192417,PMC5360521,,10.1038/ni.3680,PMC005xxxxxx/PMC5360521.xml,NIHMS840669,,,,,,,
27649781,PMC5360551,,10.1038/icb.2016.95,PMC005xxxxxx/PMC5360551.xml,NIHMS816710,,,,,,,
26531062,PMC5360823,1137,10.1007/s11255-015-1137-3,PMC005xxxxxx/PMC5360823.xml,,,,,,,,
28199306,PMC5360989,,10.1038/nature21423,PMC005xxxxxx/PMC5360989.xml,NIHMS846972,,,,,,,
28331902,PMC5361138,,10.1055/s-0043-101696,PMC005xxxxxx/PMC5361138.xml,,,,,,,,
27919065,PMC5361225,,10.1038/nature20789,PMC005xxxxxx/PMC5361225.xml,NIHMS830328,,,,,,,
28337480,PMC5361875,,10.1055/s-0042-122009,PMC005xxxxxx/PMC5361875.xml,,,,,,,,
28337482,PMC5361876,,10.1055/s-0042-118701,PMC005xxxxxx/PMC5361876.xml,,,,,,,,
28337479,PMC5361877,,10.1055/s-0042-121002,PMC005xxxxxx/PMC5361877.xml,,,,,,,,
28337483,PMC5361878,,10.1055/s-0042-122778,PMC005xxxxxx/PMC5361878.xml,,,,,,,,
28337478,PMC5361879,,10.1055/s-0042-122334,PMC005xxxxxx/PMC5361879.xml,,,,,,,,
28337485,PMC5361880,,10.1055/s-0042-120225,PMC005xxxxxx/PMC5361880.xml,,,,,,,,
28337481,PMC5361881,,10.1055/s-0042-122335,PMC005xxxxxx/PMC5361881.xml,,,,,,,,
28293016,PMC5362022,903016,10.12659/AJCR.903016,PMC005xxxxxx/PMC5362022.xml,,,,,,,,
28289273,PMC5362023,901501,10.12659/AJCR.901501,PMC005xxxxxx/PMC5362023.xml,,,,,,,,
28286335,PMC5362024,902939,10.12659/AJCR.902939,PMC005xxxxxx/PMC5362024.xml,,,,,,,,
28337484,PMC5362086,,10.1055/s-0042-122965,PMC005xxxxxx/PMC5362086.xml,,,,,,,,
28094959,PMC5362146,,10.1021/acs.nanolett.6b03517,PMC005xxxxxx/PMC5362146.xml,,,,,,,,
28286334,PMC5362189,899547,10.12659/MSM.899547,PMC005xxxxxx/PMC5362189.xml,,,,,,,,
28289272,PMC5362190,903248,10.12659/MSM.903248,PMC005xxxxxx/PMC5362190.xml,,,,,,,,
28291769,PMC5362191,902692,10.12659/MSM.902692,PMC005xxxxxx/PMC5362191.xml,,,,,,,,
28192412,PMC5362298,,10.1038/nchembio.2298,PMC005xxxxxx/PMC5362298.xml,NIHMS834528,,,,,,,
28218913,PMC5362304,,10.1038/nchembio.2303,PMC005xxxxxx/PMC5362304.xml,NIHMS836131,,,,,,,
28166207,PMC5362326,,10.1038/nchembio.2285,PMC005xxxxxx/PMC5362326.xml,NIHMS833881,,,,,,,
27657683,PMC5362351,,10.1038/gim.2016.141,PMC005xxxxxx/PMC5362351.xml,NIHMS807715,,,,,,,
27657685,PMC5362352,,10.1038/gim.2016.120,PMC005xxxxxx/PMC5362352.xml,NIHMS807718,,,,,,,
27657687,PMC5362362,,10.1038/gim.2016.131,PMC005xxxxxx/PMC5362362.xml,NIHMS807719,,,,,,,
28367495,PMC5362371,,10.1055/s-0043-102403,PMC005xxxxxx/PMC5362371.xml,,,,,,,,
28367494,PMC5362373,,10.1055/s-0043-102400,PMC005xxxxxx/PMC5362373.xml,,,,,,,,
27228284,PMC5362737,,10.1021/acs.analchem.6b01167,PMC005xxxxxx/PMC5362737.xml,,,,,,,,
28248114,PMC5362738,,10.1021/acs.langmuir.7b00002,PMC005xxxxxx/PMC5362738.xml,,,,,,,,
28221771,PMC5362739,,10.1021/acs.analchem.6b04719,PMC005xxxxxx/PMC5362739.xml,,,,,,,,
28218842,PMC5362740,,10.1021/acs.est.6b05318,PMC005xxxxxx/PMC5362740.xml,,,,,,,,
28192952,PMC5362741,,10.1021/acs.analchem.6b04043,PMC005xxxxxx/PMC5362741.xml,,,,,,,,
28221766,PMC5362742,,10.1021/acs.analchem.6b04527,PMC005xxxxxx/PMC5362742.xml,,,,,,,,
28221782,PMC5362743,,10.1021/acs.biochem.7b00056,PMC005xxxxxx/PMC5362743.xml,,,,,,,,
28244744,PMC5362744,,10.1021/acs.est.6b05920,PMC005xxxxxx/PMC5362744.xml,,,,,,,,
28233994,PMC5362745,,10.1021/acs.est.7b00107,PMC005xxxxxx/PMC5362745.xml,,,,,,,,
28140568,PMC5362746,,10.1021/acs.chemrestox.6b00412,PMC005xxxxxx/PMC5362746.xml,,,,,,,,
28233997,PMC5362747,,10.1021/acs.analchem.6b03756,PMC005xxxxxx/PMC5362747.xml,,,,,,,,
26796641,PMC5362750,,10.1021/acs.jmedchem.5b01685,PMC005xxxxxx/PMC5362750.xml,,,,,,,,
28298620,PMC5363174,901975,10.12659/AJCR.901975,PMC005xxxxxx/PMC5363174.xml,,,,,,,,
28207250,PMC5363288,,10.1021/acs.chemrestox.6b00368,PMC005xxxxxx/PMC5363288.xml,,,,,,,,
28344917,PMC5363334,160288cr,10.1055/s-0037-1599795,PMC005xxxxxx/PMC5363334.xml,,,,,,,,
28344916,PMC5363335,160308cr,10.1055/s-0037-1599794,PMC005xxxxxx/PMC5363335.xml,,,,,,,,
28296829,PMC5363456,902099,10.12659/MSM.902099,PMC005xxxxxx/PMC5363456.xml,,,,,,,,
28293015,PMC5363457,901593,10.12659/MSM.901593,PMC005xxxxxx/PMC5363457.xml,,,,,,,,
28250425,PMC5363839,,10.1038/ni.3694,PMC005xxxxxx/PMC5363839.xml,EMS71262,,,,,,,
28344379,PMC5363857,930369,10.1080/02763893.2014.930369,PMC005xxxxxx/PMC5363857.xml,,,,,,,,
28259974,PMC5363874,ijo-50-04-1392,10.3892/ijo.2017.3894,PMC005xxxxxx/PMC5363874.xml,,,,,,,,
28248496,PMC5363886,,10.1021/acs.inorgchem.7b00056,PMC005xxxxxx/PMC5363886.xml,,,,,,,,
28164708,PMC5363888,,10.1021/acs.jproteome.6b00915,PMC005xxxxxx/PMC5363888.xml,,,,,,,,
28297715,PMC5364052,,10.1038/nature21678,PMC005xxxxxx/PMC5364052.xml,NIHMS847613,,,,,,,
27669432,PMC5364060,,10.1038/onc.2016.334,PMC005xxxxxx/PMC5364060.xml,NIHMS808256,,,,,,,
28297714,PMC5364063,,10.1038/nature21417,PMC005xxxxxx/PMC5364063.xml,HHMIMS846966,,,,,,,
27447726,PMC5364254,865,10.1007/s00038-016-0865-1,PMC005xxxxxx/PMC5364254.xml,,,,,,,,
28260380,PMC5364419,,10.1021/jacs.6b13079,PMC005xxxxxx/PMC5364419.xml,,,,,,,,
28225592,PMC5364429,,10.1021/acsami.7b00443,PMC005xxxxxx/PMC5364429.xml,,,,,,,,
28252948,PMC5364430,,10.1021/acs.jafc.7b00471,PMC005xxxxxx/PMC5364430.xml,,,,,,,,
28177616,PMC5364432,,10.1021/jacs.6b11760,PMC005xxxxxx/PMC5364432.xml,,,,,,,,
28282134,PMC5364433,,10.1021/jacs.7b00612,PMC005xxxxxx/PMC5364433.xml,,,,,,,,
28135079,PMC5364434,,10.1021/jacs.6b12822,PMC005xxxxxx/PMC5364434.xml,,,,,,,,
28247756,PMC5364435,,10.1021/acsami.6b16470,PMC005xxxxxx/PMC5364435.xml,,,,,,,,
28234007,PMC5364436,,10.1021/jacs.7b00540,PMC005xxxxxx/PMC5364436.xml,,,,,,,,
28386591,PMC5364441,,10.1021/acscentsci.7b00091,PMC005xxxxxx/PMC5364441.xml,,,,,,,,
28386588,PMC5364442,,10.1021/acscentsci.7b00095,PMC005xxxxxx/PMC5364442.xml,,,,,,,,
28386593,PMC5364443,,10.1021/acscentsci.7b00097,PMC005xxxxxx/PMC5364443.xml,,,,,,,,
28386589,PMC5364444,,10.1021/acscentsci.7b00101,PMC005xxxxxx/PMC5364444.xml,,,,,,,,
28386590,PMC5364445,,10.1021/acscentsci.7b00074,PMC005xxxxxx/PMC5364445.xml,,,,,,,,
28386592,PMC5364446,,10.1021/acscentsci.7b00092,PMC005xxxxxx/PMC5364446.xml,,,,,,,,
28386602,PMC5364447,,10.1021/acscentsci.7b00035,PMC005xxxxxx/PMC5364447.xml,,,,,,,,
28386599,PMC5364448,,10.1021/acscentsci.7b00014,PMC005xxxxxx/PMC5364448.xml,,,,,,,,
28386587,PMC5364449,,10.1021/acscentsci.7b00069,PMC005xxxxxx/PMC5364449.xml,,,,,,,,
28386603,PMC5364450,,10.1021/acscentsci.7b00068,PMC005xxxxxx/PMC5364450.xml,,,,,,,,
